series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	140	20.93559492	7.003720791	CAF	Central African Republic	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	140	20.93559492	7.003720791	CAF	Central African Republic	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	UB	Percentage	Upper bound	25.91096	25.91096	25.91096	25.91096	25.91096	25.91096	25.91096	25.91096	31.05605	36.1052	39.14829	39.14829	39.6739	40.24828	40.24828	40.24828	40.24828	40.24828	40.24828	40.24828	2018	40.24828	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	PERCENT	MP	Percentage	P	25.87718	25.87718	25.87718	25.87718	25.87718	25.87718	25.87718	25.87718	31.02227	36.1052	39.14829	39.14829	39.6739	40.24828	40.24828	40.24828	40.24828	40.24828	40.24828	40.24828	2018	40.24828	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	PERCENT	LB	Percentage	Lower bound	25.46589	25.46589	25.46589	25.46589	25.46589	25.46589	25.46589	25.46589	30.61098	35.66013	38.73701	38.73701	39.44193	40.24828	40.24828	40.24828	40.24828	40.24828	40.24828	40.24828	2018	40.24828	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	UB	Percentage	Upper bound	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	148	18.66618401	15.36279341	TCD	Chad	2	PERCENT	MP	Percentage	P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	148	18.66618401	15.36279341	TCD	Chad	3	PERCENT	LB	Percentage	Lower bound	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	UB	Percentage	Upper bound	47.93443	47.93443	47.93443	47.93444	47.93444	50.06469	50.06469	50.06469	50.06469	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	2018	50.07125	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	152	-71.23029019	-35.2652885	CHL	Chile	2	PERCENT	MP	Percentage	P	47.93443	47.93443	47.93443	47.93444	47.93444	50.06469	50.06469	50.06469	50.06469	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	2018	50.07125	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	152	-71.23029019	-35.2652885	CHL	Chile	3	PERCENT	LB	Percentage	Lower bound	47.93443	47.93443	47.93443	47.93444	47.93444	50.06469	50.06469	50.06469	50.06469	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	50.07125	2018	50.07125	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	UB	Percentage	Upper bound	63.13597	64.22732	64.24176	64.40919	64.42427	64.42427	64.6747	64.6747	64.69813	64.69813	64.74367	64.74367	64.74367	64.95025	64.95025	64.95025	64.95025	64.95025	64.95025	64.95025	2018	64.95025	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	156	104.1403375	32.30955217	CHN	China	2	PERCENT	MP	Percentage	P	62.23903	63.59833	63.69206	64.05683	64.08179	64.08179	64.63875	64.63875	64.68487	64.68487	64.74366	64.74366	64.74366	64.95025	64.95025	64.95025	64.95025	64.95025	64.95025	64.95025	2018	64.95025	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	156	104.1403375	32.30955217	CHN	China	3	PERCENT	LB	Percentage	Lower bound	61.24954	62.73311	62.89681	63.16705	63.39929	63.39929	63.99383	63.99383	64.16683	64.16683	64.21238	64.21238	64.21238	64.95025	64.95025	64.95025	64.95025	64.95025	64.95025	64.95025	2018	64.95025	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	UB	Percentage	Upper bound	24.07576	24.19822	24.25862	24.25862	24.2879	24.96412	25.60983	27.27365	28.12227	29.42244	29.64001	38.52	38.52255	38.87064	39.14909	39.14909	39.14909	39.14909	39.14909	39.14909	2018	39.14909	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	170	-73.07446751	3.888209046	COL	Colombia	2	PERCENT	MP	Percentage	P	24.07576	24.19822	24.25862	24.25862	24.2879	24.96412	25.60983	27.27365	28.12227	29.42244	29.64001	38.52	38.52255	38.87064	39.14909	39.14909	39.14909	39.14909	39.14909	39.14909	2018	39.14909	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	170	-73.07446751	3.888209046	COL	Colombia	3	PERCENT	LB	Percentage	Lower bound	24.07576	24.19822	24.25862	24.25862	24.2879	24.96412	25.60983	27.27365	28.12227	29.42244	29.64001	38.52	38.52255	38.87064	39.14909	39.14909	39.14909	39.14909	39.14909	39.14909	2018	39.14909	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	UB	Percentage	Upper bound	0	0	0	0	0	0	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	2018	15.47939	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	174	43.34234565	-11.66121732	COM	Comoros	2	PERCENT	MP	Percentage	P	0	0	0	0	0	0	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	2018	15.47939	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	174	43.34234565	-11.66121732	COM	Comoros	3	PERCENT	LB	Percentage	Lower bound	0	0	0	0	0	0	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	15.47939	2018	15.47939	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	UB	Percentage	Upper bound	0	0	0	0	0	0	0	32.61852	32.61852	32.61852	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	2018	33.32029	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	175	45.14015057	-12.82217691	MYT	Mayotte	2	PERCENT	MP	Percentage	P	0	0	0	0	0	0	0	32.61852	32.61852	32.61852	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	2018	33.32029	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	175	45.14015057	-12.82217691	MYT	Mayotte	3	PERCENT	LB	Percentage	Lower bound	0	0	0	0	0	0	0	32.61852	32.61852	32.61852	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	33.32029	2018	33.32029	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	178	15.22052612	-0.840544119	COG	Congo	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	178	15.22052612	-0.840544119	COG	Congo	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	UB	Percentage	Upper bound	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	2018	28.94127	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	PERCENT	MP	Percentage	P	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	2018	28.94127	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	PERCENT	LB	Percentage	Lower bound	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	28.94127	2018	28.94127	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	UB	Percentage	Upper bound	50.71358	50.71358	50.71358	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	2018	53.33321	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	PERCENT	MP	Percentage	P	50.71358	50.71358	50.71358	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	2018	53.33321	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	PERCENT	LB	Percentage	Lower bound	50.71358	50.71358	50.71358	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	53.33321	2018	53.33321	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	UB	Percentage	Upper bound	29.35174	29.35174	29.35174	29.37657	29.37657	29.37657	29.37657	29.38244	29.38244	29.38244	29.38244	29.38244	29.38244	62.89788	62.89788	62.94313	62.94313	62.94313	62.94313	62.93408	2018	62.94313	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	191	17.95874553	45.45172212	HRV	Croatia	2	PERCENT	MP	Percentage	P	29.35174	29.35174	29.35174	29.37657	29.37657	29.37657	29.37657	29.38244	29.38244	29.38244	29.38244	29.38244	29.38244	62.89788	62.89788	62.94313	62.94313	62.94313	62.94313	62.93408	2018	62.94313	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	191	17.95874553	45.45172212	HRV	Croatia	3	PERCENT	LB	Percentage	Lower bound	29.35174	29.35174	29.35174	29.37657	29.37657	29.37657	29.37657	29.38244	29.38244	29.38244	29.38244	29.38244	29.38244	62.89788	62.89788	62.94313	62.94313	62.94313	62.94313	62.93408	2018	62.94313	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	UB	Percentage	Upper bound	0	35.02561	35.02561	35.02561	35.02561	35.02561	35.02561	35.02561	55.53406	55.53406	84.04005	84.04005	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	2018	90.86829	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	192	-79.54460144	22.10030366	CUB	Cuba	2	PERCENT	MP	Percentage	P	0	35.02561	35.02561	35.02561	35.02561	35.02561	35.02561	35.02561	55.53406	55.53406	84.04005	84.04005	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	2018	90.86829	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	192	-79.54460144	22.10030366	CUB	Cuba	3	PERCENT	LB	Percentage	Lower bound	0	35.02561	35.02561	35.02561	35.02561	35.02561	35.02561	35.02561	55.53406	55.53406	84.04005	84.04005	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	90.86829	2018	90.86829	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	UB	Percentage	Upper bound	32.50758	35.40839	35.40839	35.40839	35.62662	35.62662	35.62662	45.41529	67.3957	67.3957	67.3957	67.3957	67.3957	77.9783	77.9783	77.9783	77.9783	77.9783	77.9783	77.9783	2018	77.9783	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	196	33.22285964	35.05659437	CYP	Cyprus	2	PERCENT	MP	Percentage	P	32.50758	35.40839	35.40839	35.40839	35.62662	35.62662	35.62662	45.41529	67.3957	67.3957	67.3957	67.3957	67.3957	77.9783	77.9783	77.9783	77.9783	77.9783	77.9783	77.9783	2018	77.9783	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	196	33.22285964	35.05659437	CYP	Cyprus	3	PERCENT	LB	Percentage	Lower bound	32.50758	35.40839	35.40839	35.40839	35.62662	35.62662	35.62662	45.41529	67.3957	67.3957	67.3957	67.3957	67.3957	77.9783	77.9783	77.9783	77.9783	77.9783	77.9783	77.9783	2018	77.9783	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
