series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	516	17.21907885	-22.13817068	NAM	Namibia	1	PERCENT	Percentage	0.02604	0.02593	0.02647	0.02668	0.02755	0.02842	0.03042	0.0325	0.03486	0.03548	0.03627	0.0352	0.034862	2016	0.0352	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	520	166.92313	-0.528742623	NRU	Nauru	1	PERCENT	Percentage	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	2016	5e-05	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	524	83.94678863	28.25866332	NPL	Nepal	1	PERCENT	Percentage	0.14852	0.14719	0.146	0.14496	0.14313	0.14257	0.14108	0.14084	0.13902	0.13977	0.14151	0.14189	0.140606	2016	0.14189	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	528	5.331480568	51.86728884	NLD	Netherlands	1	PERCENT	Percentage	2.98098	2.96907	2.98664	2.99095	3.01942	3.01305	3.03532	3.04601	3.05618	3.06606	3.08281	3.09159	3.06853	2016	3.09159	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	PERCENT	Percentage	4.16839	4.13978	4.19032	4.20668	4.19158	4.13803	4.18757	4.15428	4.18841	4.19153	4.22546	4.22157	4.19625	2016	4.22157	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	531	-68.95033464	12.15058042	CUW	Curaçao	1	PERCENT	Percentage																	
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	533	-69.97050586	12.50878756	ABW	Aruba	1	PERCENT	Percentage	0.64842	0.6409	0.65696	0.65764	0.6647	0.63795	0.63957	0.62757	0.64948	0.63681	0.63265	0.61409	0.63212	2016	0.61409	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	PERCENT	Percentage																	
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	PERCENT	Percentage	0.40808	0.40392	0.40391	0.40373	0.40399	0.40709	0.41059	0.41072	0.40949	0.40345	0.39287	0.39254	0.401814	2016	0.39254	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	PERCENT	Percentage	0.53244	0.53437	0.53423	0.53502	0.53498	0.53589	0.53854	0.53652	0.53639	0.53676	0.53875	0.53874	0.537432	2016	0.53874	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	554	170.4755673	-43.98721568	NZL	New Zealand	1	PERCENT	Percentage	2.69487	2.69247	2.68916	2.68192	2.68121	2.67335	2.67309	2.67593	2.68226	2.68452	2.6859	2.68581	2.682884	2016	2.68581	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	PERCENT	Percentage	8.09512	8.08483	8.07751	8.06947	8.07211	8.07783	8.08612	8.0967	8.10912	8.11331	8.11519	8.11173	8.10921	2016	8.11173	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	562	9.400167877	17.42143036	NER	Niger	1	PERCENT	Percentage	0.02086	0.01734	0.01556	0.0134	0.01345	0.01161	0.0116	0.01329	0.0133	0.01787	0.02149	0.02574	0.018338	2016	0.02574	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	566	8.097363256	9.585789025	NGA	Nigeria	1	PERCENT	Percentage	0.4425	0.44093	0.44073	0.44105	0.44339	0.44701	0.45114	0.45589	0.45972	0.4639	0.46469	0.46256	0.461352	2016	0.46256	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	570	-169.8601693	-19.05000475	NIU	Niue	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	578	11.47846389	61.34311134	NOR	Norway	1	PERCENT	Percentage	4.79112	4.79883	4.80359	4.79798	4.78764	4.78149	4.76517	4.766	4.76353	4.77786	4.78894	4.81598	4.782462	2016	4.81598	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	PERCENT	Percentage	0.59052	0.62282	0.67134	0.71148	0.72368	0.72893	0.74073	0.74114	0.73894	0.74136	0.73375	0.73471	0.73798	2016	0.73471	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	PERCENT	Percentage																	
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	PERCENT	Percentage	0.59563	0.59733	0.59436	0.59668	0.59317	0.58209	0.57905	0.58091	0.58091	0.58474	0.59353	0.59454	0.586926	2016	0.59454	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	PERCENT	Percentage	13.02703	13.03067	13.01148	13.02947	13.04263	13.06136	13.04483	13.06192	12.49001	11.20202	11.08235	11.01933	11.771126	2016	11.01933	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	585	134.5733878	7.502307591	PLW	Palau	1	PERCENT	Percentage	0.39596	0.41132	0.41188	0.41116	0.41928	0.40996	0.40483	0.40566	0.41557	0.41683	0.42075	0.41587	0.414936	2016	0.41587	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	586	68.80479684	29.36491634	PAK	Pakistan	1	PERCENT	Percentage	0.23672	0.24436	0.24934	0.26652	0.265	0.28113	0.27871	0.29157	0.28744	0.29891	0.30916	0.32027	0.30147	2016	0.32027	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	591	-81.26616623	8.450965746	PAN	Panama	1	PERCENT	Percentage	0.97795	0.98321	0.98945	0.994	0.9977	0.99866	0.99802	1.00137	1.00382	0.99649	0.98865	0.98171	0.994408	2016	0.98171	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	PERCENT	Percentage	1.12721	1.12857	1.13072	1.14533	1.15738	1.17939	1.18562	1.19052	1.2016	1.1995	1.19219	1.16614	1.18999	2016	1.16614	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	PERCENT	Percentage	0.79979	0.79968	0.80133	0.80268	0.80274	0.802	0.81061	0.81924	0.82603	0.83627	0.85021	0.85769	0.837888	2016	0.85769	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	604	-71.82093277	-13.58939705	PER	Peru	1	PERCENT	Percentage	1.01067	1.00261	0.99967	0.99285	0.993	0.99362	0.99046	0.98948	0.9914	0.98882	0.98536	0.99712	0.990436	2016	0.99712	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	608	120.8601418	14.16591706	PHL	Philippines	1	PERCENT	Percentage	2.01991	2.00557	2.00683	2.02177	2.0335	2.04649	2.04627	2.06081	2.06967	2.06052	2.05325	2.04657	2.058164	2016	2.04657	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	616	19.40660158	52.1226733	POL	Poland	1	PERCENT	Percentage	1.14559	1.14842	1.15009	1.15388	1.15398	1.15216	1.15396	1.15252	1.15216	1.1563	1.16196	1.15993	1.156574	2016	1.15993	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	620	-7.961599811	39.68509315	PRT	Portugal	1	PERCENT	Percentage	0.66691	0.69437	0.72699	0.76177	0.79048	0.78888	0.81999	0.83136	0.82275	0.82868	0.85281	0.84459	0.836038	2016	0.84459	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	PERCENT	Percentage	0.17834	0.20195	0.19765	0.21126	0.20593	0.21133	0.20548	0.20685	0.20388	0.20736	0.20707	0.19696	0.204424	2016	0.19696	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	PERCENT	Percentage	0.08116	0.0795	0.07752	0.07827	0.07815	0.0762	0.07652	0.07901	0.08082	0.08128	0.07726	0.06895	0.077464	2016	0.06895	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	PERCENT	Percentage	0.32983	0.33308	0.33515	0.33212	0.33466	0.33524	0.33533	0.33483	0.3403	0.33338	0.33122	0.32294	0.332534	2016	0.32294	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	634	51.19152467	25.28355379	QAT	Qatar	1	PERCENT	Percentage	1.38956	1.37852	1.37941	1.38734	1.37924	1.38196	1.39452	1.39975	1.40203	1.41156	1.42604	1.43036	1.413948	2016	1.43036	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	638	55.53171398	-21.13183266	REU	Réunion	1	PERCENT	Percentage																	
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	642	24.98481009	45.83893563	ROU	Romania	1	PERCENT	Percentage	1.03768	1.04558	1.06173	1.06457	1.07061	1.0704	1.06982	1.05584	1.0461	1.04998	1.05695	1.05103	1.05198	2016	1.05103	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	643	99.01404926	61.61899849	RUS	Russian Federation	1	PERCENT	Percentage	3.32676	3.32587	3.32878	3.33286	3.34041	3.34282	3.34264	3.3405	3.32323	3.32621	3.33064	3.34003	3.332122	2016	3.34003	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	646	29.92310194	-1.999842114	RWA	Rwanda	1	PERCENT	Percentage	6.04146	6.04699	6.05012	6.0513	6.05418	6.05558	6.05453	6.06729	6.08195	6.08631	6.0928	6.10112	6.085894	2016	6.10112	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	PERCENT	Percentage																	
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	PERCENT	Percentage	0.88189	0.88189	0.92204	0.92204	0.95402	0.95402	0.88761	0.88761	0.88761	0.90506	0.92032	0.96693	0.913506	2016	0.96693	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	PERCENT	Percentage	0.6685	0.66002	0.66627	0.68781	0.69651	0.70101	0.70521	0.70159	0.69025	0.67776	0.66097	0.64683	0.67548	2016	0.64683	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	660	-63.05651612	18.21525315	AIA	Anguilla	1	PERCENT	Percentage	1.68972	1.68331	1.75047	1.82403	1.89115	1.93554	1.94668	1.95676	1.89277	1.80013	1.78563	1.76851	1.84076	2016	1.76851	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	PERCENT	Percentage	0.06743	0.06601	0.0654	0.06697	0.06546	0.06464	0.06643	0.06584	0.06324	0.05967	0.06023	0.05948	0.061692	2016	0.05948	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	PERCENT	Percentage																	
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	PERCENT	Percentage	6.962	6.92803	6.94521	6.93434	6.90751	6.87711	6.92958	6.91767	6.90974	6.93318	6.94389	6.93485	6.927866	2016	6.93485	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	PERCENT	Percentage	0.5011	0.50165	0.50641	0.50723	0.51304	0.51078	0.51396	0.50756	0.5019	0.47684	0.46054	0.44496	0.47836	2016	0.44496	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	674	12.46329038	43.93841766	SMR	San Marino	1	PERCENT	Percentage	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	1.67e-05	0.00022	0.00043	0.00065	0.00026668	2016	0.00065	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	PERCENT	Percentage	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	1.04e-06	2016	1.04e-06	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	PERCENT	Percentage	0.06578	0.06643	0.06695	0.06733	0.0676	0.06784	0.06814	0.06836	0.06847	0.06834	0.06884	0.0689	0.068582	2016	0.0689	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	686	-14.46636926	14.35920905	SEN	Senegal	1	PERCENT	Percentage	0.64277	0.65423	0.65651	0.65884	0.65985	0.66289	0.65668	0.65474	0.65826	0.6634	0.66384	0.65946	0.65994	2016	0.65946	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	688	20.805876	44.03145697	SRB	Serbia	1	PERCENT	Percentage	0.63306	0.63732	0.6365	0.63483	0.63546	0.63577	0.6379	0.6395	0.63851	0.64427	0.64803	0.64739	0.64354	2016	0.64739	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	690	55.46561591	-4.678053059	SYC	Seychelles	1	PERCENT	Percentage	1.25755	1.29593	1.29346	1.32818	1.32624	1.31087	1.28483	1.29138	1.27628	1.2651	1.25719	1.27251	1.272492	2016	1.27251	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	PERCENT	Percentage	0.20919	0.21687	0.21394	0.21109	0.20327	0.20372	0.20656	0.21136	0.21737	0.22488	0.22214	0.21599	0.218348	2016	0.21599	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	702	103.8107883	1.361009155	SGP	Singapore	1	PERCENT	Percentage	5.99095	5.94559	5.85881	5.81241	5.7798	5.82752	5.8032	5.84433	5.69023	5.5781	5.46676	5.25268	5.56642	2016	5.25268	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	703	19.48495604	48.70741446	SVK	Slovakia	1	PERCENT	Percentage	0.54858	0.55027	0.55144	0.55325	0.55635	0.55557	0.55585	0.55388	0.55187	0.55395	0.55552	0.55297	0.553638	2016	0.55297	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	704	105.802499	10.09643079	VNM	Viet Nam	1	PERCENT	Percentage	1.59418	1.61553	1.67613	1.72976	1.74849	1.74207	1.7665	1.80151	1.83184	1.82904	1.83869	1.8107	1.822356	2016	1.8107	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	705	14.82209486	46.11958061	SVN	Slovenia	1	PERCENT	Percentage	0.192	0.19685	0.19871	0.19693	0.20179	0.20158	0.20213	0.20077	0.20085	0.20342	0.20761	0.20919	0.204368	2016	0.20919	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	706	46.20367477	4.406485729	SOM	Somalia	1	PERCENT	Percentage	0.01214	0.01093	0.01043	0.01119	0.01205	0.01251	0.01276	0.01223	0.01138	0.01019	0.00951	0.00902	0.010466	2016	0.00902	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	710	24.67184355	-29.99957544	ZAF	South Africa	1	PERCENT	Percentage	0.27858	0.26211	0.25824	0.25131	0.25788	0.26606	0.27715	0.28295	0.28628	0.2832	0.28485	0.28154	0.283764	2016	0.28154	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	PERCENT	Percentage	0.92224	0.90423	0.89105	0.87887	0.88136	0.88	0.89279	0.90266	0.91133	0.90811	0.90863	0.90199	0.906544	2016	0.90199	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	724	-3.554078296	40.39211472	ESP	Spain	1	PERCENT	Percentage	0.59143	0.59571	0.58759	0.58679	0.58048	0.56829	0.58574	0.60282	0.60888	0.62987	0.64931	0.64475	0.627126	2016	0.64475	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	728	30.32618773	7.290839152	SSD	South Sudan	1	PERCENT	Percentage	0.11963	0.1179	0.11634	0.11502	0.11237	0.11088	0.10673	0.10463	0.10234	0.09711	0.09634	0.09591	0.099266	2016	0.09591	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	PERCENT	Percentage	0.00298	0.00334	0.004	0.00447	0.00489	0.00472	0.00446	0.00388	0.00339	0.00281	0.00267	0.00325	0.0032	2016	0.00325	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	736	29.95650159	16.02643066	SDN	Sudan	1	PERCENT	Percentage																	
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	740	-55.90626394	4.132603197	SUR	Suriname	1	PERCENT	Percentage	1.16056	1.14534	1.13998	1.14353	1.152	1.17382	1.19909	1.2107	1.20997	1.20819	1.20053	1.19672	1.205222	2016	1.19672	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	PERCENT	Percentage	0.22584	0.21061	0.2034	0.20008	0.21427	0.23823	0.27085	0.29865	0.31513	0.33374	0.33819	0.32659	0.32246	2016	0.32659	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	752	14.3775338	60.60103109	SWE	Sweden	1	PERCENT	Percentage	8.65741	8.67081	8.6826	8.67967	8.66323	8.65461	8.63198	8.61129	8.59769	8.63651	8.66159	8.69616	8.640648	2016	8.69616	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	756	8.223158	46.96617097	CHE	Switzerland	1	PERCENT	Percentage	3.46168	3.46194	3.46247	3.4613	3.46214	3.46122	3.46198	3.46075	3.45993	3.46125	3.46125	3.46009	3.460654	2016	3.46009	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	PERCENT	Percentage	0.56568	0.57362	0.57529	0.57717	0.57441	0.57023	0.56696	0.56589	0.56358	0.56504	0.55497	0.54989	0.559874	2016	0.54989	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	762	69.294998	38.43069666	TJK	Tajikistan	1	PERCENT	Percentage	1.10773	1.11317	1.11496	1.11531	1.10572	1.10282	1.10496	1.10404	1.10626	1.10776	1.10728	1.10037	1.105142	2016	1.10037	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	764	101.0202951	15.13089239	THA	Thailand	1	PERCENT	Percentage	1.08157	1.07485	1.07476	1.08215	1.09381	1.10875	1.10476	1.10678	1.10387	1.07691	1.06556	1.06371	1.083366	2016	1.06371	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	768	0.97835765	8.532096072	TGO	Togo	1	PERCENT	Percentage	0.18968	0.1898	0.18658	0.18405	0.1847	0.18536	0.18552	0.18866	0.19153	0.18953	0.18768	0.18703	0.188886	2016	0.18703	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	PERCENT	Percentage	18.10898	18.14085	17.82414	17.76869	17.9137	17.80339	17.80007	18.11678	17.85625	17.78434	17.37033	17.43932	17.713404	2016	17.43932	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	776	-175.1959991	-21.19511329	TON	Tonga	1	PERCENT	Percentage	2.15286	2.16693	2.17378	2.17607	2.17759	2.17604	2.17209	2.16606	2.16889	2.1706	2.17302	2.18677	2.173068	2016	2.18677	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	PERCENT	Percentage	0.25936	0.25894	0.25852	0.26353	0.26008	0.26015	0.26049	0.26259	0.26239	0.26011	0.25763	0.25039	0.258622	2016	0.25039	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	PERCENT	Percentage	0.2039	0.2033	0.20182	0.19974	0.19547	0.19308	0.19247	0.19268	0.1917	0.19162	0.19454	0.19425	0.192958	2016	0.19425	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	788	9.572737411	34.11439971	TUN	Tunisia	1	PERCENT	Percentage	0.19335	0.19629	0.19759	0.20026	0.19995	0.19993	0.19841	0.19886	0.19728	0.19592	0.19319	0.19629	0.196308	2016	0.19629	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	792	35.42890329	38.9899684	TUR	Turkey	1	PERCENT	Percentage	1.46729	1.4751	1.48934	1.48396	1.47122	1.4739	1.48478	1.50048	1.5208	1.54802	1.5503	1.55833	1.535586	2016	1.55833	Global Surface Water Explorer extraction for UN Environment	C
