series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	1	TONNES_M	millions of tonnes	63.4	63.4	63.4	63.4	2015	63.4	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES_M	millions of tonnes	74.8	73.2	74.1	75.3	2015	75.3	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	1	TONNES_M	millions of tonnes	53.9	52.41	65.45	66.75	2015	66.75	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	TONNES_M	millions of tonnes	3.192	3.162	3.132	3.115	2015	3.115	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	20	1.576257417	42.54548611	AND	Andorra	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	24	17.57817062	-12.33724746	AGO	Angola	1	TONNES_M	millions of tonnes	7686	7605	7524	7443	2015	7443	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	32	-65.14563274	-35.19446255	ARG	Argentina	1	TONNES_M	millions of tonnes	5538	5354	5150	4953	2015	4953	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	36	134.3499412	-25.57717202	AUS	Australia	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	40	14.14172472	47.58704857	AUT	Austria	1	TONNES_M	millions of tonnes	599	617	628	639	2015	639	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	44	-78.05111663	24.69546597	BHS	Bahamas	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	48	50.5490754	26.04407747	BHR	Bahrain	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	50	89.17660788	22.86961622	BGD	Bangladesh	1	TONNES_M	millions of tonnes	145	144	171	177	2015	177	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	51	44.93839317	40.29499741	ARM	Armenia	1	TONNES_M	millions of tonnes	27.1	26.8	26.5	26.8	2015	26.8	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	52	-59.5346489	13.13648273	BRB	Barbados	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	56	4.660976456	50.64104975	BEL	Belgium	1	TONNES_M	millions of tonnes	99.08	107	113.51	120.01	2015	120.01	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	60	-64.78155012	32.27881922	BMU	Bermuda	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	64	90.45098484	27.39598568	BTN	Bhutan	1	TONNES_M	millions of tonnes	431.1	440.5	446.5	454.8	2015	454.8	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	TONNES_M	millions of tonnes	8007	7827	7622	7426	2015	7426	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	TONNES_M	millions of tonnes	190.15	190.15	190.15	190.15	2015	190.15	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	72	23.81380223	-22.18810073	BWA	Botswana	1	TONNES_M	millions of tonnes	904	893	881	868	2015	868	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	76	-53.08432878	-10.77668561	BRA	Brazil	1	TONNES_M	millions of tonnes	100955.62	98552.7	97450.13	96824.72	2015	96824.72	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	84	-88.70199554	17.19965901	BLZ	Belize	1	TONNES_M	millions of tonnes	314	304	294	289	2015	289	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	TONNES_M	millions of tonnes	319.8	316	312	307.5	2015	307.5	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	TONNES_M	millions of tonnes	130.76	126.8	122.84	123	2015	123	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	100	25.23763153	42.75731323	BGR	Bulgaria	1	TONNES_M	millions of tonnes	269	303	329	355	2015	355	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	104	96.51752295	21.19332882	MMR	Myanmar	1	TONNES_M	millions of tonnes	3217	3074	2931	2750.63	2015	2750.63	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	108	29.89080992	-3.366387428	BDI	Burundi	1	TONNES_M	millions of tonnes	31.66	30.15	42.25	46.03	2015	46.03	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	112	28.04940161	53.54193075	BLR	Belarus	1	TONNES_M	millions of tonnes	786.6	881.9	996.6	1053.4	2015	1053.4	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	116	104.922836	12.71163737	KHM	Cambodia	1	TONNES_M	millions of tonnes	732	676	633	590	2015	590	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	120	12.7419827	5.692387031	CMR	Cameroon	1	TONNES_M	millions of tonnes	5137	4881	4626	4371	2015	4371	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	124	-101.6575058	57.72360191	CAN	Canada	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	TONNES_M	millions of tonnes	7.8	7.9	8.1	8.58	2015	8.58	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	140	20.93559492	7.003720791	CAF	Central African Republic	1	TONNES_M	millions of tonnes	4973	4941	4909	4877	2015	4877	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	TONNES_M	millions of tonnes	141.62	133.39	131.32	127.84	2015	127.84	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	148	18.66618401	15.36279341	TCD	Chad	1	TONNES_M	millions of tonnes	579	562	504	446	2015	446	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	152	-71.23029019	-35.2652885	CHL	Chile	1	TONNES_M	millions of tonnes	2214	2230.4	2247.5	2487.3	2015	2487.3	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	156	104.1403375	32.30955217	CHN	China	1	TONNES_M	millions of tonnes	8604.7	9365.5	10255.4	10945.3	2015	10945.3	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	TONNES_M	millions of tonnes								
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	170	-73.07446751	3.888209046	COL	Colombia	1	TONNES_M	millions of tonnes	16231.94	15837.04	15458.41	15424.3	2015	15424.3	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	174	43.34234565	-11.66121732	COM	Comoros	1	TONNES_M	millions of tonnes	2.91	2.73	2.56	2.38	2015	2.38	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	175	45.14015057	-12.82217691	MYT	Mayotte	1	TONNES_M	millions of tonnes								
