GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,TypeOfSkill_Code,TypeOfSkill_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,Ratio,Ratio,428,Latvia,2016.0,,0.77461,Float,Eurostat,,LVA,26.42461876,56.64196636
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,Ratio,Ratio,428,Latvia,2016.0,,1.04435,Float,Eurostat,,LVA,26.42461876,56.64196636
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,Ratio,Ratio,428,Latvia,2016.0,,1.05764,Float,Eurostat,,LVA,26.42461876,56.64196636
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,Ratio,Ratio,428,Latvia,2016.0,,0.93271,Float,Eurostat,,LVA,26.42461876,56.64196636
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,Ratio,Ratio,428,Latvia,2016.0,,1.27273,Float,Eurostat,,LVA,26.42461876,56.64196636
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,Ratio,Ratio,440,Lithuania,2016.0,,0.98282,Float,Eurostat,,LTU,23.90517807,55.33680309
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,Ratio,Ratio,440,Lithuania,2016.0,,0.93428,Float,Eurostat,,LTU,23.90517807,55.33680309
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,Ratio,Ratio,440,Lithuania,2016.0,,0.97954,Float,Eurostat,,LTU,23.90517807,55.33680309
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,Ratio,Ratio,440,Lithuania,2016.0,,0.71318,Float,Eurostat,,LTU,23.90517807,55.33680309
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,Ratio,Ratio,440,Lithuania,2016.0,,0.30159,Float,Eurostat,,LTU,23.90517807,55.33680309
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,Ratio,Ratio,440,Lithuania,2016.0,,1.01119,Float,Eurostat,,LTU,23.90517807,55.33680309
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,CMFL,Copying or moving a file or folder,G,Global,C,Country data,Ratio,Ratio,440,Lithuania,2016.0,,0.99645,Float,Eurostat,,LTU,23.90517807,55.33680309
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,CMFL,Copying or moving a file or folder,G,Global,C,Country data,Ratio,Ratio,442,Luxembourg,2016.0,,0.859,Float,Eurostat,,LUX,6.092656563,49.77679538
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,Ratio,Ratio,442,Luxembourg,2016.0,,0.81196,Float,Eurostat,,LUX,6.092656563,49.77679538
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,Ratio,Ratio,442,Luxembourg,2016.0,,0.88763,Float,Eurostat,,LUX,6.092656563,49.77679538
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,Ratio,Ratio,442,Luxembourg,2016.0,,0.26163,Float,Eurostat,,LUX,6.092656563,49.77679538
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,Ratio,Ratio,442,Luxembourg,2016.0,,0.76554,Float,Eurostat,,LUX,6.092656563,49.77679538
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,Ratio,Ratio,442,Luxembourg,2016.0,,0.86575,Float,Eurostat,,LUX,6.092656563,49.77679538
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,Ratio,Ratio,442,Luxembourg,2016.0,,0.81487,Float,Eurostat,,LUX,6.092656563,49.77679538
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,Ratio,Ratio,470,Malta,2016.0,,0.84879,Float,Eurostat,,MLT,14.44617519,35.89194275
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,Ratio,Ratio,470,Malta,2016.0,,0.85135,Float,Eurostat,,MLT,14.44617519,35.89194275
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,Ratio,Ratio,470,Malta,2016.0,,0.61728,Float,Eurostat,,MLT,14.44617519,35.89194275
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,Ratio,Ratio,470,Malta,2016.0,,0.95546,Float,Eurostat,,MLT,14.44617519,35.89194275
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,CMFL,Copying or moving a file or folder,G,Global,C,Country data,Ratio,Ratio,470,Malta,2016.0,,0.89286,Float,Eurostat,,MLT,14.44617519,35.89194275
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,Ratio,Ratio,470,Malta,2016.0,,0.88605,Float,Eurostat,,MLT,14.44617519,35.89194275
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,Ratio,Ratio,470,Malta,2016.0,,1.05862,Float,Eurostat,,MLT,14.44617519,35.89194275
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,Ratio,Ratio,578,Norway,2016.0,,0.93429,Float,Eurostat,,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,Ratio,Ratio,578,Norway,2016.0,,0.94599,Float,Eurostat,,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,CMFL,Copying or moving a file or folder,G,Global,C,Country data,Ratio,Ratio,578,Norway,2016.0,,0.85243,Float,Eurostat,,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,Ratio,Ratio,578,Norway,2016.0,,0.31013,Float,Eurostat,,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,Ratio,Ratio,578,Norway,2016.0,,0.79966,Float,Eurostat,,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,Ratio,Ratio,578,Norway,2016.0,,0.8759,Float,Eurostat,,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,Ratio,Ratio,578,Norway,2016.0,,0.92218,Float,Eurostat,,NOR,11.47846389,61.34311134
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,EPRS,Creating electronic presentations with presentation software,G,Global,C,Country data,Ratio,Ratio,616,Poland,2016.0,,0.99603,Float,Eurostat,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,Ratio,Ratio,616,Poland,2016.0,,0.85516,Float,Eurostat,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,Ratio,Ratio,616,Poland,2016.0,,0.95105,Float,Eurostat,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,Ratio,Ratio,616,Poland,2016.0,,0.2381,Float,Eurostat,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,CMFL,Copying or moving a file or folder,G,Global,C,Country data,Ratio,Ratio,616,Poland,2016.0,,0.91509,Float,Eurostat,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,COPA,Using copy and paste tools to duplicate or move information within a document,G,Global,C,Country data,Ratio,Ratio,616,Poland,2016.0,,0.97094,Float,Eurostat,,POL,19.40660158,52.1226733
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",1,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",2019.Q1.G.01,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,Ratio,Ratio,616,Poland,2016.0,,0.6599,Float,Eurostat,,POL,19.40660158,52.1226733
