GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,40,Austria,2015.0,,91.94,Float,Environment Live,,AUT,14.14172472,47.58704857
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,72,Botswana,2017.0,,94.44,Float,Environment Live,,BWA,23.81380223,-22.18810073
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,233,Estonia,2013.0,,100.00,Float,Environment Live,,EST,25.84093481,58.68487172
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,242,Fiji,2016.0,,100.00,Float,Environment Live,,FJI,177.9660884,-17.83301566
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,246,Finland,2012.0,,80.82,Float,Environment Live,,FIN,23.308447,61.91586738
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,392,Japan,2015.0,,75.00,Float,Environment Live,,JPN,139.2716103,36.6554539
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,428,Latvia,2016.0,,52.90,Float,Environment Live,,LVA,26.42461876,56.64196636
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,458,Malaysia,2016.0,,3.36,Float,Environment Live,,MYS,116.8346314,5.452415309
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,584,Marshall Islands,2017.0,,100.00,Float,Environment Live,,MHL,171.0839119,7.110213497
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,504,Morocco,2017.0,,85.94,Float,Environment Live,,MAR,-6.281942841,31.8440131
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,528,Netherlands,2014.0,,53.22,Float,Environment Live,,NLD,5.331480568,51.86728884
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,616,Poland,2012.0,,38.51,Float,Environment Live,,POL,19.40660158,52.1226733
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,642,Romania,2016.0,,62.61,Float,Environment Live,,ROU,24.98481009,45.83893563
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,705,Slovenia,2016.0,,9.09,Float,Environment Live,,SVN,14.82209486,46.11958061
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,710,South Africa,2016.0,,62.50,Float,Environment Live,,ZAF,24.67184355,-29.99957544
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDQLOPW,"Nationally derived quality of open water bodies
(%)",2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,752,Sweden,2015.0,,48.85,Float,Environment Live,,SWE,14.3775338,60.60103109
