series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	4	66.02688198	33.83160199	AFG	Afghanistan	1	T_PER_HA	Tonnes per hectare	46.96	46.96	46.96	46.96	2015	46.96	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	8	20.06660928	41.13897007	ALB	Albania	1	T_PER_HA	Tonnes per hectare	97.23	93.56	95.45	97.6	2015	97.6	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	10	21.47585697	-80.40897662	ATA	Antarctica	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	12	2.678164227	28.15940032	DZA	Algeria	1	T_PER_HA	Tonnes per hectare	34.14	34.12	34.12	34.13	2015	34.13	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	T_PER_HA	Tonnes per hectare	176.84	176.84	176.83	177.56	2015	177.56	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	20	1.576257417	42.54548611	AND	Andorra	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	24	17.57817062	-12.33724746	AGO	Angola	1	T_PER_HA	Tonnes per hectare	128.68	128.67	128.66	128.65	2015	128.65	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	32	-65.14563274	-35.19446255	ARG	Argentina	1	T_PER_HA	Tonnes per hectare	173.82	177.37	180.1	182.69	2015	182.69	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	36	134.3499412	-25.57717202	AUS	Australia	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	40	14.14172472	47.58704857	AUT	Austria	1	T_PER_HA	Tonnes per hectare	156.07	160.22	162.69	165.16	2015	165.16	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	44	-78.05111663	24.69546597	BHS	Bahamas	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	48	50.5490754	26.04407747	BHR	Bahrain	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	50	89.17660788	22.86961622	BGD	Bangladesh	1	T_PER_HA	Tonnes per hectare	98.77	98.97	118.59	123.86	2015	123.86	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	51	44.93839317	40.29499741	ARM	Armenia	1	T_PER_HA	Tonnes per hectare	81.38	80.72	80.06	80.72	2015	80.72	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	52	-59.5346489	13.13648273	BRB	Barbados	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	56	4.660976456	50.64104975	BEL	Belgium	1	T_PER_HA	Tonnes per hectare	148.48	158.71	166.63	175.61	2015	175.61	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	60	-64.78155012	32.27881922	BMU	Bermuda	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	64	90.45098484	27.39598568	BTN	Bhutan	1	T_PER_HA	Tonnes per hectare	165.43	165.87	165.05	165.09	2015	165.09	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	T_PER_HA	Tonnes per hectare	133.25	133.26	135.6	135.6	2015	135.6	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	T_PER_HA	Tonnes per hectare	87.03	87.03	87.03	87.03	2015	87.03	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	72	23.81380223	-22.18810073	BWA	Botswana	1	T_PER_HA	Tonnes per hectare	72.12	74.77	77.61	80.07	2015	80.07	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	76	-53.08432878	-10.77668561	BRA	Brazil	1	T_PER_HA	Tonnes per hectare	193.67	194.49	195.5	196.18	2015	196.18	FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	84	-88.70199554	17.19965901	BLZ	Belize	1	T_PER_HA	Tonnes per hectare	215.17	214.61	211.3	211.52	2015	211.52	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	T_PER_HA	Tonnes per hectare	141.01	141.01	140.99	140.73	2015	140.73	FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	T_PER_HA	Tonnes per hectare								
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	T_PER_HA	Tonnes per hectare	329.37	325.96	323.26	323.68	2015	323.68	FAO, Global Forest Resources Assessment	E
