GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Location_Code,Location_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,62,Central and Southern Asia,2016.0,,60.4470787048340,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,143,Central Asia,2016.0,,22.4148693084717,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,143,Central Asia,2016.0,,25.5442981719971,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,148,Chad,2016.0,,53.0064201354980,Float,http://apps.who.int/gho/data/node.sdg.11-6,,TCD,18.66618401,15.36279341
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,148,Chad,2016.0,,50.7577514648438,Float,http://apps.who.int/gho/data/node.sdg.11-6,,TCD,18.66618401,15.36279341
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,152,Chile,2016.0,,21.0304794311523,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CHL,-71.23029019,-35.2652885
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,152,Chile,2016.0,,23.0972175598145,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CHL,-71.23029019,-35.2652885
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,156,China,2016.0,,49.1579551696777,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CHN,104.1403375,32.30955217
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,156,China,2016.0,,50.9528236389160,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CHN,104.1403375,32.30955217
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,170,Colombia,2016.0,,15.2439661026001,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COL,-73.07446751,3.888209046
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,170,Colombia,2016.0,,17.1672840118408,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COL,-73.07446751,3.888209046
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,174,Comoros,2016.0,,18.6220684051514,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COM,43.34234565,-11.66121732
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,174,Comoros,2016.0,,18.5983791351318,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COM,43.34234565,-11.66121732
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,178,Congo,2016.0,,38.6724739074707,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COG,15.22052612,-0.840544119
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,178,Congo,2016.0,,36.3588523864746,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COG,15.22052612,-0.840544119
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,184,Cook Islands,2016.0,,12.0273580551147,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COK,-159.7711391,-21.22696458
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,188,Costa Rica,2016.0,,15.8539237976074,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CRI,-84.19712782,9.970998683
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,188,Costa Rica,2016.0,,16.7243442535400,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CRI,-84.19712782,9.970998683
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,384,Côte d'Ivoire,2016.0,,23.7237720489502,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CIV,-5.552690016,7.62211586
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,384,Côte d'Ivoire,2016.0,,23.8989753723145,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CIV,-5.552690016,7.62211586
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,191,Croatia,2016.0,,17.0294818878174,Float,http://apps.who.int/gho/data/node.sdg.11-6,,HRV,17.95874553,45.45172212
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,191,Croatia,2016.0,,17.6096458435059,Float,http://apps.who.int/gho/data/node.sdg.11-6,,HRV,17.95874553,45.45172212
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,192,Cuba,2016.0,,18.3684406280518,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CUB,-79.54460144,22.10030366
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,192,Cuba,2016.0,,21.5915889739990,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CUB,-79.54460144,22.10030366
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,196,Cyprus,2016.0,,17.1238384246826,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CYP,33.22285964,35.05659437
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,196,Cyprus,2016.0,,16.7887687683105,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CYP,33.22285964,35.05659437
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,203,Czechia,2016.0,,15.1494426727295,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CZE,15.33151382,49.73913871
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,203,Czechia,2016.0,,15.5920772552490,Float,http://apps.who.int/gho/data/node.sdg.11-6,,CZE,15.33151382,49.73913871
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,408,Democratic People's Republic of Korea,2016.0,,30.9742393493652,Float,http://apps.who.int/gho/data/node.sdg.11-6,,PRK,127.1803633,40.1462645
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,408,Democratic People's Republic of Korea,2016.0,,30.3993721008301,Float,http://apps.who.int/gho/data/node.sdg.11-6,,PRK,127.1803633,40.1462645
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,180,Democratic Republic of the Congo,2016.0,,37.6156578063965,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COD,23.65496507,-2.877154732
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,180,Democratic Republic of the Congo,2016.0,,37.4042701721191,Float,http://apps.who.int/gho/data/node.sdg.11-6,,COD,23.65496507,-2.877154732
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,208,Denmark,2016.0,,10.1248893737793,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DNK,9.326571283,56.03829721
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,208,Denmark,2016.0,,10.3393993377686,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DNK,9.326571283,56.03829721
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2016.0,,11.4566698074341,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2016.0,,11.9175786972046,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,515,Developing regions,2016.0,,44.0427932739258,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,515,Developing regions,2016.0,,45.2815093994141,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,262,Djibouti,2016.0,,40.3802070617676,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DJI,42.18274707,11.56004161
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,262,Djibouti,2016.0,,40.9745635986328,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DJI,42.18274707,11.56004161
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,212,Dominica,2016.0,,18.1675739288330,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DMA,-61.3493756,15.43391378
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,212,Dominica,2016.0,,18.7865982055664,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DMA,-61.3493756,15.43391378
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,214,Dominican Republic,2016.0,,12.9485969543457,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DOM,-70.49847576,18.89832088
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,214,Dominican Republic,2016.0,,13.3121471405029,Float,http://apps.who.int/gho/data/node.sdg.11-6,,DOM,-70.49847576,18.89832088
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,753,Eastern and South-Eastern Asia,2016.0,,38.3026695251465,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,753,Eastern and South-Eastern Asia,2016.0,,39.6376266479492,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
