"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"19","Americas","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1118735.076","1120171.175","1121750.26","1121918.4","1122559.949","1122490.245","1121232.196","1121833.302","1119782.132","1119564.182","1119550.131","1120838.216",2016.0,"1120838.216","Country data","Global Surface Water Explorer extraction for UN Environment"
"21","Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","887240.6668","887530.2294","887966.2452","887916.9969","888350.8872","888844.0874","888614.1802","889644.684","888057.3226","888786.4433","889512.9544","890480.5831",2016.0,"890480.5831","Country data","Global Surface Water Explorer extraction for UN Environment"
"29","Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","4080.83464","4092.80886","4123.72346","4155.78017","4161.80615","4252.22154","4310.59887","4343.10406","4393.05059","4403.55216","4445.68812","4461.12691",2016.0,"4461.12691","Country data","Global Surface Water Explorer extraction for UN Environment"
"30","Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","128818.735","129773.3714","131302.8809","132729.0457","132469.507","132822.0812","133728.0522","134213.8076","135447.3104","136718.6735","137374.7537","137400.1552",2016.0,"137400.1552","Country data","Global Surface Water Explorer extraction for UN Environment"
"34","Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","83460.08016","83708.73819","84043.66286","84742.02881","84928.10396","84841.87017","84480.46761","84338.57701","83664.18033","83480.496","83652.27211","83449.85719",2016.0,"83449.85719","Country data","Global Surface Water Explorer extraction for UN Environment"
"35","South-Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","61736.265","61781.0854","61974.22883","62696.05246","63136.17801","63547.40966","63768.5676","64367.01132","64558.049","64247.3225","64234.95038","63690.46771",2016.0,"63690.46771","Country data","Global Surface Water Explorer extraction for UN Environment"
"39","Southern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","12588.81421","12675.10317","12703.45349","12741.4441","12743.00049","12684.73397","12807.22378","12908.99408","12937.31991","13104.54796","13267.69205","13250.64748",2016.0,"13250.64748","Country data","Global Surface Water Explorer extraction for UN Environment"
"53","Australia and New Zealand","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","20677.78453","20144.20193","19519.97458","19295.70214","19368.80481","19211.16103","19304.86756","20243.16213","21092.43275","21377.9492","21605.23807","21583.3885",2016.0,"21583.3885","Country data","Global Surface Water Explorer extraction for UN Environment"
"54","Melanesia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","6071.26092","6077.18318","6086.98953","6152.93554","6205.49907","6307.02705","6334.75199","6357.38787","6407.19142","6396.29796","6365.65361","6253.93779",2016.0,"6253.93779","Country data","Global Surface Water Explorer extraction for UN Environment"
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","175.49092","177.0827","177.12687","176.64599","175.4975","174.76351","174.09453","173.84188","172.79603","171.00164","170.7836","171.27237",2016.0,"171.27237","Country data","Global Surface Water Explorer extraction for UN Environment"
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","299.68753","299.77959","300.52576","301.49493","301.21914","300.74622","298.88143","299.03053","298.86579","297.72132","297.17362","298.58844",2016.0,"298.58844","Country data","Global Surface Water Explorer extraction for UN Environment"
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","368212.8601","367973.3961","367159.6514","366656.347","363416.3866","360026.1973","356912.1266","354271.131","350890.696","349600.3429","348545.6381","346773.9005",2016.0,"346773.9005","Country data","Global Surface Water Explorer extraction for UN Environment"
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","653626.795","654713.0506","655976.8002","657789.1309","654500.0353","651551.1732","649345.4158","647661.5693","645566.0414","645438.4723","645144.5486","642814.1182",2016.0,"642814.1182","Country data","Global Surface Water Explorer extraction for UN Environment"
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","284752.78","284264.6579","283115.9885","281914.3182","278488.2827","275184.3271","272431.6589","269932.554","267226.5157","266119.8469","264893.366","263324.0433",2016.0,"263324.0433","Country data","Global Surface Water Explorer extraction for UN Environment"
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","94858.93481","95185.19767","95540.03908","95707.68565","95477.96363","95155.48503","94936.66947","94809.61934","94669.98602","94872.13342","94989.20648","94949.59475",2016.0,"94949.59475","Country data","Global Surface Water Explorer extraction for UN Environment"
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","689312.8093","689474.3517","690353.3227","691119.3179","692207.5008","692357.8712","692085.0203","691581.229","688561.9379","689680.528","690895.2028","692738.244",2016.0,"692738.244","Country data","Global Surface Water Explorer extraction for UN Environment"
"151","Eastern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","569178.3041","569074.5933","569686.7329","570368.384","571610.6848","571931.121","571752.524","571277.1168","568339.8871","568860.3426","569642.4455","571116.2068",2016.0,"571116.2068","Country data","Global Surface Water Explorer extraction for UN Environment"
"154","Northern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","97099.77691","97247.96353","97433.89677","97446.66234","97256.78441","97151.27876","96902.09471","96769.05448","96665.62402","97047.22083","97265.70903","97636.37225",2016.0,"97636.37225","Country data","Global Surface Water Explorer extraction for UN Environment"
"155","Western Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","217211.9755","216799.2573","216260.2622","216381.2557","216505.6156","216650.946","216838.5423","217326.4509","217121.9949","216844.5125","216839.8621","216561.5372",2016.0,"216561.5372","Country data","Global Surface Water Explorer extraction for UN Environment"
"202","Sub-Saharan Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","234151.9912","233424.3558","232758.4239","232511.1202","232720.8834","232881.3042","233284.4513","233808.4098","233952.7703","233804.6837","233747.4469","233457.3279",2016.0,"233457.3279","Country data","Global Surface Water Explorer extraction for UN Environment"
"223","Eastern Asia (excluding Japan and China)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","231494.4089","232640.9455","233784.0149","234001.4034","234209.0613","233646.1572","232618.016","232188.6183","231724.8097","230777.7392","230037.1764","230357.6333",2016.0,"230357.6333","Country data","Global Surface Water Explorer extraction for UN Environment"
"420","Latin America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","482309.6944","481458.211","479689.8133","477856.0458","474342.1711","470752.7583","467559.46","464955.9063","462773.7741","461832.4379","460762.2049","459701.5307",2016.0,"459701.5307","Country data","Global Surface Water Explorer extraction for UN Environment"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"513","Europe and Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1576553.476","1577004.581","1578319.568","1579036.315","1580558.388","1581201.959","1580699.201","1581225.913","1576619.26","1578466.971","1580408.157","1583218.827",2016.0,"1583218.827","Country data","Global Surface Water Explorer extraction for UN Environment"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"515","Developing regions","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","6546.43937","6554.04546","6564.64217","6631.07646","6682.21571","6782.53678","6807.72795","6830.26028","6878.85323","6865.02092","6833.61083","6723.7986",2016.0,"6723.7986","Country data","Global Surface Water Explorer extraction for UN Environment"
"722","Small island developing States (SIDS)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","14499.90336","14500.43098","14541.34185","14656.3679","14731.8809","14962.4752","15087.84537","15158.93256","15257.41454","15251.27848","15250.85316","15142.00828",2016.0,"15142.00828","Country data","Global Surface Water Explorer extraction for UN Environment"
"738","Sub-Saharan Africa (inc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"747","Northern Africa and Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","104265.0799","104483.8696","104593.3533","104625.747","104285.9636","104063.609","103976.199","103970.896","103718.2909","103931.1808","103922.0876","103868.3221",2016.0,"103868.3221","Country data","Global Surface Water Explorer extraction for UN Environment"
