series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Mode of transportation	Units description	Mode of transportation description	2016	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	292	-5.347561686	36.13895036	GIB	Gibraltar	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	292	-5.347561686	36.13895036	GIB	Gibraltar	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	296	-157.5643005	1.768837732	KIR	Kiribati	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	296	-157.5643005	1.768837732	KIR	Kiribati	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	296	-157.5643005	1.768837732	KIR	Kiribati	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	300	22.58307827	39.47301873	GRC	Greece	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	300	22.58307827	39.47301873	GRC	Greece	2	T_KM	RAI	Tonne kilometres	rail transport	2.54e+08	2016	2.54e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	300	22.58307827	39.47301873	GRC	Greece	3	T_KM	ROA	Tonne kilometres	road transport	19059946427.9529	2016	19059946427.9529	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	304	-41.39371316	74.75625681	GRL	Greenland	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	304	-41.39371316	74.75625681	GRL	Greenland	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	304	-41.39371316	74.75625681	GRL	Greenland	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	308	-61.68248568	12.11238395	GRD	Grenada	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	308	-61.68248568	12.11238395	GRD	Grenada	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	308	-61.68248568	12.11238395	GRD	Grenada	3	T_KM	ROA	Tonne kilometres	road transport	328594520.23435	2016	328594520.23435	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	316	144.7029305	13.35485404	GUM	Guam	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	316	144.7029305	13.35485404	GUM	Guam	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	316	144.7029305	13.35485404	GUM	Guam	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	320	-91.2312746	15.00273719	GTM	Guatemala	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	320	-91.2312746	15.00273719	GTM	Guatemala	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	320	-91.2312746	15.00273719	GTM	Guatemala	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	324	-11.28173419	11.00210343	GIN	Guinea	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	324	-11.28173419	11.00210343	GIN	Guinea	2	T_KM	RAI	Tonne kilometres	rail transport	88262561.02737	2016	88262561.02737	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	324	-11.28173419	11.00210343	GIN	Guinea	3	T_KM	ROA	Tonne kilometres	road transport	1108067332.41591	2016	1108067332.41591	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	328	-58.97322037	4.788012784	GUY	Guyana	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	328	-58.97322037	4.788012784	GUY	Guyana	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	328	-58.97322037	4.788012784	GUY	Guyana	3	T_KM	ROA	Tonne kilometres	road transport	1138873124.57993	2016	1138873124.57993	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	332	-72.33640958	18.40426539	HTI	Haiti	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	332	-72.33640958	18.40426539	HTI	Haiti	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	332	-72.33640958	18.40426539	HTI	Haiti	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	336	12.45315803	41.90343751	VAT	Holy See	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	336	12.45315803	41.90343751	VAT	Holy See	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	336	12.45315803	41.90343751	VAT	Holy See	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	340	-86.59974381	14.82243161	HND	Honduras	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	340	-86.59974381	14.82243161	HND	Honduras	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	340	-86.59974381	14.82243161	HND	Honduras	3	T_KM	ROA	Tonne kilometres	road transport	12041907729.1677	2016	12041907729.1677	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	T_KM	RAI	Tonne kilometres	rail transport	14262801199.5888	2016	14262801199.5888	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	T_KM	ROA	Tonne kilometres	road transport	44950616334.6095	2016	44950616334.6095	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	348	19.41221519	47.1651448	HUN	Hungary	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	348	19.41221519	47.1651448	HUN	Hungary	2	T_KM	RAI	Tonne kilometres	rail transport	1.0528e+10	2016	1.0528e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	348	19.41221519	47.1651448	HUN	Hungary	3	T_KM	ROA	Tonne kilometres	road transport	4.0006e+10	2016	4.0006e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	352	-19.02116966	64.79134763	ISL	Iceland	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	352	-19.02116966	64.79134763	ISL	Iceland	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	352	-19.02116966	64.79134763	ISL	Iceland	3	T_KM	ROA	Tonne kilometres	road transport	931384295.11051	2016	931384295.11051	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	356	79.3608464	22.34642074	IND	India	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	356	79.3608464	22.34642074	IND	India	2	T_KM	RAI	Tonne kilometres	rail transport	6.56444e+11	2016	6.56444e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	356	79.3608464	22.34642074	IND	India	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	360	113.9174	-0.994582204	IDN	Indonesia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	360	113.9174	-0.994582204	IDN	Indonesia	2	T_KM	RAI	Tonne kilometres	rail transport	8652145233.76548	2016	8652145233.76548	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	360	113.9174	-0.994582204	IDN	Indonesia	3	T_KM	ROA	Tonne kilometres	road transport	302926984358.052	2016	302926984358.052	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	T_KM	RAI	Tonne kilometres	rail transport	1840944478.37471	2016	1840944478.37471	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	T_KM	ROA	Tonne kilometres	road transport	148832764946.466	2016	148832764946.466	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	368	43.76606267	33.05013795	IRQ	Iraq	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	368	43.76606267	33.05013795	IRQ	Iraq	2	T_KM	RAI	Tonne kilometres	rail transport	163624825.93047	2016	163624825.93047	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	368	43.76606267	33.05013795	IRQ	Iraq	3	T_KM	ROA	Tonne kilometres	road transport	50143871151.9269	2016	50143871151.9269	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	372	-7.121425272	53.25274054	IRL	Ireland	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	372	-7.121425272	53.25274054	IRL	Ireland	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	372	-7.121425272	53.25274054	IRL	Ireland	3	T_KM	ROA	Tonne kilometres	road transport	1.1564e+10	2016	1.1564e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	376	34.62277992	31.06164552	ISR	Israel	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	376	34.62277992	31.06164552	ISR	Israel	2	T_KM	RAI	Tonne kilometres	rail transport	1.404e+09	2016	1.404e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	376	34.62277992	31.06164552	ISR	Israel	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	380	12.57022427	42.79917282	ITA	Italy	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	380	12.57022427	42.79917282	ITA	Italy	2	T_KM	RAI	Tonne kilometres	rail transport	1.9502e+10	2016	1.9502e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	380	12.57022427	42.79917282	ITA	Italy	3	T_KM	ROA	Tonne kilometres	road transport	180000392544.473	2016	180000392544.473	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	T_KM	RAI	Tonne kilometres	rail transport	561125287.53972	2016	561125287.53972	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	388	-77.31068409	18.15616857	JAM	Jamaica	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	388	-77.31068409	18.15616857	JAM	Jamaica	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	388	-77.31068409	18.15616857	JAM	Jamaica	3	T_KM	ROA	Tonne kilometres	road transport	5813117269.4603	2016	5813117269.4603	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	392	139.2716103	36.6554539	JPN	Japan	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	392	139.2716103	36.6554539	JPN	Japan	2	T_KM	RAI	Tonne kilometres	rail transport	21381134435.3106	2016	21381134435.3106	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	392	139.2716103	36.6554539	JPN	Japan	3	T_KM	ROA	Tonne kilometres	road transport	259116135900.717	2016	259116135900.717	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	T_KM	ROA	Tonne kilometres	road transport	16282754967.1233	2016	16282754967.1233	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	400	37.13024774	30.65365973	JOR	Jordan	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	400	37.13024774	30.65365973	JOR	Jordan	2	T_KM	RAI	Tonne kilometres	rail transport	377698464.80807	2016	377698464.80807	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	400	37.13024774	30.65365973	JOR	Jordan	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	404	37.86096816	0.534797278	KEN	Kenya	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	404	37.86096816	0.534797278	KEN	Kenya	2	T_KM	RAI	Tonne kilometres	rail transport	1491694433.07649	2016	1491694433.07649	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	404	37.86096816	0.534797278	KEN	Kenya	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	410	127.8610254	36.45201023	KOR	Republic of Korea	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	410	127.8610254	36.45201023	KOR	Republic of Korea	3	T_KM	ROA	Tonne kilometres	road transport	108428320562.928	2016	108428320562.928	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	414	47.49305029	29.53949468	KWT	Kuwait	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	414	47.49305029	29.53949468	KWT	Kuwait	2	T_KM	RAI	Tonne kilometres	rail transport	2600012461.4816	2016	2600012461.4816	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	414	47.49305029	29.53949468	KWT	Kuwait	3	T_KM	ROA	Tonne kilometres	road transport	40491844091.4959	2016	40491844091.4959	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	T_KM	RAI	Tonne kilometres	rail transport	1018098768.6931	2016	1018098768.6931	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	T_KM	ROA	Tonne kilometres	road transport	1369957034.35595	2016	1369957034.35595	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	T_KM	ROA	Tonne kilometres	road transport	583409997.7291	2016	583409997.7291	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	422	35.89391711	33.92152458	LBN	Lebanon	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	422	35.89391711	33.92152458	LBN	Lebanon	2	T_KM	RAI	Tonne kilometres	rail transport	1126904267.73563	2016	1126904267.73563	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	422	35.89391711	33.92152458	LBN	Lebanon	3	T_KM	ROA	Tonne kilometres	road transport	16616193164.5172	2016	16616193164.5172	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	426	28.25362195	-29.58041814	LSO	Lesotho	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	426	28.25362195	-29.58041814	LSO	Lesotho	2	T_KM	RAI	Tonne kilometres	rail transport	2059040.32618	2016	2059040.32618	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	426	28.25362195	-29.58041814	LSO	Lesotho	3	T_KM	ROA	Tonne kilometres	road transport	17501842.77251	2016	17501842.77251	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	428	26.42461876	56.64196636	LVA	Latvia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	428	26.42461876	56.64196636	LVA	Latvia	2	T_KM	RAI	Tonne kilometres	rail transport	1.5873e+10	2016	1.5873e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	428	26.42461876	56.64196636	LVA	Latvia	3	T_KM	ROA	Tonne kilometres	road transport	1.4227e+10	2016	1.4227e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	430	-9.311879038	6.448381009	LBR	Liberia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	430	-9.311879038	6.448381009	LBR	Liberia	2	T_KM	RAI	Tonne kilometres	rail transport	18947600.78413	2016	18947600.78413	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	430	-9.311879038	6.448381009	LBR	Liberia	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	18.0295985	27.04042819	LBY	Libya	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	18.0295985	27.04042819	LBY	Libya	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	434	18.0295985	27.04042819	LBY	Libya	3	T_KM	ROA	Tonne kilometres	road transport	14697280000	2016	14697280000	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	438	9.552985019	47.14167005	LIE	Liechtenstein	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	438	9.552985019	47.14167005	LIE	Liechtenstein	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	440	23.90517807	55.33680309	LTU	Lithuania	1	T_KM	AIR	Tonne kilometres	air transport					
