ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Unitmultiplier_Code,Unitmultiplier_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
EST,25.84093481,58.68487172,233,Estonia,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,"1,082.60","1,082.60","1,082.60","1,083.05","1,083.36","1,063.91","1,083.23","1,082.92","1,133.43","1,965.41","2,004.19","2,039.10","3,013.05","2,217.93","2,396.21","2,588.77",2017.0,"2,588.77"
FRO,-7.122044325,62.21228119,234,Faroe Islands,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2017.0,0.00
FLK,-58.75246778,-51.74562601,238,Falkland Islands (Malvinas),15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2017.0,0.00
AGO,17.57817062,-12.33724746,24,Angola,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2017.0,0.00
FJI,177.9660884,-17.83301566,242,Fiji,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.68,85.39,85.39,85.39,2017.0,85.39
FIN,23.308447,61.91586738,246,Finland,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,21.91,21.91,22.00,"22,298.26","22,355.69","22,367.29","22,153.66","20,729.23","20,729.32","20,815.75","20,796.65","21,068.59","21,294.99","21,362.81","21,081.79","16,271.20","17,762.98","19,026.32",2017.0,"19,026.32"
FRA,2.457288129,46.62660861,250,France,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,1.10,11.90,808.50,"2,898.40","3,638.00","4,085.30","4,418.80","4,593.70","5,084.30","5,109.40","5,168.40","5,052.10","5,240.50","6,890.90","7,944.97","8,104.89","8,157.54","8,242.81",2017.0,"8,242.81"
GUF,-53.23619089,3.922673437,254,French Guiana,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,425.00","2,425.00","2,425.00",0.00,0.00,0.00,2017.0,0.00
PYF,-149.4052367,-17.67709294,258,French Polynesia,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2017.0,0.00
DJI,42.18274707,11.56004161,262,Djibouti,15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.2,"By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally",15.2.1,Progress towards sustainable forest management,1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),2019.Q1.G.01,G,Global,UNIT,Units,HA_TH,Thousands of hectares,,,,,,,,,,,,,,,,,,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment","Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2017.0,0.00
