series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	316	144.7029305	13.35485404	GUM	Guam	1	NUMBER	Number			3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	2018	5	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	320	-91.2312746	15.00273719	GTM	Guatemala	1	NUMBER	Number	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	20	20	20	20	20	20	20	20	20	20	21	20.2	2018	21	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	324	-11.28173419	11.00210343	GIN	Guinea	1	NUMBER	Number					3	3	3	3	3	3	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	2018	6	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	328	-58.97322037	4.788012784	GUY	Guyana	1	NUMBER	Number																			11	11	11	11	11	11	11	11	11	11	11	11	2018	11	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	332	-72.33640958	18.40426539	HTI	Haiti	1	NUMBER	Number																			9	9	9	9	9	9	9	9	9	9	9	9	2018	9	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	336	12.45315803	41.90343751	VAT	Holy See	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	340	-86.59974381	14.82243161	HND	Honduras	1	NUMBER	Number											1	1	1	1	1	1	1	1	22	22	22	22	22	22	22	22	22	22	22	22	2018	22	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	348	19.41221519	47.1651448	HUN	Hungary	1	NUMBER	Number	0	0	0	0	1	1	1	1	1	1	12	13	13	13	13	13	13	13	52	52	52	52	52	52	52	52	52	52	52	52	2018	52	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	NUMBER	Number	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	356	79.3608464	22.34642074	IND	India	1	NUMBER	Number	92	94	96	98	99	100	100	101	101	101	102	102	102	102	103	103	103	107	220	220	220	220	220	220	220	220	220	220	222	220.4	2018	222	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	360	113.9174	-0.994582204	IDN	Indonesia	1	NUMBER	Number	5	5	4	4	4	5	5	35	35	35	35	36	46	46	46	46	46	47	114	114	113	112	112	111	111	111	111	111	111	111	2018	111	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	NUMBER	Number	16	16	16	16	16	16	16	19	19	19	24	24	24	28	28	28	28	28	59	59	59	59	59	59	59	59	59	59	59	59	2018	59	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	368	43.76606267	33.05013795	IRQ	Iraq	1	NUMBER	Number	4	4	4	4	10	10	10	10	11	11	11	12	12	12	12	12	12	12	13	13	13	13	13	13	13	13	13	13	21	14.6	2018	21	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	372	-7.121425272	53.25274054	IRL	Ireland	1	NUMBER	Number	1	1	1	2	3	3	3	3	3	3	3	3	3	4	4	6	6	7	22	23	23	21	20	20	20	20	20	19	20	19.8	2018	20	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	376	34.62277992	31.06164552	ISR	Israel	1	NUMBER	Number																			3	3	3	3	3	3	3	3	3	3	3	3	2018	3	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	380	12.57022427	42.79917282	ITA	Italy	1	NUMBER	Number	30	30	34	34	36	35	35	36	37	39	39	42	47	51	51	56	57	59	68	69	69	68	67	67	66	66	66	66	68	66.4	2018	68	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	NUMBER	Number		3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	2018	10	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	NUMBER	Number																1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	2018	8	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	392	139.2716103	36.6554539	JPN	Japan	1	NUMBER	Number	27	27	27	28	28	31	31	31	31	35	34	33	33	33	33	33	34	34	36	36	36	36	36	36	36	36	36	36	48	38.4	2018	48	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	NUMBER	Number	11	11	11	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	46	46	46	46	46	46	46	46	46	46	46	46	2018	46	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	400	37.13024774	30.65365973	JOR	Jordan	1	NUMBER	Number	1	1	2	2	2	2	2	2	2	2	2	2	2	5	5	5	5	5	22	22	22	22	22	22	22	22	22	22	22	22	2018	22	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	404	37.86096816	0.534797278	KEN	Kenya	1	NUMBER	Number	6	6	6	9	9	9	9	9	9	9	9	10	10	10	10	10	10	14	26	26	25	25	25	25	25	25	25	25	25	25	2018	25	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	NUMBER	Number																			1	1	1	1	1	1	1	1	1	1	1	1	2018	1	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	NUMBER	Number	1	1	3	3	3	3	3	3	3	4	4	5	6	6	6	6	6	6	23	23	23	23	22	22	21	21	21	21	22	21.2	2018	22	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	NUMBER	Number	5	5	5	5	9	9	9	9	9	9	9	9	15	16	16	16	16	16	26	26	26	26	26	26	26	26	26	26	26	26	2018	26	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	NUMBER	Number					10	10	13	13	13	13	13	13	13	13	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	2018	16	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	NUMBER	Number	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2018	1	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	NUMBER	Number					1	1	1	1	1	1	1	1	1	1	1	2	2	2	10	10	10	10	10	10	10	10	10	10	10	10	2018	10	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	428	26.42461876	56.64196636	LVA	Latvia	1	NUMBER	Number	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	3	7	7	7	7	7	4	4	4	4	4	4	4	2018	4	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	434	18.0295985	27.04042819	LBY	Libya	1	NUMBER	Number	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	2018	3	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	NUMBER	Number	2	3	3	4	3	4	4	4	4	4	4	4	4	6	6	7	7	7	14	14	14	14	15	15	20	20	13	13	13	15.8	2018	13	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	NUMBER	Number																								0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	NUMBER	Number	3	3	3	3	4	4	4	4	4	12	12	12	12	12	12	12	12	12	17	17	17	17	17	17	17	17	17	17	17	17	2018	17	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	NUMBER	Number	0	0	0	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	2018	9	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	NUMBER	Number	3	3	4	4	4	4	4	4	6	6	6	6	6	6	7	7	8	10	12	12	12	12	12	12	12	12	12	12	18	13.2	2018	18	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	NUMBER	Number					1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	2018	4	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	466	-3.522016039	17.35311254	MLI	Mali	1	NUMBER	Number	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	57	57	57	57	57	57	57	57	57	57	57	57	2018	57	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	470	14.44617519	35.89194275	MLT	Malta	1	NUMBER	Number				1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2018	2	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	NUMBER	Number			3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	2018	6	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	NUMBER	Number				0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	4	4	4	4	4	4	4	4	4	4	4	2018	4	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	NUMBER	Number	2	3	3	4	4	4	4	4	4	4	4	4	9	9	9	9	9	9	31	31	31	31	31	31	31	31	31	31	31	31	2018	31	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	492	7.424214814	43.73532918	MCO	Monaco	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	NUMBER	Number	0	4	5	8	8	22	22	22	22	22	22	22	36	36	36	36	36	36	40	40	40	40	40	40	40	40	40	40	40	40	2018	40	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	NUMBER	Number					8	7	7	7	7	7	7	7	10	10	10	10	10	10	17	17	17	17	17	17	17	17	17	17	17	17	2018	17	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	NUMBER	Number																			2	2	2	2	2	2	2	2	2	2	2	2	2018	2	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	NUMBER	Number	2	2	2	8	10	10	10	11	11	11	11	11	11	12	13	14	14	14	42	42	42	42	42	42	42	42	42	42	42	42	2018	42	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	NUMBER	Number	4	4	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	11	11	11	11	11	11	11	11	11	11	11	11	2018	11	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	512	57.87743482	21.98805614	OMN	Oman	1	NUMBER	Number	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	20	20	20	20	20	20	20	20	20	20	20	20	2018	20	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	NUMBER	Number					1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	2018	6	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	520	166.92313	-0.528742623	NRU	Nauru	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	524	83.94678863	28.25866332	NPL	Nepal	1	NUMBER	Number	8	8	8	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	33	33	33	33	33	33	33	33	33	33	33	33	2018	33	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	NUMBER	Number	1	1	1	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	6	6	6	8	11	10	7	7	6	6	7	6.6	2018	7	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	NUMBER	Number				2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	2018	6	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	554	170.4755673	-43.98721568	NZL	New Zealand	1	NUMBER	Number	4	4	4	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	17	2018	17	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	NUMBER	Number													1	1	1	1	1	1	10	10	10	10	10	10	10	10	10	10	10	10	2018	10	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	562	9.400167877	17.42143036	NER	Niger	1	NUMBER	Number	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	11	11	11	11	11	11	11	11	11	11	11	11	2018	11	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	566	8.097363256	9.585789025	NGA	Nigeria	1	NUMBER	Number	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16	16	16	16	16	16	16	16	16	16	16	16	2018	16	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	570	-169.8601693	-19.05000475	NIU	Niue	1	NUMBER	Number					1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2018	2	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	578	11.47846389	61.34311134	NOR	Norway	1	NUMBER	Number	0	0	0	0	16	16	16	16	16	16	16	16	2	2	2	9	9	10	11	12	5	3	3	3	3	3	3	3	3	3	2018	3	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	NUMBER	Number																			1	1	1	1	1	1	1	1	1	1	1	1	2018	1	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	585	134.5733878	7.502307591	PLW	Palau	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	586	68.80479684	29.36491634	PAK	Pakistan	1	NUMBER	Number	57	64	68	77	77	77	82	82	82	82	82	82	82	82	82	82	84	84	104	104	104	104	104	104	104	104	104	104	104	104	2018	104	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	591	-81.26616623	8.450965746	PAN	Panama	1	NUMBER	Number																			4	4	4	4	4	4	4	4	4	4	4	4	2018	4	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	NUMBER	Number	1	2	2	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	9	9	9	9	9	9	9	9	9	9	9	9	2018	9	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	NUMBER	Number														2	3	3	3	3	15	15	15	15	15	15	15	15	15	15	15	15	2018	15	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	604	-71.82093277	-13.58939705	PER	Peru	1	NUMBER	Number	1	1	1	6	6	6	6	6	6	6	7	7	7	7	7	8	8	8	30	30	30	30	29	29	29	29	29	29	29	29	2018	29	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	608	120.8601418	14.16591706	PHL	Philippines	1	NUMBER	Number	2	3	6	13	13	13	13	13	13	13	13	13	13	15	15	15	15	15	45	45	45	45	45	45	45	45	45	45	45	45	2018	45	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	616	19.40660158	52.1226733	POL	Poland	1	NUMBER	Number	2	2	2	4	5	5	4	4	3	3	4	3	2	2	6	9	9	29	33	33	23	26	17	12	12	10	9	9	9	9.8	2018	9	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	620	-7.961599811	39.68509315	PRT	Portugal	1	NUMBER	Number	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2018	1	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	NUMBER	Number	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2018	4	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	634	51.19152467	25.28355379	QAT	Qatar	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	638	55.53171398	-21.13183266	REU	Réunion	1	NUMBER	Number																																		
2018.Q2.G.01	ER_UNK_LBREDN	Local breeds classified as being at unknown level of risk of extinction (number)	642	24.98481009	45.83893563	ROU	Romania	1	NUMBER	Number	6	6	6	82	82	82	82	82	82	82	82	82	82	89	89	89	89	89	93	93	93	93	93	93	93	93	93	93	93	93	2018	93	DAD-IS 2018 http://www.fao.org/dad-is/	C
