series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	1	TONNES_M	millions of tonnes	2000	63.4	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	1	TONNES_M	millions of tonnes	2005	63.4	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	1	TONNES_M	millions of tonnes	2010	63.4	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	4	66.02688198	33.83160199	AFG	Afghanistan	1	TONNES_M	millions of tonnes	2015	63.4	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES_M	millions of tonnes	2000	74.8	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES_M	millions of tonnes	2005	73.2	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES_M	millions of tonnes	2010	74.1	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	8	20.06660928	41.13897007	ALB	Albania	1	TONNES_M	millions of tonnes	2015	75.3	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	1	TONNES_M	millions of tonnes	2000					
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	1	TONNES_M	millions of tonnes	2005					
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	1	TONNES_M	millions of tonnes	2010					
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	10	21.47585697	-80.40897662	ATA	Antarctica	1	TONNES_M	millions of tonnes	2015					
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	1	TONNES_M	millions of tonnes	2000	53.9	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	1	TONNES_M	millions of tonnes	2005	52.41	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest (tonnes)	12	2.678164227	28.15940032	DZA	Algeria	1	TONNES_M	millions of tonnes	2010	65.45	Float		FAO, Global Forest Resources Assessment	C
