series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	44	-78.05111663	24.69546597	BHS	Bahamas	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	48	50.5490754	26.04407747	BHR	Bahrain	1	CU_USD	USD	1490.87	2654.72	159.44	305.32	829.32														2004	829.32	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	50	89.17660788	22.86961622	BGD	Bangladesh	1	CU_USD	USD	1236.7	999.43	882.3	1275.12	1535.42	1693.58	1331.27	1724.64	2839.34	2097.82	1437.16	2014.81	3140.91	2716.62	2918.38	3087.74	3542.11	3081.152	2016	3542.11	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	51	44.93839317	40.29499741	ARM	Armenia	1	CU_USD	USD	211.39	209.56	303.14	252.23	252.33	215.7	364.23	563.13	483.08	659.89	561.43	528.47	312.99	599.99	370.84	515.31	713.46	502.518	2016	713.46	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	52	-59.5346489	13.13648273	BRB	Barbados	1	CU_USD	USD	276.19	31.41	1089.57	250.18	478.43	445.93	2254.67	943.49	1728.94	610.43	2312.3								2010	2312.3	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	56	4.660976456	50.64104975	BEL	Belgium	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	60	-64.78155012	32.27881922	BMU	Bermuda	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	64	90.45098484	27.39598568	BTN	Bhutan	1	CU_USD	USD	43.99	59.86	96.04	57.58	78.07	95.89	94.55	101.74	89.24	189.51	173.72	148.57	272.63	-31.59	133.14	110.19	55.04	107.882	2016	55.04	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	CU_USD	USD	642.19	881.45	339.16	977.18	595.57	662.46	882.37	595.77	689.13	755.36	763.49	728.2	654.9	876.21	707.17	1699.51	418.43	871.244	2016	418.43	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	CU_USD	USD	946.25	713.85	709.46	644.87	956.03	731.17	1195.74	1280.62	1294.88	579.8	935.87	668.26	1090.97	985.57	551.37	944.21	655.15	845.454	2016	655.15	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	72	23.81380223	-22.18810073	BWA	Botswana	1	CU_USD	USD	83.32	45.48	57.93	-20.54	42.08	81.8	93.68	125.4	642.61	1340.89	231.13	788.31	155.42	42.71	70.85	-73.48	-7.78	37.544	2016	-7.78	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	76	-53.08432878	-10.77668561	BRA	Brazil	1	CU_USD	USD	21148.23	14441.56	2500.72	-1043.87	250.56	21605.38	30089.36	47601.99	1875.51	19366.09	39759.42	37326.11	35526.69	35594.5	66636.95	40889.31	22373.51	40204.192	2016	22373.51	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	84	-88.70199554	17.19965901	BLZ	Belize	1	CU_USD	USD	79.18	94.6	39.7	12.02	55.58	23.46	-91.96	210.17	-123.93	-13.82	21.94	22.44	-14.73	37.29	61.64	27.57	56.37	33.628	2016	56.37	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	CU_USD	USD	54.95	54.33	25.13	61.51	125	170.2	216.47	255.78	262.59	213.71	403.13	355.63	-157.69	330.81	248.71	201.68	193.62	163.426	2016	193.62	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	100	25.23763153	42.75731323	BGR	Bulgaria	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	104	96.51752295	21.19332882	MMR	Myanmar	1	CU_USD	USD	55.65	105.86	78.14	59.54	85.89	130.5	120.21	121.39	535.13	357.27	645.97	877.65	829.14	4697.47	2057.95	2460.48	1992.4	2407.488	2016	1992.4	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	108	29.89080992	-3.366387428	BDI	Burundi	1	CU_USD	USD	79.03	150.41	186.16	226.41	349.87	372.87	424.96	509.98	482.67	548.84	691.11	566.12	531.79	588.96	538.91	260.45	733.69	530.76	2016	733.69	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	112	28.04940161	53.54193075	BLR	Belarus	1	CU_USD	USD						141.02	365.7	634.12	1260.22	559.87	786.54	446.49	922.23	594.55	1094.59	484.08	-424.61	534.168	2016	-424.61	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	116	104.922836	12.71163737	KHM	Cambodia	1	CU_USD	USD	404.77	438.25	206.82	390.82	323.9	555.64	722.06	1374.73	1218.22	942.47	985.27	934.01	1117.33	1207.13	1297.56	1143.78	1120.08	1177.176	2016	1120.08	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	120	12.7419827	5.692387031	CMR	Cameroon	1	CU_USD	USD	218.39	265.53	1095.87	613.78	621.49	242.71	835.27	642.68	583.53	750.79	235.18	654.15	578.76	356.32	986.11	1331.23	357.49	721.982	2016	357.49	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	124	-101.6575058	57.72360191	CAN	Canada	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	CU_USD	USD	119.75	130.78	161.05	187.9	209.94	261.09	193.13	111.7	218.9	194.81	260.81	291.52	-99.2	329.45	241.64	221.21	95	157.62	2016	95	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	140	20.93559492	7.003720791	CAF	Central African Republic	1	CU_USD	USD	50.83	75.5	54.53	51.83	111.43	90.07	137.32	191	237.41	245.8	229.39	289.19	229.67	229.76	642.54	465.57	466.72	406.852	2016	466.72	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	CU_USD	USD	354.17	120.66	411.74	742.21	689.48	1239.74	1074.62	862.36	1127.51	921.88	987.12	984.21	1180.97	1286.33	1268.96	1135.28	1170.77	1208.462	2016	1170.77	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	148	18.66618401	15.36279341	TCD	Chad	1	CU_USD	USD	-224.81	202.4	247.48	303.76	337.7	389.79	304.72	422.96	458.86	571.45	502.43	473.58	497.53	598.65	702.08	614.57	592.37	601.04	2016	592.37	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	152	-71.23029019	-35.2652885	CHL	Chile	1	CU_USD	USD	21.69	3638.89	-1951.62	3282.83	1550.71	4431.01	1546.7	5023.17	7635.79	4687.36	6137.69	8385.34	11784.66	7073.45	6460.63	3568.09	1014.73	5980.312	2016	1014.73	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	156	104.1403375	32.30955217	CHN	China	1	CU_USD	USD	889.48	-1955.18	-2338	4643.22	17908.92	23347.09	15725.77	22403.76	32850.22	15684.86	50168.74	49989.09	19280.12	54010.48	61097.83	18037.5	43702.79	39225.744	2016	43702.79	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	170	-73.07446751	3.888209046	COL	Colombia	1	CU_USD	USD	328.9	599.34	-2229.77	1963.89	1370.95	993	6043.38	7575.33	5549.88	5059.24	2950.79	3314.75	6314.43	5984.32	5695.96	5593.63	1044.23	4926.514	2016	1044.23	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	174	43.34234565	-11.66121732	COM	Comoros	1	CU_USD	USD	-1.36	15.71	-110.26	25.63	25.14	41.39	32.22	-40.86	43.47	44.14	72.87	56.07	158.23	72.07	119.93	54.29	30.09	86.922	2016	30.09	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	175	45.14015057	-12.82217691	MYT	Mayotte	1	CU_USD	USD	103.18	127.45	122.13	160.2	197.61	195.2	338.45	395.12	465.34	534.82	605.42								2010	605.42	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	178	15.22052612	-0.840544119	COG	Congo	1	CU_USD	USD	87.25	-221.02	-124.97	516.18	231.25	1301.4	608.9	800.87	387.99	314.66	561.37	-859.46	530.97	785.94	464.1	2456.01	3250.81	1497.566	2016	3250.81	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	CU_USD	USD	193.09	271.63	1013.12	4703.61	1787.55	1655.91	1234.6	1154.3	1616.67	2169.74	2980.25	3378.95	4269.82	206.32	2047.78	2790.55	1849.31	2232.756	2016	1849.31	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	CU_USD	USD	-27.05	4.72	1.72	-16.83	4.31	-21.79	26.83	10	5.48	4.26	22.85	40.82	27.58	23.31	24.66	22.78	14.94	22.654	2016	14.94	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	CU_USD	USD	339.84	52.89	68.74	149.93	179.75	651.07	1325.25	763.53	809.62	-93.9	297.61	400.19	543.22	419.16	391.76	790.27	606.65	550.212	2016	606.65	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	191	17.95874553	45.45172212	HRV	Croatia	1	CU_USD	USD	1298.38	1258.95	1543.31	2174.26	1228.43	847.16	2713.69	9352.88	2312.66	3486.51	1294.03								2010	1294.03	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	192	-79.54460144	22.10030366	CUB	Cuba	1	CU_USD	USD	70.92	46.41	30.6	100.94	51.99	204.67	108.81	112.99	-193.33	22.26	240.49	-86.71	-72.72	13.02	197.53	495.39	3108.35	748.314	2016	3108.35	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	196	33.22285964	35.05659437	CYP	Cyprus	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	203	15.33151382	49.73913871	CZE	Czechia	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	204	2.339933594	9.65401646	BEN	Benin	1	CU_USD	USD	232.87	297.79	240	295.19	387.02	379.85	414.19	497.45	647.11	643.14	689.24	702.59	587.67	698.1	669.79	386.29	486.71	565.712	2016	486.71	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	208	9.326571283	56.03829721	DNK	Denmark	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	212	-61.3493756	15.43391378	DMA	Dominica	1	CU_USD	USD	10.73	-42.52	55.61	6.25	44.2	6.75	349	38.47	0.23	35.1	28.3	26.69	37.51	27.25	162.69	9.06	-4.12	46.478	2016	-4.12	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	CU_USD	USD	335.74	464.87	672.2	185.43	773.04	170.16	1266.66	407.32	328.89	408.11	1636.36	1563.86	717.52	970.64	94.18	1910.58	1726.48	1083.88	2016	1726.48	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	CU_USD	USD	432.89	277.01	808.85	586.03	-883.5	866.64	374.3	830.77	355.15	243.91	232.4	648.4	661.23	864.55	1362.27	2615.49	1448.23	1390.354	2016	1448.23	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	222	-88.86862995	13.73603564	SLV	El Salvador	1	CU_USD	USD	461.41	434.37	571.04	345.07	264.28	462.32	1122.17	1635.48	2177.31	938.49	799.68	631.49	466.92	1418.09	209.83	-40.56	260.91	463.038	2016	260.91	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	CU_USD	USD	21.89	25	-414.61	844.71	847.15	471.26	1131.15	-207.22	-983.94	428.6	91.1	-76.26	22.17	184.1	180.38	-109.22	-108.03	33.88	2016	-108.03	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	231	39.63505296	8.631223181	ETH	Ethiopia	1	CU_USD	USD	681.71	1048.57	1089.33	1642.01	1674.04	1920.23	2017.91	2519.77	3178.79	4069.68	3709.96	3512.69	3324.87	3864.41	3874.41	4115.98	4934.77	4022.888	2016	4934.77	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	232	38.11074289	16.12894644	ERI	Eritrea	1	CU_USD	USD	185.62	285.11	212.72	303.08	255.89	348.67	133.1	160.38	139.15	146.61	160.89	129.2	138.29	81.25	89.79	87.41	71.68	93.684	2016	71.68	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	233	25.84093481	58.68487172	EST	Estonia	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	242	177.9660884	-17.83301566	FJI	Fiji	1	CU_USD	USD	23.98	4.51	41.01	47.52	97.21	118.26	-1.99	37.71	149.52	73.43	87.18	148.43	288.66	166.37	209.63	144.13	143.22	190.402	2016	143.22	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	246	23.308447	61.91586738	FIN	Finland	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	248	19.80945969	60.1544901	ALA	Åland Islands	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	250	2.457288129	46.62660861	FRA	France	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	254	-53.23619089	3.922673437	GUF	French Guiana	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	262	42.18274707	11.56004161	DJI	Djibouti	1	CU_USD	USD	92.27	72.46	90.72	99.67	74.15	95.86	182.7	131.43	172.66	328.28	110.28	187.57	112.5	120.54	161.79	76.27	164.18	127.056	2016	164.18	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	266	11.78727747	-0.60687619	GAB	Gabon	1	CU_USD	USD	76.53	45.9	-165.5	158.71	398.84	-78.36	168.58	582.55	-364.69	-283.26	503.64	525.74	381.05	1312.76	675.14	-721.46	-203.94	288.71	2016	-203.94	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	268	43.3713615	42.04813028	GEO	Georgia	1	CU_USD	USD	258.09	297.82	580.13	846.77	358.39	347.42	765.4	582.13	1448.01	1292.47	899.14	1064.43	987.33	697.55	507.79	2040	1132.75	1073.084	2016	1132.75	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	270	-15.39944785	13.45295927	GMB	Gambia	1	CU_USD	USD	45.3	44.36	50.57	68.58	65.83	67.38	82.99	113.12	95.91	145.43	125.4	147.4	113.14	146.54	110.01	116.11	78.9	112.94	2016	78.9	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	275	35.25694122	31.94347933	PSE	State of Palestine	1	CU_USD	USD	554.41	940.13	935.03	1028.75	1154.85	1035.72	1354.25	1707.69	2471.06	2855.73	2531.37	2427.15	2019.85	2597.1	2518.58	1886.08	2417.07	2287.736	2016	2417.07	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	276	10.3806066	51.08862743	DEU	Germany	1	CU_USD	USD																						
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	288	-1.205623522	7.964825185	GHA	Ghana	1	CU_USD	USD	520.93	604.77	642.86	1273.81	2053.41	2092.53	1815.61	1808.52	1659.46	2278.5	2487.22	2705.15	2491.25	3357.78	2968.94	3062.87	2965.65	2969.298	2016	2965.65	DAC Statistics database, 2018, The Organisation for Economic Co-operation and Development (OECD)	
2018.Q2.G.01	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	CU_USD	USD																						
