GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,4,Afghanistan,2017.0,,388.3699989062500,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,AFG,66.02688198,33.83160199
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,8,Albania,2017.0,,19.1126982421875,Float,Food and Agriculture Organisation of United Nations ( FAO),Validated,ALB,20.06660928,41.13897007
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,12,Algeria,2017.0,,233.2740258789063,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,DZA,2.678164227,28.15940032
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,24,Angola,2017.0,,175.0843424218750,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,AGO,17.57817062,-12.33724746
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,32,Argentina,2017.0,,652.8350965234374,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,ARG,-65.14563274,-35.19446255
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,51,Armenia,2017.0,,20.4885151562500,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,ARM,44.93839317,40.29499741
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,36,Australia,2017.0,,320.0133149218750,Float,Food and Agriculture Organisation of United Nations ( FAO),Not for publication; significant differences with national data,AUS,134.3499412,-25.57717202
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,53,Australia and New Zealand,2017.0,,463.4297906835937,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,,,
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,40,Austria,2017.0,,61.4154703515625,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,AUT,14.14172472,47.58704857
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.4,"By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development",15.4.2,Mountain Green Cover Index,1,ER_MTN_TOTL,Mountain area (square kilometres),2019.Q1.G.01,G,Global,E,Estimated data,KMSQ,Square kilometers,31,Azerbaijan,2017.0,,30.7462964843750,Float,Food and Agriculture Organisation of United Nations ( FAO),Pending validation,AZE,50.01064725,40.39229544
