GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,20,Andorra,2016.0,,4.51590,Float,Environment Live,,AND,1.576257417,42.54548611
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,40,Austria,2015.0,,955.40000,Float,Environment Live,,AUT,14.14172472,47.58704857
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,72,Botswana,2016.0,,12910.10000,Float,Environment Live,,BWA,23.81380223,-22.18810073
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,233,Estonia,2013.0,,4030.48155,Float,Environment Live,,EST,25.84093481,58.68487172
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,246,Finland,2012.0,,32650.00000,Float,Environment Live,,FIN,23.308447,61.91586738
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,428,Latvia,2012.0,,1660.00000,Float,Environment Live,,LVA,26.42461876,56.64196636
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,458,Malaysia,2016.0,,3591.75,Float,Environment Live,,MYS,116.8346314,5.452415309
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,528,Netherlands,2015.0,,573.40000,Float,Environment Live,,NLD,5.331480568,51.86728884
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,604,Peru,2017.0,,83.50000,Float,Environment Live,,PER,-71.82093277,-13.58939705
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,616,Poland,2016.0,,1109.88000,Float,Environment Live,,POL,19.40660158,52.1226733
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,642,Romania,2016.0,,3156.80000,Float,Environment Live,,ROU,24.98481009,45.83893563
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,705,Slovenia,2016.0,,351.24504,Float,Environment Live,,SVN,14.82209486,46.11958061
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,710,South Africa,2016.0,,56227.81167,Float,Environment Live,,ZAF,24.67184355,-29.99957544
6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_NDWTL,Nationally derived extent of wetlands (square kilometres),2019.Q1.G.01,G,Global,C,Country data,KMSQ,Square kilometers,894,Zambia,2017.0,,40305.00000,Float,Environment Live,,ZMB,27.850329,-14.59701056
