ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Unitmultiplier_Code,Unitmultiplier_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
,,,1,World,6,Ensure availability and sustainable management of water and sanitation for all,6.a,"By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies",6.a.1,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)",2019.Q1.G.01,G,Global,CON_USD,Constant USD,MILLION,Millions,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",,,,,,,,,,,,,,,,,,5768.59584,5940.7892,2535.06582,2835.59623,3330.77871,5378.59094,5332.11398,5559.33176,6299.30884,6299.05978,7197.91716,7425.42963,7255.31602,7420.42797,8264.31409,8726.35457,8957.89519,2016.0,8957.89519
MMR,96.51752295,21.19332882,104,Myanmar,6,Ensure availability and sustainable management of water and sanitation for all,6.a,"By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies",6.a.1,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)",2019.Q1.G.01,G,Global,CON_USD,Constant USD,MILLION,Millions,"Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",,,,,,,,,,,,,,,,,,1.40716,6.4086,5.9861,7.26906,2.07827,0.86582,1.37872,2.41202,4.11163,7.07386,19.09916,11.59763,8.28511,35.03004,33.2594,82.09409,90.11278,2016.0,90.11278
BDI,29.89080992,-3.366387428,108,Burundi,6,Ensure availability and sustainable management of water and sanitation for all,6.a,"By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies",6.a.1,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)",2019.Q1.G.01,G,Global,CON_USD,Constant USD,MILLION,Millions,"Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",,,,,,,,,,,,,,,,,,9.9305,12.01374,4.22006,4.28481,4.75789,5.81919,8.13707,12.74322,14.53488,18.069,32.83916,29.51081,23.77771,22.226,18.58019,12.35631,13.96084,2016.0,13.96084
,,,11,Western Africa,6,Ensure availability and sustainable management of water and sanitation for all,6.a,"By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies",6.a.1,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)",2019.Q1.G.01,G,Global,CON_USD,Constant USD,MILLION,Millions,"Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",,,,,,,,,,,,,,,,,,429.536,751.93508,258.97665,303.87045,432.91956,439.21462,458.24376,576.51185,715.12407,661.4649,763.89094,758.7692,777.94825,778.13792,913.95275,922.26022,1115.85086,2016.0,1115.85086
BLR,28.04940161,53.54193075,112,Belarus,6,Ensure availability and sustainable management of water and sanitation for all,6.a,"By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies",6.a.1,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)",2019.Q1.G.01,G,Global,CON_USD,Constant USD,MILLION,Millions,,,,,,"Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million",,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,"Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",,,,,,,,,,,,,,,,,,,,,,,0.09376,0.0696,0.04221,0.83198,0.47001,1.80289,0.14441,0.24138,0.70938,1.10104,1.23838,4.71121,2016.0,4.71121
KHM,104.922836,12.71163737,116,Cambodia,6,Ensure availability and sustainable management of water and sanitation for all,6.a,"By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies",6.a.1,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)",2019.Q1.G.01,G,Global,CON_USD,Constant USD,MILLION,Millions,"Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",,,,,,,,,,,,,,,,,,22.95657,35.65416,28.84654,38.39536,23.47332,21.6226,21.16349,27.21201,37.31009,27.67286,50.66668,58.46813,71.64488,76.74951,80.14081,86.55993,74.64871,2016.0,74.64871
DZA,2.678164227,28.15940032,12,Algeria,6,Ensure availability and sustainable management of water and sanitation for all,6.a,"By 2030, expand international cooperation and capacity-building support to developing countries in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies",6.a.1,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2016 United States dollars)",2019.Q1.G.01,G,Global,CON_USD,Constant USD,MILLION,Millions,"Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million","Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)",,,,,,,,,,,,,,,,,,0.52395,19.24667,1.37491,3.3417,2.35142,44.14239,7.9541,5.91794,4.10317,14.12538,10.18939,15.78959,3.27768,9.84179,5.73303,4.59469,9.61194,2016.0,9.61194
