"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Value_2018","Latest_Year","Latest_Value","Nature_Desc","Source"
"4","Afghanistan","AFG","66.02688198","33.83160199","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","LB","Lower bound","G","Global","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257",2018.0,"12.28257","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"4","Afghanistan","AFG","66.02688198","33.83160199","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","MP","Mid-point","G","Global","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257",2018.0,"12.28257","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"4","Afghanistan","AFG","66.02688198","33.83160199","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","UB","Upper bound","G","Global","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","0.08478","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257","12.28257",2018.0,"12.28257","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"8","Albania","ALB","20.06660928","41.13897007","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","UB","Upper bound","G","Global","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","52.48504","52.48504","52.48504","52.48504","52.48504","62.25352","62.28228","62.28228","62.28228","62.28228","62.28228",2018.0,"62.28228","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"8","Albania","ALB","20.06660928","41.13897007","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","MP","Mid-point","G","Global","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","52.48504","52.48504","52.48504","52.48504","52.48504","62.25352","62.28228","62.28228","62.28228","62.28228","62.28228",2018.0,"62.28228","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"8","Albania","ALB","20.06660928","41.13897007","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","LB","Lower bound","G","Global","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","43.45183","52.48504","52.48504","52.48504","52.48504","52.48504","62.25352","62.28228","62.28228","62.28228","62.28228","62.28228",2018.0,"62.28228","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"10","Antarctica","ATA","21.47585697","-80.40897662","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","LB","Lower bound","G","Global","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642",2018.0,"8.26642","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"10","Antarctica","ATA","21.47585697","-80.40897662","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","MP","Mid-point","G","Global","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642",2018.0,"8.26642","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"10","Antarctica","ATA","21.47585697","-80.40897662","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","UB","Upper bound","G","Global","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642","8.26642",2018.0,"8.26642","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
"12","Algeria","DZA","2.678164227","28.15940032","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.1","Coverage by protected areas of important sites for mountain biodiversity","1","ER_PTD_MOTN","Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)","2019.Q1.G.01","PERCENT","Percentage","UB","Upper bound","G","Global","10.76967","11.8439","11.8439","12.35099","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719","15.74719",2018.0,"15.74719","Country data","BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)"
