"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfMobileTechnology_Code","TypeOfMobileTechnology_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"57","Micronesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"97","European Union","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"97","European Union","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"97","European Union","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"142","Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"142","Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"142","Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"145","Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"145","Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"145","Western Asia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"150","Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"150","Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"150","Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"151","Eastern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"151","Eastern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"151","Eastern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"202","Sub-Saharan Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"202","Sub-Saharan Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"202","Sub-Saharan Africa","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"420","Latin America","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL3G","At least 3G mobile network","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL4G","At least 4G mobile network","","","","","","","","","","","","","","","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.c","Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020","9.c.1","Proportion of population covered by a mobile network, by technology","1","IT_MOB_NTWK","Proportion of population covered by a mobile network, by technology (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","AL2G","At least 2G mobile network","","","","","","","","","","","","","","","","","","","",""
