"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Level/Status_Code","Level/Status_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","524","Nepal",2017.0,"","33","Float","UN Environment","","NPL","83.94678863","28.25866332"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","VHIGIMP","Very high level of implementation","G","Global","C","Country data","PERCENT","Percentage","528","Netherlands",2017.0,"","93","Float","UN Environment","","NLD","5.331480568","51.86728884"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","554","New Zealand",2017.0,"","58","Float","UN Environment","","NZL","170.4755673","-43.98721568"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","558","Nicaragua",2017.0,"","NA","String","UN Environment","","NIC","-85.03060315","12.84210839"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","562","Niger",2017.0,"","50","Float","UN Environment","","NER","9.400167877","17.42143036"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","566","Nigeria",2017.0,"","35","Float","UN Environment","","NGA","8.097363256","9.585789025"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","747","Northern Africa and Western Asia",2017.0,"","54","Float","UN Environment","Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.","","",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","578","Norway",2017.0,"","63","Float","UN Environment","","NOR","11.47846389","61.34311134"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","543","Oceania (exc. Australia and New Zealand)",2017.0,"","40","Float","UN Environment","Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.","","",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","512","Oman",2017.0,"","NA","String","UN Environment","","OMN","57.87743482","21.98805614"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","586","Pakistan",2017.0,"","50","Float","UN Environment","","PAK","68.80479684","29.36491634"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","585","Palau",2017.0,"","NA","String","UN Environment","","PLW","134.5733878","7.502307591"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","591","Panama",2017.0,"","37","Float","UN Environment","","PAN","-81.26616623","8.450965746"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","598","Papua New Guinea",2017.0,"","25","Float","UN Environment","","PNG","145.8587761","-6.756057077"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","600","Paraguay",2017.0,"","32","Float","UN Environment","","PRY","-60.54854225","-21.70216237"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","604","Peru",2017.0,"","30","Float","UN Environment","","PER","-71.82093277","-13.58939705"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","608","Philippines",2017.0,"","51","Float","UN Environment","","PHL","120.8601418","14.16591706"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","616","Poland",2017.0,"","40","Float","UN Environment","","POL","19.40660158","52.1226733"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","620","Portugal",2017.0,"","74","Float","UN Environment","","PRT","-7.961599811","39.68509315"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","634","Qatar",2017.0,"","82","Float","UN Environment","","QAT","51.19152467","25.28355379"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","410","Republic of Korea",2017.0,"","NA","String","UN Environment","","KOR","127.8610254","36.45201023"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","498","Republic of Moldova",2017.0,"","NA","String","UN Environment","","MDA","28.4650624","47.20236795"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","642","Romania",2017.0,"","72","Float","UN Environment","","ROU","24.98481009","45.83893563"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","643","Russian Federation",2017.0,"","NA","String","UN Environment","","RUS","99.01404926","61.61899849"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","646","Rwanda",2017.0,"","35","Float","UN Environment","","RWA","29.92310194","-1.999842114"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","659","Saint Kitts and Nevis",2017.0,"","22","Float","UN Environment","","KNA","-62.76628613","17.33994219"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","662","Saint Lucia",2017.0,"","40","Float","UN Environment","","LCA","-60.96529553","13.89405601"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","670","Saint Vincent and the Grenadines",2017.0,"","NA","String","UN Environment","","VCT","-61.19024321","13.24627968"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","882","Samoa",2017.0,"","70","Float","UN Environment","","WSM","-172.4430749","-13.61541469"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","674","San Marino",2017.0,"","NA","String","UN Environment","","SMR","12.46329038","43.93841766"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","678","Sao Tome and Principe",2017.0,"","23","Float","UN Environment","","STP","6.609772265","0.241554875"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","682","Saudi Arabia",2017.0,"","57","Float","UN Environment","","SAU","44.54763347","24.12594211"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","686","Senegal",2017.0,"","53","Float","UN Environment","","SEN","-14.46636926","14.35920905"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","688","Serbia",2017.0,"","30","Float","UN Environment","","SRB","20.805876","44.03145697"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","690","Seychelles",2017.0,"","45","Float","UN Environment","","SYC","55.46561591","-4.678053059"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","694","Sierra Leone",2017.0,"","19","Float","UN Environment","","SLE","-11.78306584","8.568604164"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","VHIGIMP","Very high level of implementation","G","Global","C","Country data","PERCENT","Percentage","702","Singapore",2017.0,"","100","Float","UN Environment","","SGP","103.8107883","1.361009155"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","703","Slovakia",2017.0,"","66","Float","UN Environment","","SVK","19.48495604","48.70741446"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","705","Slovenia",2017.0,"","58","Float","UN Environment","","SVN","14.82209486","46.11958061"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","90","Solomon Islands",2017.0,"","NA","String","UN Environment","","SLB","160.1584117","-9.622391719"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","VLOWIMP","Very low level of implementation","G","Global","C","Country data","PERCENT","Percentage","706","Somalia",2017.0,"","10","Float","UN Environment","","SOM","46.20367477","4.406485729"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","710","South Africa",2017.0,"","NA","String","UN Environment","","ZAF","24.67184355","-29.99957544"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","728","South Sudan",2017.0,"","38","Float","UN Environment","","SSD","30.32618773","7.290839152"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","724","Spain",2017.0,"","NA","String","UN Environment","","ESP","-3.554078296","40.39211472"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","144","Sri Lanka",2017.0,"","26","Float","UN Environment","","LKA","80.70489654","7.614693343"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","202","Sub-Saharan Africa",2017.0,"","39","Float","UN Environment","Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.","","",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","729","Sudan",2017.0,"","40","Float","UN Environment","","","",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","740","Suriname",2017.0,"","15","Float","UN Environment","","SUR","-55.90626394","4.132603197"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","752","Sweden",2017.0,"","89","Float","UN Environment","","SWE","14.3775338","60.60103109"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","756","Switzerland",2017.0,"","81","Float","UN Environment","","CHE","8.223158","46.96617097"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","760","Syrian Arab Republic",2017.0,"","NA","String","UN Environment","","SYR","38.50466565","35.01676176"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","762","Tajikistan",2017.0,"","NA","String","UN Environment","","TJK","69.294998","38.43069666"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","764","Thailand",2017.0,"","NA","String","UN Environment","","THA","101.0202951","15.13089239"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","807","The former Yugoslav Republic of Macedonia",2017.0,"","22","Float","UN Environment","","MKD","21.7007909","41.60048068"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","626","Timor-Leste",2017.0,"","14","Float","UN Environment","","TLS","125.9451052","-8.797497247"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","768","Togo",2017.0,"","32","Float","UN Environment","","TGO","0.97835765","8.532096072"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","776","Tonga",2017.0,"","30","Float","UN Environment","","TON","-175.1959991","-21.19511329"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","780","Trinidad and Tobago",2017.0,"","25","Float","UN Environment","","TTO","-61.29389504","10.41877263"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","788","Tunisia",2017.0,"","55","Float","UN Environment","","TUN","9.572737411","34.11439971"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","792","Turkey",2017.0,"","70","Float","UN Environment","","TUR","35.42890329","38.9899684"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","795","Turkmenistan",2017.0,"","NA","String","UN Environment","","TKM","58.9787665","40.0912346"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","798","Tuvalu",2017.0,"","47","Float","UN Environment","","TUV","178.6679611","-7.460048071"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","800","Uganda",2017.0,"","59","Float","UN Environment","","UGA","32.39100438","1.279557331"
