"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value"
"","","","135","Caucasus and Central Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","16.45","14.89","14.76","14.09","13.79","12.24","11.74","10.95","10.74","9.31","9.12","9.47","9.03","8.61","8.10","7.93",2015.0,"7.93"
"CAF","20.93559492","7.003720791","140","Central African Republic","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","7.28","6.87","6.63","6.96","6.60","6.55","6.33","6.06","5.95","5.85","5.71","5.59","5.40","8.50","8.47","8.10",2015.0,"8.10"
"","","","143","Central Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","17.63","15.93","16.02","15.37","15.08","13.53","13.56","13.12","12.94","11.24","11.03","11.28","10.59","10.06","9.31","9.06",2015.0,"9.06"
"LKA","80.70489654","7.614693343","144","Sri Lanka","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","3.35","3.29","3.22","3.22","3.09","2.98","2.79","2.67","2.48","2.37","2.37","2.34","2.31","1.99","2.03","2.06",2015.0,"2.06"
"","","","145","Western Asia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","4.54","4.75","4.90","4.80","4.56","4.47","4.52","4.52","4.63","4.88","4.95","4.61","4.72","4.47","4.57","4.51",2015.0,"4.51"
"TCD","18.66618401","15.36279341","148","Chad","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","6.89","6.28","5.89","5.49","4.18","3.65","3.68","3.66","3.64","3.54","3.18","3.23","3.01","2.93","2.79","2.78",2015.0,"2.78"
"","","","15","Northern Africa","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","3.90","4.01","4.06","3.95","4.02","4.09","4.07","3.98","3.90","3.94","3.83","3.96","3.86","3.81","3.83","3.73",2015.0,"3.73"
"","","","150","Europe","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","6.04","6.00","5.89","5.91","5.76","5.62","5.44","5.17","5.12","5.05","5.18","4.99","4.98","4.88","4.67","4.60",2015.0,"4.60"
"CHL","-71.23029019","-35.2652885","152","Chile","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","4.82","4.58","4.60","4.46","4.44","4.32","4.23","4.19","4.00","3.96","3.91","4.01","4.22","4.22","3.77","3.78",2015.0,"3.78"
"CHN","104.1403375","32.30955217","156","China","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","10.12","9.66","9.44","9.78","10.10","10.00","9.71","9.15","8.57","8.35","8.33","8.16","7.84","7.51","7.10","6.69",2015.0,"6.69"
"COL","-73.07446751","3.888209046","170","Colombia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","3.22","3.15","3.02","2.96","2.84","2.83","2.79","2.59","2.62","2.67","2.61","2.45","2.38","2.42","2.34","2.26",2015.0,"2.26"
"COM","43.34234565","-11.66121732","174","Comoros","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","4.04","4.09","4.07","4.49","4.68","4.53","4.84","3.98","4.07","4.43","4.77","4.45","4.48","4.80","4.50","4.69",2015.0,"4.69"
"COG","15.22052612","-0.840544119","178","Congo","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","2.06","2.22","2.14","2.50","2.57","2.58","3.17","2.86","2.90","3.08","3.09","3.97","4.39","4.35","4.08","4.02",2015.0,"4.02"
