GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,20,Andorra,2017.0,,100,Float,Environment Live,,AND,1.576257417,42.54548611
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,40,Austria,2017.0,,80.12,Float,Environment Live,,AUT,14.14172472,47.58704857
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,72,Botswana,2017.0,,94.74,Float,Environment Live,,BWA,23.81380223,-22.18810073
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,76,Brazil,2017.0,,73.04,Float,Environment Live,,BRA,-53.08432878,-10.77668561
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,222,El Salvador,2017.0,,43.33,Float,Environment Live,,SLV,-88.86862995,13.73603564
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,233,Estonia,2017.0,,100,Float,Environment Live,,EST,25.84093481,58.68487172
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,242,Fiji,2017.0,,100,Float,Environment Live,,FJI,177.9660884,-17.83301566
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,246,Finland,2017.0,,64.09,Float,Environment Live,,FIN,23.308447,61.91586738
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,276,Germany,2017.0,,35.08,Float,Environment Live,,DEU,10.3806066,51.08862743
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,348,Hungary,2017.0,,53.6,Float,Environment Live,,HUN,19.41221519,47.1651448
