"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","TypeOfSpeed_Code","TypeOfSpeed_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"BRB","-59.5346489","13.13648273","52","Barbados","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","10MBPS","10 mbps and over","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","NA","","","","","","","","","","","","","","","Division of Energy & Telecommunications","","Division of Energy & Telecommunications                ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.74003901197625720","","8.39135",2016.0,"8.39135"
"BRB","-59.5346489","13.13648273","52","Barbados","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","256KT2MBPS","Between 256 kbps and 2 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","","NA","","","","","","","","","","","","Division of Energy & Telecommunications","Division of Energy & Telecommunications","Division of Energy & Telecommunications","Division of Energy & Telecommunications","","Division of Energy & Telecommunications                ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.219003278874680","20.647127155119147","20.378437627352060","0.046492767403327","","0.03684",2016.0,"0.03684"
"BRB","-59.5346489","13.13648273","52","Barbados","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","2MT10MBPS","Between 2 mbps and 10 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","NA","","","","","","","","","","","","","","","Division of Energy & Telecommunications","","Division of Energy & Telecommunications                ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6462774324806160","","7.24326",2016.0,"7.24326"
"BRB","-59.5346489","13.13648273","52","Barbados","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","ANYS","Any speed","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","Ministry of Energy and Public Utilities.","ITU estimate.","Ministry of Energy and Public Utilities.","ITU estimate.","Ministry of Finance, Investment, Telecommunications & Energy","Ministry of Finance, Investment, Telecommunications & Energy","Ministry of Finance, Investment, Telecommunications & Energy","Prime Minister's Office Division of Energy & Telecommunications","Division of Energy & Telecommunications","Division of Energy & Telecommunications","Division of Energy & Telecommunications","Division of Energy & Telecommunications","Division of Energy & Telecommunications","Division of Energy & Telecommunications                ","","","","","","","","","","","","","","","","","","","","","10.086618127039920000","10.88517845006520800000","11.67607322493859000000","14.11304256100799000","17.06005204921147800","17.7269354617950260000","20.538984824699110000","20.03951554230445700","22.226086215951510000","23.615480490500353000","23.818524191621815000","27.1720512049666850000","27.225704565851080000","32.43554",2016.0,"32.43554"
"","","","53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","10MBPS","10 mbps and over","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","","","","","","","","","","","","","","","","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.703382671861290","",2015.0,"40.703382671861290"
"","","","53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","256KT2MBPS","Between 256 kbps and 2 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","","","","","","","","","","","","","","","","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.464594449193827","",2015.0,"0.464594449193827"
"","","","53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","2MT10MBPS","Between 2 mbps and 10 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","","","","","","","","","","","","","","","","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU) ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.756097521635813","",2015.0,"7.756097521635813"
"","","","53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","ANYS","Any speed","G","Global","PER_100_POP","Per 100 population","","","","","","Note that the sum of fixed-broadband by speed will not equal fixed-broadband. This is because not all countries can disaggregate all fixed-broadband subscriptions by speed.","","","","","Note that the sum of fixed-broadband by speed will not equal fixed-broadband. This is because not all countries can disaggregate all fixed-broadband subscriptions by speed.","","","","","Note that the sum of fixed-broadband by speed will not equal fixed-broadband. This is because not all countries can disaggregate all fixed-broadband subscriptions by speed.","Note that the sum of fixed-broadband by speed will not equal fixed-broadband. This is because not all countries can disaggregate all fixed-broadband subscriptions by speed.","","","","","","NA","","","","","NA","","","","","NA","NA","","","","","","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU) ","","","","","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU) ","","","","","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU) ","Data based on the World Telecommunication/ICT Indicators Database, 2017, International Telecommunication Union (ITU) ","","","","","","","","","","","","","","","","","","","","","","","9.478864059745154","","","","","24.659518","","","","","29.1366","30.93271",2016.0,"30.93271"
"BEL","4.660976456","50.64104975","56","Belgium","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","10MBPS","10 mbps and over","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","Breakdown by speed not reported by all operators.","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","IBPT","IBPT","IBPT","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications ","","","","","","","","","","","","","","","","","","","","","","","","","6.94735878003284850","10.31419423328059400","11.49820744711064400","17.68958097072300700","22.77741274533390500","26.25393362353578300","28.88365916590751300","31.40759231974387300","33.25677648796061000","34.49744",2016.0,"34.49744"
"BEL","4.660976456","50.64104975","56","Belgium","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","256KT2MBPS","Between 256 kbps and 2 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","Breakdown by speed not reported by all operators.","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","IBPT","IBPT","IBPT","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications ","","","","","","","","","","","","","","","","","","","","","","","","","2.678473932244983","2.124144540412448","1.949966862881004","0.642246141404924","0.398623302750560","0.360702145867644","0.270098291895989","0.238756256494281","0.178344514030648","0.11002",2016.0,"0.11002"
"BEL","4.660976456","50.64104975","56","Belgium","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","2MT10MBPS","Between 2 mbps and 10 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","Breakdown by speed not reported by all operators.","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","IBPT","IBPT","IBPT","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications ","","","","","","","","","","","","","","","","","","","","","","","","","13.5840805509765900","13.9078671277388540","14.5692482932703600","12.4973129306165780","8.8849886141373670","6.6508651146305700","5.2413189059979060","4.3465608797945520","3.4145396248067788","2.98866",2016.0,"2.98866"
"BEL","4.660976456","50.64104975","56","Belgium","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","ANYS","Any speed","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Institut belge des services postaux et des télécommunications (IBPT).","Institut belge des services postaux et des télécommunications (IBPT).","Institut belge des services postaux et des télécommunications (IBPT).","Institut belge des services postaux et des télécommunications (IBPT).","Institut belge des services postaux et des télécommunications (IBPT).","Institut belge des services postaux et des télécommunications (IBPT).","Institut belge des services postaux et des télécommunications (IBPT).","IBPT","IBPT","IBPT","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications","Belgian Institute for Postal Services and Telecommunications ","","","","","","","","","","","","","","","","","","1.404457178250123200","4.4657901953979190","7.8868405544111800","11.968547185528909000","15.51525302660852500000","19.13369521358802000000","23.15496115267756500","25.56292539336272200","27.6860530614230280000","29.029036843560302000","30.82948735103216400","32.196579298735530000","33.381349798532476000","34.480852585930215000","35.9929094560327060000","36.849660626798034000","37.59611",2016.0,"37.59611"
"BTN","90.45098484","27.39598568","64","Bhutan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","10MBPS","10 mbps and over","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","Data only for one operator","Data only for one operator","","","","","","","","","","","","","","","","NA","NA","","","","","","","","","","","","","","","","Ministry of Information & Communications","Ministry of Information & Communications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00077273681485612","0.001",2016.0,"0.001"
"BTN","90.45098484","27.39598568","64","Bhutan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","256KT2MBPS","Between 256 kbps and 2 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","Combined for two operators","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","","","","","","","","","","","","","","","","","","","","","","","","","","","0.479460415418811","1.210005314259651","1.814158746087693","2.260110916095775","2.716503945237530","3.262874370388948","3.577771452783849","2.0412",2016.0,"2.0412"
"BTN","90.45098484","27.39598568","64","Bhutan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","2MT10MBPS","Between 2 mbps and 10 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","Data only for one operator","Data only for one operator ","","","","","","","","","","","","","","","","NA","NA","","","","","","","","","","","","","","","","Ministry of Information & Communications","Ministry of Information & Communications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0100455785931296","0.01178",2016.0,"0.01178"
"BTN","90.45098484","27.39598568","64","Bhutan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","ANYS","Any speed","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","Fixed broadband in Bhutan is provided via ADSL/DSL networks only.","Fixed broadband provided through ADSL/DSL and Fiber links","","","Both operator (Bhutan Telecom-16172 TahiCell-317)","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","Bhutan InfoComm and Media Authority.","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","Ministry of Information & Communications","","","","","","","","","","","","","","","","","","","","","","","","","","0.2976194776055790500","0.479460415418811100","1.21000531425965100","1.814158746087693100","2.260110916095775000","2.716503945237530000","3.2628743703889485000","3.589877662883261000","2.0669",2016.0,"2.0669"
"BOL","-64.66224284","-16.71273412","68","Bolivia (Plurinational State of)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","10MBPS","10 mbps and over","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","","","","","","","","","","","","","","","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14469474718243486","0.17367646415871818","0.3589",2016.0,"0.3589"
"BOL","-64.66224284","-16.71273412","68","Bolivia (Plurinational State of)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","256KT2MBPS","Between 256 kbps and 2 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","Estimate.","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","","","","","","","","","","","","","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.016064255115024","1.279593672689107","1.376185693067189","1.381329730214153","1.56048",2016.0,"1.56048"
"BOL","-64.66224284","-16.71273412","68","Bolivia (Plurinational State of)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","2MT10MBPS","Between 2 mbps and 10 mbps","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","","","","","","","","","","","","","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0376418894875663","0.0488042581902691","0.0719325377334696","0.0863348088923946","0.72199",2016.0,"0.72199"
"BOL","-64.66224284","-16.71273412","68","Bolivia (Plurinational State of)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","ANYS","Any speed","G","Global","PER_100_POP","Per 100 population","","","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Incl. narrowband susbcriptions (i.e. below 256kbit/s).","Break in comparability. In previous years both, subscriptions below and above 256kbit/s were included.","As of 2012 it includes also FTTH.","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","Autoridad de Fiscalización y Control Social de Telecomunicaciones y Transportes","Autoridad de Fiscalización y Control Social de Telecomunicaciones y Transportes","Autoridad de Fiscalización y Control Social de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","","","","","","","","","","","","","","","","","","","","0.0376554133897222","0.063659039522614870","0.09494308095358858000","0.13867881940528562000","0.18480897346385222","0.35113062054950700","0.8065203336391401000","0.961974325870479000","0.94468612087843170","0.712309475230872000","1.111898162064006500","1.444055026613689100","1.5928129779830940000","1.641350073953319600","2.64137",2016.0,"2.64137"
"BIH","17.78584332","44.16845548","70","Bosnia and Herzegovina","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBP","Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)","2019.Q1.G.01","10MBPS","10 mbps and over","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","Includes FW.","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","Communications Regulatory Agency B & H","Communications Regulatory Agency B & H","Communications Regulatory Agency B & H","Communications Regulatory Agency B & H","Communications Regulatory Agency B & H","Communications Regulatory Agency B & H","Communications Regulatory Agency B & H","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13000760024431030","0.19008564533008693","0.21007241681873050","1.87827719219169430","2.45689517683004300","3.21141748898600000","5.56142",2016.0,"5.56142"
