series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Units	Age description	Units description	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	548	167.0679779	-15.34445547	VUT	Vanuatu	1	15+	NUMBER	15 years old and over	Number	19.58033	18.99696	19.11096	20.76782	20.21982	19.70235	20.54387	20.69246	22.03843	22.00663	22.60881	21.43584	20.84419	21.78678	2016	20.84419	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	554	170.4755673	-43.98721568	NZL	New Zealand	1	15+	NUMBER	15 years old and over	Number	35.00951	35.14983	35.3509	35.13763	34.98947	35.69786	34.49058	33.91214	33.31382	30.82113	29.55237	28.95674		30.661015	2015	28.95674	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	558	-85.03060315	12.84210839	NIC	Nicaragua	1	15+	NUMBER	15 years old and over	Number	4.90407	6.24093	6.94052	7.38966	8.17354	8.1042	6.79392	7.16307	7.06811	7.41643	7.61079	8.13096	11.11812	8.268882	2016	11.11812	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	562	9.400167877	17.42143036	NER	Niger	1	15+	NUMBER	15 years old and over	Number	0.40338	0.50543	0.47542	0.6627	0.81028	0.79485	0.93688	1.08039	1.27912	1.46074	1.46884	1.60472	1.62315	1.487314	2016	1.62315	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	566	8.097363256	9.585789025	NGA	Nigeria	1	15+	NUMBER	15 years old and over	Number	4.69504	4.17416	3.77887	5.20683	6.26436	6.47854	6.56072	6.4052	5.81451	5.90383	5.54781	5.41809	5.36293	5.609434	2016	5.36293	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	570	-169.8601693	-19.05000475	NIU	Niue	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	578	11.47846389	61.34311134	NOR	Norway	1	15+	NUMBER	15 years old and over	Number	13.12973	12.08105	12.0126	12.31466	11.69967	11.01884	10.95854	10.72448	9.92279	8.93435	8.50623	7.72915	6.1627	8.251044	2016	6.1627	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	15+	NUMBER	15 years old and over	Number	12.3394	12.3094	12.29313	12.28973	12.28577	15.34025	15.29496	15.16944	15.02246	14.8584	14.69054	14.52348	14.34329	14.687634	2016	14.34329	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	584	171.0839119	7.110213497	MHL	Marshall Islands	1	15+	NUMBER	15 years old and over	Number	11.79754	11.80184	11.79663	14.7291	17.6475	17.6131	17.57782	20.4618	20.41478	20.36451	20.32409	20.28727	20.25975	20.33008	2016	20.25975	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	585	134.5733878	7.502307591	PLW	Palau	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	586	68.80479684	29.36491634	PAK	Pakistan	1	15+	NUMBER	15 years old and over	Number	7.66188	7.75118	7.89284	8.14612	8.49356	8.57377	8.61126	8.78916	9.03527	9.36078	9.63856	10.01782	10.3574	9.681966	2016	10.3574	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	591	-81.26616623	8.450965746	PAN	Panama	1	15+	NUMBER	15 years old and over	Number				21.43371	22.47821	22.36118	22.70038	22.65051	22.25571	23.57789	23.95078	23.60842	23.39632	23.357824	2016	23.39632	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	15+	NUMBER	15 years old and over	Number	1.84402	1.82143	1.7227	1.72736	1.68277	1.59193	1.64061	1.75323	1.74981	1.74484	1.6982	2.64946	3.12481	2.193424	2016	3.12481	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	600	-60.54854225	-21.70216237	PRY	Paraguay	1	15+	NUMBER	15 years old and over	Number	4.15589	3.99908	4.05938	4.32829	5.76264	7.13686	8.59039	9.54126	10.04867	10.34758	9.12219	10.15415	10.13432	9.961382	2016	10.13432	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	604	-71.82093277	-13.58939705	PER	Peru	1	15+	NUMBER	15 years old and over	Number	4.26398	4.37423	4.53075	5.17903	6.65153	6.72224	6.78586	7.00574	7.58622	7.71771	8.0059	8.12855	7.96118	7.879912	2016	7.96118	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	608	120.8601418	14.16591706	PHL	Philippines	1	15+	NUMBER	15 years old and over	Number	8.21107	8.00729	7.80272	7.54124	7.57666	7.49583	7.55586	7.67036	7.94809	8.25565	8.6352	8.79102	8.87275	8.500542	2016	8.87275	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	616	19.40660158	52.1226733	POL	Poland	1	15+	NUMBER	15 years old and over	Number	26.61644	26.59464	27.61666	29.70898	32.7453	32.93737	32.18543	32.57778	33.97444	32.97733	32.95898	31.13577	31.03306	32.415916	2016	31.03306	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	620	-7.961599811	39.68509315	PRT	Portugal	1	15+	NUMBER	15 years old and over	Number	66.44301	68.14198	70.73228	61.5042	64.20139	65.76696	65.86008	63.93914	61.09181	58.02616	53.3867	48.73043	42.70564	52.788148	2016	42.70564	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	15+	NUMBER	15 years old and over	Number	0.13208	0.25671	0.37476	0.48594	1.18083	1.83578	1.89474	2.27804	2.42608	2.66559	2.59082	3.19666	3.11291	2.798412	2016	3.11291	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	15+	NUMBER	15 years old and over	Number	1.19368	2.10813	2.01945	1.95937	1.91533	1.8722	1.82241	4.05896	4.41893	5.04073	5.17972	5.17991	5.04437	4.972732	2016	5.04437	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	634	51.19152467	25.28355379	QAT	Qatar	1	15+	NUMBER	15 years old and over	Number	21.34009	20.2338	18.84508	18.27454	18.31426	18.14171	17.90771	12.998	12.85748	12.01927	13.75908	10.98936	11.7484	12.274718	2016	11.7484	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	638	55.53171398	-21.13183266	REU	Réunion	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	642	24.98481009	45.83893563	ROU	Romania	1	15+	NUMBER	15 years old and over	Number					36.76966	36.22808	35.43806	35.23738	33.16299	31.61316	30.7157	28.68038	27.97839	30.430124	2016	27.97839	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	643	99.01404926	61.61899849	RUS	Russian Federation	1	15+	NUMBER	15 years old and over	Number	26.69007	28.36648	30.35428	33.69938	35.55808	34.62605	35.0458	36.71117	38.21672	38.49546	37.02059	32.90928	30.13836	35.356082	2016	30.13836	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	646	29.92310194	-1.999842114	RWA	Rwanda	1	15+	NUMBER	15 years old and over	Number	0.39185	0.76351	0.72438	1.06801	4.57354	4.90612	4.90998	5.46766	5.6329	5.96251	5.83341	6.10055	6.15977	5.937828	2016	6.15977	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	15+	NUMBER	15 years old and over	Number	57.55653	56.79875	56.10738	55.46159	59.8436	59.19208	58.5489	48.26443	50.11394	49.56915	44.37258	43.92385	41.2075	45.837404	2016	41.2075	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	660	-63.05651612	18.21525315	AIA	Anguilla	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	15+	NUMBER	15 years old and over	Number	25.06114	24.50628	23.91496	23.34868	22.80968	22.31267	21.87062	21.50107	21.1852	20.90482	20.64307	19.68808	18.1027	20.104774	2016	18.1027	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	15+	NUMBER	15 years old and over	Number						21.29579	21.16086	21.04716	20.92617	20.80172	20.68454	20.57962	16.82611	19.963632	2016	16.82611	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	674	12.46329038	43.93841766	SMR	San Marino	1	15+	NUMBER	15 years old and over	Number	236.9998	258.172	274.8265	287.2376	283.6981	280.263	276.7766	258.339	258.7161	251.9491	238.3824	229.0337	223.805	240.37726	2016	223.805	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	15+	NUMBER	15 years old and over	Number					20.36071	25.14484	29.70246	29.97213	33.15715	33.31461	31.56273	30.74502	25.53131	30.862164	2016	25.53131	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	15+	NUMBER	15 years old and over	Number	8.09155	7.8285	7.92397	7.99195	8.01431	8.30361	8.37123	8.30418	8.20455	8.21725	8.56114	8.61569	8.57954	8.435634	2016	8.57954	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	686	-14.46636926	14.35920905	SEN	Senegal	1	15+	NUMBER	15 years old and over	Number	1.98391	2.50807	2.91229	3.08292	3.7329	3.90628	4.14684	4.4365	4.65138	4.56153	4.6058	4.92504	4.96281	4.741312	2016	4.96281	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	688	20.805876	44.03145697	SRB	Serbia	1	15+	NUMBER	15 years old and over	Number	22.30388	32.02794	36.65631	40.99498	45.77342	44.18504	41.78909	40.29059	38.06504	33.90721	30.60472	29.76614	29.72259	32.41314	2016	29.72259	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	690	55.46561591	-4.678053059	SYC	Seychelles	1	15+	NUMBER	15 years old and over	Number	42.34335	40.20168	40.84186	40.43926	46.83503	46.30665	46.16373	47.16733	47.98748	48.42283	53.20523	53.34775	52.83474	51.159606	2016	52.83474	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	15+	NUMBER	15 years old and over	Number	1.12687	1.20775	1.35358	1.61474	2.03939	2.46966	2.59677	2.66606	2.6744					2.6744	2012	2.6744	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	702	103.8107883	1.361009155	SGP	Singapore	1	15+	NUMBER	15 years old and over	Number	11.72165	11.51022	11.17079	10.75531	10.30477	10.24127	10.22305	9.96479	9.76929	9.43743	9.31969	9.25824	8.984	9.35373	2016	8.984	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	703	19.48495604	48.70741446	SVK	Slovakia	1	15+	NUMBER	15 years old and over	Number	25.21819	25.71062	26.30225	25.96068	27.78439	26.45732	26.289	25.97161	26.63119	26.90149	27.99339	28.27078	28.27205	27.61378	2016	28.27205	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	704	105.802499	10.09643079	VNM	Viet Nam	1	15+	NUMBER	15 years old and over	Number					3.30912	3.31874	3.25253	3.5784	3.14207	3.68723	3.87615	3.79679	3.87331	3.67511	2016	3.87331	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	705	14.82209486	46.11958061	SVN	Slovenia	1	15+	NUMBER	15 years old and over	Number	40.99163	40.11632	39.6774	40.24467	39.40712	39.60812	38.79028	38.34361	38.49015	34.44957	31.84734	31.19329	30.47496	33.291062	2016	30.47496	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	706	46.20367477	4.406485729	SOM	Somalia	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	710	24.67184355	-29.99957544	ZAF	South Africa	1	15+	NUMBER	15 years old and over	Number	4.7681	7.12528	7.3577	5.99061	7.80887	9.21533	9.91926	10.37679	10.04711	10.19731	10.94129	10.50463	10.18284	10.374636	2016	10.18284	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	15+	NUMBER	15 years old and over	Number	2.73707	3.68009	3.42264	3.78747	3.12732	4.12153	4.32187	5.54911	11.46902	12.00351	12.81176	5.16544	5.26014	9.341974	2016	5.26014	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	724	-3.554078296	40.39211472	ESP	Spain	1	15+	NUMBER	15 years old and over	Number	97.49159	99.24419	101.8004	104.208	103.7535	99.0597	95.72896	88.21737	83.74823	73.56168	69.67945	67.51205	61.92691	71.285664	2016	61.92691	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	728	30.32618773	7.290839152	SSD	South Sudan	1	15+	NUMBER	15 years old and over	Number						0.64214	0.68378	0.70744	0.89125	1.358	1.73113	1.45315	1.44897	1.3765	2016	1.44897	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	732	-13.13515523	24.66265342	ESH	Western Sahara	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	736	29.95650159	16.02643066	SDN	Sudan	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	740	-55.90626394	4.132603197	SUR	Suriname	1	15+	NUMBER	15 years old and over	Number	10.59543	10.72293	10.54672	10.65216	10.47444	10.57111	11.1974	11.02235	10.85384	12.2199	12.29485	10.88664	11.23774	11.498594	2016	11.23774	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	748	31.50149288	-26.56471011	SWZ	Swaziland	1	15+	NUMBER	15 years old and over	Number	5.87869	5.93918	5.95586	5.80626	5.79729	5.64205	5.63161	6.29549	6.1393	5.86206	5.72349	6.56576	5.94627	6.047376	2016	5.94627	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	752	14.3775338	60.60103109	SWE	Sweden	1	15+	NUMBER	15 years old and over	Number	23.57491	23.51833	23.78233	23.59525	23.95457	22.96478	22.50322	21.7013	21.80951	21.54138	21.10452	19.32328	17.57942	20.271622	2016	17.57942	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	756	8.223158	46.96617097	CHE	Switzerland	1	15+	NUMBER	15 years old and over	Number	57.35801	56.7961	55.6206	55.27875	53.95073	52.67699	51.76653	50.24137	48.87921	47.44398	46.02522	44.34771	42.46365	45.831954	2016	42.46365	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	15+	NUMBER	15 years old and over	Number	2.53079	2.67508	2.73994	2.90558	3.11023	3.48452	3.85794	4.14413	4.33958	4.5198				4.42969	2013	4.5198	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	762	69.294998	38.43069666	TJK	Tajikistan	1	15+	NUMBER	15 years old and over	Number	4.89977	5.02233	5.04083	5.06957	5.31804	5.23601	5.43718	5.74303	6.1986	6.47678				6.33769	2013	6.47678	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	764	101.0202951	15.13089239	THA	Thailand	1	15+	NUMBER	15 years old and over	Number	7.75408	8.26885	9.07464	9.7068	10.30754	10.79212	11.00596	11.3371	11.68694	12.09509	12.52639	12.54067	12.37217	12.244252	2016	12.37217	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	768	0.97835765	8.532096072	TGO	Togo	1	15+	NUMBER	15 years old and over	Number	1.1674	1.19559	1.58216	2.87631	3.78799	3.96032	4.14696	4.3743	4.40732	4.50741	4.83592	5.20991	5.58195	4.908502	2016	5.58195	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	772	-171.8154473	-9.214545558	TKL	Tokelau	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	776	-175.1959991	-21.19511329	TON	Tonga	1	15+	NUMBER	15 years old and over	Number	24.15109	20.804	20.66116	22.05697	23.40313	21.63933	21.46087	21.34797	19.72327	21.12315	17.98292	29.71503		22.1360925	2015	29.71503	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	15+	NUMBER	15 years old and over	Number	12.58019	12.43058	12.60482	12.78788	12.78846	12.80086	13.48691	12.56552	12.69255	12.54215	13.32738	12.99345	12.94015	12.899136	2016	12.94015	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	15+	NUMBER	15 years old and over	Number	15.00783	13.35558	12.78076	12.44023	12.69272	12.24058	12.11562	12.05739	12.28858	12.63626	12.91329	12.88607	12.41501	12.627842	2016	12.41501	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	788	9.572737411	34.11439971	TUN	Tunisia	1	15+	NUMBER	15 years old and over	Number	11.80765	12.1023	12.89827	13.60449	14.33048	14.88297	16.379	16.8299	17.37655	17.99852	19.07996	19.79613	20.45682	18.941596	2016	20.45682	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	792	35.42890329	38.9899684	TUR	Turkey	1	15+	NUMBER	15 years old and over	Number		12.94267	14.05289	15.32017	17.15641	17.33518	17.87605	18.238	18.6219	19.67093	19.63731	19.1993	18.13983	19.053854	2016	18.13983	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	795	58.9787665	40.0912346	TKM	Turkmenistan	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	798	178.6679611	-7.460048071	TUV	Tuvalu	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	800	32.39100438	1.279557331	UGA	Uganda	1	15+	NUMBER	15 years old and over	Number	1.12151	1.17301	1.17983	1.36544	2.01129	2.32367	2.41803	2.34672	2.6434	2.83103	2.91506	2.90128	2.77115	2.812384	2016	2.77115	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	804	31.40270802	49.00735945	UKR	Ukraine	1	15+	NUMBER	15 years old and over	Number	3.71331	3.86414	3.87185	3.85732	3.73734	3.22066	2.32795	1.60371	1.07189	0.91902	0.76737	0.56318	0.48493	0.761278	2016	0.48493	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	15+	NUMBER	15 years old and over	Number	17.29132	16.42365	18.78894	19.97099	24.34904	25.31315	25.64763	24.16208	24.65074	24.75734	24.8719	24.69419	25.00182	24.795198	2016	25.00182	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	818	29.77468534	26.57438204	EGY	Egypt	1	15+	NUMBER	15 years old and over	Number	3.70927	3.71874	3.82959	4.11763	4.35142	4.47248	4.50115	4.51173	4.47291	4.47493	4.48129	4.53407		4.4908	2015	4.53407	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	826	-2.23830539	53.27691757	GBR	United Kingdom	1	15+	NUMBER	15 years old and over	Number	29.02593	28.31767	26.43102	26.38391	26.03399	25.4199	24.70696	24.06461	22.08795	25.14111				23.61453	2013	25.14111	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
