series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	36	134.3499412	-25.57717202	AUS	Australia	1	KMSQ	Square kilometers																		3014287.42737	3014287.42737	2017	3014287.42737	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	40	14.14172472	47.58704857	AUT	Austria	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	44	-78.05111663	24.69546597	BHS	Bahamas	1	KMSQ	Square kilometers																		47355.56675	47355.56675	2017	47355.56675	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	48	50.5490754	26.04407747	BHR	Bahrain	1	KMSQ	Square kilometers																		94.82012	94.82012	2017	94.82012	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	50	89.17660788	22.86961622	BGD	Bangladesh	1	KMSQ	Square kilometers																		4529.98724	4529.98724	2017	4529.98724	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	51	44.93839317	40.29499741	ARM	Armenia	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	52	-59.5346489	13.13648273	BRB	Barbados	1	KMSQ	Square kilometers																		10.32045	10.32045	2017	10.32045	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	56	4.660976456	50.64104975	BEL	Belgium	1	KMSQ	Square kilometers																		1270.03089	1270.03089	2017	1270.03089	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	60	-64.78155012	32.27881922	BMU	Bermuda	1	KMSQ	Square kilometers																		0.25482	0.25482	2017	0.25482	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	64	90.45098484	27.39598568	BTN	Bhutan	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	72	23.81380223	-22.18810073	BWA	Botswana	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	KMSQ	Square kilometers																		13.87036	13.87036	2017	13.87036	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	76	-53.08432878	-10.77668561	BRA	Brazil	1	KMSQ	Square kilometers																		61881.45818	61881.45818	2017	61881.45818	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	84	-88.70199554	17.19965901	BLZ	Belize	1	KMSQ	Square kilometers																		3646.22626	3646.22626	2017	3646.22626	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	KMSQ	Square kilometers																		641262.51059	641262.51059	2017	641262.51059	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	KMSQ	Square kilometers																		1900.4016	1900.4016	2017	1900.4016	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	KMSQ	Square kilometers																		3.31433	3.31433	2017	3.31433	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	KMSQ	Square kilometers																		51.6784	51.6784	2017	51.6784	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	100	25.23763153	42.75731323	BGR	Bulgaria	1	KMSQ	Square kilometers																		2850.08579	2850.08579	2017	2850.08579	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	104	96.51752295	21.19332882	MMR	Myanmar	1	KMSQ	Square kilometers																		942.4869	942.4869	2017	942.4869	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	108	29.89080992	-3.366387428	BDI	Burundi	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	112	28.04940161	53.54193075	BLR	Belarus	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	116	104.922836	12.71163737	KHM	Cambodia	1	KMSQ	Square kilometers																		89.10704	89.10704	2017	89.10704	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	120	12.7419827	5.692387031	CMR	Cameroon	1	KMSQ	Square kilometers																		501.35356	501.35356	2017	501.35356	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	124	-101.6575058	57.72360191	CAN	Canada	1	KMSQ	Square kilometers																		49680.65536	49680.65536	2017	49680.65536	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	KMSQ	Square kilometers																		5.42316	5.42316	2017	5.42316	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	KMSQ	Square kilometers																		92.90128	92.90128	2017	92.90128	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	140	20.93559492	7.003720791	CAF	Central African Republic	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	KMSQ	Square kilometers																		398.56442	398.56442	2017	398.56442	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	148	18.66618401	15.36279341	TCD	Chad	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	152	-71.23029019	-35.2652885	CHL	Chile	1	KMSQ	Square kilometers																		472724.35551	472724.35551	2017	472724.35551	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	156	104.1403375	32.30955217	CHN	China	1	KMSQ	Square kilometers																		33078.70989	33078.70989	2017	33078.70989	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	KMSQ	Square kilometers																		0.75352	0.75352	2017	0.75352	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	KMSQ	Square kilometers																		26.29448	26.29448	2017	26.29448	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	170	-73.07446751	3.888209046	COL	Colombia	1	KMSQ	Square kilometers																		76391.61681	76391.61681	2017	76391.61681	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	174	43.34234565	-11.66121732	COM	Comoros	1	KMSQ	Square kilometers																		37.46438	37.46438	2017	37.46438	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	175	45.14015057	-12.82217691	MYT	Mayotte	1	KMSQ	Square kilometers																		68770.61352	68770.61352	2017	68770.61352	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	178	15.22052612	-0.840544119	COG	Congo	1	KMSQ	Square kilometers																		1265.82101	1265.82101	2017	1265.82101	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	KMSQ	Square kilometers																		31.36366	31.36366	2017	31.36366	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	KMSQ	Square kilometers																		1972774.78498	1972774.78498	2017	1972774.78498	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	KMSQ	Square kilometers																		4801.01519	4801.01519	2017	4801.01519	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	191	17.95874553	45.45172212	HRV	Croatia	1	KMSQ	Square kilometers																		4737.05653	4737.05653	2017	4737.05653	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	192	-79.54460144	22.10030366	CUB	Cuba	1	KMSQ	Square kilometers																		15818.76587	15818.76587	2017	15818.76587	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	196	33.22285964	35.05659437	CYP	Cyprus	1	KMSQ	Square kilometers																		120.60482	120.60482	2017	120.60482	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	203	15.33151382	49.73913871	CZE	Czechia	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	204	2.339933594	9.65401646	BEN	Benin	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	208	9.326571283	56.03829721	DNK	Denmark	1	KMSQ	Square kilometers																		18294.19077	18294.19077	2017	18294.19077	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	212	-61.3493756	15.43391378	DMA	Dominica	1	KMSQ	Square kilometers																		3.94575	3.94575	2017	3.94575	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	KMSQ	Square kilometers																		24598.92238	24598.92238	2017	24598.92238	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	KMSQ	Square kilometers																		140936.76303	140936.76303	2017	140936.76303	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	222	-88.86862995	13.73603564	SLV	El Salvador	1	KMSQ	Square kilometers																		664.79885	664.79885	2017	664.79885	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	KMSQ	Square kilometers																		729.715	729.715	2017	729.715	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	231	39.63505296	8.631223181	ETH	Ethiopia	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	232	38.11074289	16.12894644	ERI	Eritrea	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	233	25.84093481	58.68487172	EST	Estonia	1	KMSQ	Square kilometers																		6767.84422	6767.84422	2017	6767.84422	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	KMSQ	Square kilometers																		28.88911	28.88911	2017	28.88911	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	KMSQ	Square kilometers																		52.09352	52.09352	2017	52.09352	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	KMSQ	Square kilometers																		1063046.66062	1063046.66062	2017	1063046.66062	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	242	177.9660884	-17.83301566	FJI	Fiji	1	KMSQ	Square kilometers																		11952.98655	11952.98655	2017	11952.98655	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	246	23.308447	61.91586738	FIN	Finland	1	KMSQ	Square kilometers																		7657.92171	7657.92171	2017	7657.92171	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	248	19.80945969	60.1544901	ALA	Åland Islands	1	KMSQ	Square kilometers																							
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	250	2.457288129	46.62660861	FRA	France	1	KMSQ	Square kilometers																		49524.91528	49524.91528	2017	49524.91528	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	254	-53.23619089	3.922673437	GUF	French Guiana	1	KMSQ	Square kilometers																		1362.33401	1362.33401	2017	1362.33401	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	KMSQ	Square kilometers																		206.94312	206.94312	2017	206.94312	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2018.Q2.G.01	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	KMSQ	Square kilometers																		1694962.73242	1694962.73242	2017	1694962.73242	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2018, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
