"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfProduct_Code","TypeOfProduct_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMA","Non-metallic minerals - industrial or agricultural dominant","0.02864","0.02718","0.02773","0.02615","0.02507","0.02872","0.02696","0.02592","0.02827","0.03012","0.02883","0.0298","0.02933","0.02375","0.03526","0.03441","0.03303","0.03219",2017.0,"0.03219","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NFO","Non-ferrous ores","0.05616","0.06237","0.04806","0.06407","0.09094","0.05644","0.06713","0.08423","0.08645","0.07032","0.04469","0.061","0.05904","0.06446","0.05858","0.05708","0.0547","0.05322",2017.0,"0.05322","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","PET","Petroleum","0.14563","0.14417","0.13872","0.12961","0.12443","0.12315","0.12183","0.11724","0.12134","0.11859","0.10948","0.10361","0.10751","0.10419","0.10153","0.10012","0.09486","0.09129",2017.0,"0.09129","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","GBO","Grazed biomass and fodder crops","0.53464","0.52032","0.50298","0.47207","0.45734","0.44261","0.41883","0.40082","0.39383","0.37599","0.35873","0.35165","0.33365","0.31758","0.30094","0.28767","0.27076","0.25889",2017.0,"0.25889","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WCH","Wild catch and harvest","0.00328","0.00316","0.00295","0.00282","0.00237","0.0023","0.00221","0.0021","0.00218","0.00196","0.00209","0.00181","0.00198","0.00182","0.00177","0.00169","0.00158","0.00151",2017.0,"0.00151","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FOF","Fossil fuels","0.45895","0.45804","0.45492","0.44197","0.4425","0.44403","0.44162","0.4379","0.45665","0.47311","0.45575","0.44736","0.45648","0.448","0.45986","0.44612","0.42983","0.42023",2017.0,"0.42023","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FEO","Ferrous ores","0.05616","0.06237","0.04806","0.06407","0.09094","0.05644","0.06713","0.08423","0.08645","0.07032","0.04469","0.061","0.05904","0.06446","0.05858","0.05708","0.0547","0.05322",2017.0,"0.05322","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CRO","Crops","0.72166","0.67636","0.64537","0.57516","0.56911","0.50596","0.49269","0.49138","0.53398","0.50847","0.45095","0.45017","0.46663","0.45607","0.43293","0.4157","0.39405","0.38735",2017.0,"0.38735","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CPR","Crop residues","0.62854","0.60728","0.54653","0.55606","0.50363","0.49119","0.47766","0.49742","0.47895","0.42792","0.42741","0.4339","0.42583","0.41054","0.38921","0.37461","0.35493","0.34155",2017.0,"0.34155","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","COL","Coal","0.25404","0.25407","0.25373","0.24839","0.2515","0.25351","0.25207","0.25143","0.26541","0.28105","0.27366","0.27192","0.2811","0.27999","0.2942","0.28278","0.27389","0.26908",2017.0,"0.26908","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","BIM","Biomass","2.06868","1.99985","1.86632","1.82018","1.67215","1.62381","1.5768","1.58864","1.55107","1.42099","1.38298","1.38655","1.35503","1.30045","1.23601","1.18564","1.12015","1.07501",2017.0,"1.07501","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","RAW","All raw materials","3.87514","3.83133","3.67945","3.60145","3.47241","3.40052","3.39313","3.4181","3.40453","3.29568","3.15115","3.27722","3.2269","3.1385","3.0519","2.95399","2.81821","2.72996",2017.0,"2.72996","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","GAS","Natural gas","0.05928","0.05981","0.06247","0.06397","0.06657","0.06737","0.06772","0.06924","0.0699","0.07347","0.07262","0.07183","0.06787","0.06383","0.06413","0.06322","0.06108","0.05986",2017.0,"0.05986","Estimated data","Environment Live / Global Material Flows Database","NA"
"34","Southern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WOD","Wood","0.19863","0.19221","0.19343","0.18096","0.169","0.15965","0.14946","0.14074","0.13781","0.1314","0.12338","0.11836","0.11458","0.10897","0.10275","0.09686","0.09039","0.0857",2017.0,"0.0857","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","GBO","Grazed biomass and fodder crops","0.04544","0.04464","0.04588","0.04679","0.04408","0.04067","0.04225","0.04106","0.041","0.04525","0.04458","0.04582","0.03786","0.03504","0.03454","0.03406","0.03355","0.03286",2017.0,"0.03286","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","BIM","Biomass","1.10029","1.08347","1.08006","1.09656","1.05783","1.02516","1.00612","0.98259","0.99189","0.98711","0.92921","0.94123","0.92242","0.88522","0.86079","0.84683","0.83171","0.81216",2017.0,"0.81216","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WOD","Wood","0.16173","0.15071","0.14374","0.14006","0.13219","0.12169","0.1117","0.10469","0.10126","0.09322","0.08688","0.08339","0.07832","0.07176","0.069","0.0659","0.06234","0.05867",2017.0,"0.05867","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WCH","Wild catch and harvest","0.01048","0.01037","0.01001","0.00951","0.00922","0.00895","0.00859","0.00825","0.0078","0.00824","0.00765","0.00745","0.00719","0.0072","0.00719","0.007","0.00682","0.0066",2017.0,"0.0066","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","RAW","All raw materials","2.57615","2.46472","2.57298","2.61337","2.56584","2.5704","2.51648","2.53426","2.53001","2.52488","2.5145","2.50471","2.27773","2.19095","2.00342","1.9964","1.9747","1.94032",2017.0,"1.94032","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","PET","Petroleum","0.16118","0.15676","0.15234","0.14758","0.15643","0.14276","0.13497","0.12942","0.12766","0.1272","0.12627","0.12286","0.11863","0.11716","0.11453","0.11451","0.11193","0.1088",2017.0,"0.1088","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMC","Non-metallic minerals - construction dominant","0.83982","0.75647","0.77016","0.81342","0.80408","0.82755","0.83499","0.83984","0.86502","0.87804","0.9137","0.87216","0.65436","0.63549","0.6392","0.63659","0.63289","0.6251",2017.0,"0.6251","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMA","Non-metallic minerals - industrial or agricultural dominant","0.02465","0.0231","0.01907","0.01994","0.02076","0.01789","0.02318","0.01799","0.01874","0.01501","0.01734","0.01837","0.01721","0.01659","0.01692","0.01668","0.01642","0.01608",2017.0,"0.01608","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NFO","Non-ferrous ores","0.02571","0.01862","0.02584","0.02347","0.02383","0.02598","0.02404","0.02536","0.03017","0.02597","0.02424","0.02305","0.02649","0.02416","0.02602","0.02641","0.02481","0.02462",2017.0,"0.02462","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMM","Non-metallic minerals","0.78492","0.67304","0.73711","0.79891","0.79257","0.81196","0.8168","0.81373","0.84863","0.86546","0.8948","0.86151","0.64609","0.62458","0.62752","0.62654","0.62434","0.61713",2017.0,"0.61713","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","GAS","Natural gas","0.05117","0.05207","0.05419","0.05654","0.05481","0.05641","0.05547","0.06055","0.05982","0.0549","0.05456","0.0502","0.04947","0.05121","0.0497","0.04649","0.04578","0.04482",2017.0,"0.04482","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FOF","Fossil fuels","0.26809","0.27043","0.2685","0.26427","0.28173","0.27174","0.26089","0.25462","0.25723","0.25642","0.2614","0.24871","0.24535","0.24525","0.24592","0.25414","0.25058","0.24559",2017.0,"0.24559","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FEO","Ferrous ores","0.02571","0.01862","0.02584","0.02347","0.02383","0.02598","0.02404","0.02536","0.03017","0.02597","0.02424","0.02305","0.02649","0.02416","0.02602","0.02641","0.02481","0.02462",2017.0,"0.02462","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CRO","Crops","0.45691","0.46323","0.44826","0.45097","0.45504","0.44076","0.42639","0.42138","0.42434","0.43636","0.41155","0.39929","0.40438","0.40656","0.39375","0.38244","0.37696","0.38016",2017.0,"0.38016","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CPR","Crop residues","0.40618","0.40695","0.40422","0.41578","0.4064","0.40177","0.39414","0.38557","0.39684","0.39673","0.37122","0.37614","0.37194","0.35973","0.35005","0.34552","0.34066","0.33386",2017.0,"0.33386","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","COL","Coal","0.05574","0.06161","0.06197","0.06014","0.07048","0.07262","0.07048","0.07185","0.07435","0.07658","0.08057","0.07764","0.07725","0.07688","0.08169","0.09314","0.09287","0.09197",2017.0,"0.09197","Estimated data","Environment Live / Global Material Flows Database","NA"
"35","South-Eastern Asia","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","MEO","Metal ores","0.4338","0.44458","0.49163","0.45567","0.43371","0.46153","0.43278","0.48368","0.43258","0.41598","0.42936","0.45369","0.46396","0.44156","0.26919","0.26889","0.26806","",2016.0,"0.26806","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WOD","Wood","0.01396","0.01254","0.01574","0.01532","0.01428","0.01282","0.01337","0.01306","0.01166","0.01035","0.01245","0.01182","0.01108","0.01158","0.01208","0.01209","0.01179","0.01144",2017.0,"0.01144","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NFO","Non-ferrous ores","0.01419","0.01381","0.01475","0.01582","0.01504","0.01443","0.01584","0.01527","0.0135","0.00722","0.00903","0.00892","0.00575","0.00762","0.00718","0.0064","0.00566","0.00504",2017.0,"0.00504","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WCH","Wild catch and harvest","0.00083","0.00087","0.00082","0.00084","0.00076","0.00078","0.00081","0.00075","0.00074","0.00077","0.00077","0.00078","0.00072","0.00073","0.00077","0.00075","0.00073","0.00071",2017.0,"0.00071","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","RAW","All raw materials","0.53986","0.53892","0.64575","0.62631","0.61658","0.59606","0.5913","0.5633","0.52139","0.47803","0.45324","0.43075","0.36702","0.34576","0.33677","0.32242","0.30289","0.28321",2017.0,"0.28321","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","PET","Petroleum","0.05511","0.05328","0.05906","0.05661","0.05427","0.05191","0.04996","0.04789","0.04668","0.04502","0.04379","0.04188","0.03927","0.0377","0.03746","0.03808","0.03613","0.03409",2017.0,"0.03409","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMM","Non-metallic minerals","0.30243","0.31337","0.33299","0.34057","0.34966","0.35436","0.35746","0.33801","0.29744","0.26523","0.23968","0.21516","0.16139","0.13313","0.13263","0.11876","0.10558","0.09283",2017.0,"0.09283","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMC","Non-metallic minerals - construction dominant","0.30105","0.31151","0.32728","0.33468","0.3452","0.35054","0.35401","0.33358","0.29452","0.26091","0.23605","0.2115","0.16037","0.13389","0.13415","0.12041","0.10743","0.09486",2017.0,"0.09486","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMA","Non-metallic minerals - industrial or agricultural dominant","0.01343","0.01364","0.01833","0.01769","0.01679","0.01671","0.01643","0.01634","0.01597","0.01542","0.01535","0.01499","0.01394","0.01375","0.01387","0.01358","0.01327","0.0129",2017.0,"0.0129","Estimated data","Environment Live / Global Material Flows Database","NA"
"39","Southern Europe","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","MEO","Metal ores","0.02174","0.01952","0.02392","0.0229","0.02081","0.01962","0.02159","0.02115","0.01998","0.01239","0.01597","0.01677","0.01509","0.01711","0.01731","0.01669","0.01613","0.01567",2017.0,"0.01567","Estimated data","Environment Live / Global Material Flows Database","NA"
