series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	NUMBER	Number	131	79	154	259	171	257	323	232.8	2016	323	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	NUMBER	Number	33	23	20	32	12	0	6	14	2016	6	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	NUMBER	Number	103793	104139	104587	107534	110086	111901	113625	109546.6	2016	113625	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	NUMBER	Number	2274114	2274371	2053933	2293962	2183341	2183066	2206011	2184062.6	2016	2206011	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	NUMBER	Number	6	8	3	2	2	6	1	2.8	2016	1	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	NUMBER	Number	530231	529678	534996	517058	517202	523534	530557	524669.4	2016	530557	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	428	26.42461876	56.64196636	LVA	Latvia	1	NUMBER	Number	14	10	8	7	13	10	11	9.8	2016	11	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	NUMBER	Number	4118393	4129824	4163214	3800870	3892337	3812536	2919973	3717786	2016	2919973	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	434	18.0295985	27.04042819	LBY	Libya	1	NUMBER	Number	2280	1330	1504	0	7	8	1	304	2016	1	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	NUMBER	Number	23	24	23	23	22	33	26	25.4	2016	26	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	NUMBER	Number	1	1	0	0	0	0	0	0	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	NUMBER	Number	19324091	19526890	20020745	19902970	20489741	21298533	18863123	20115022.4	2016	18863123	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	NUMBER	Number	15182245	16258408	17100807	17247597	11081195	11426323	11435030	13658190.4	2016	11435030	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	NUMBER	Number	589140	652692	1266123	660208	176748	174457	120318	479570.8	2016	120318	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	NUMBER	Number	927	2923	1090	684	747	1892	1937	1270	2016	1937	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	466	-3.522016039	17.35311254	MLI	Mali	1	NUMBER	Number	16842943	18008936	18569896	19604912	19460797	18291866	18605778	18906649.8	2016	18605778	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	470	14.44617519	35.89194275	MLT	Malta	1	NUMBER	Number	11	3	3	0	0	0	1	0.8	2016	1	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	NUMBER	Number	661691	661691	662208	678561	681150	690268	589697	660376.8	2016	589697	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	NUMBER	Number	24322	23990	23296	20861	0	0	0	8831.4	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	NUMBER	Number	8969431	8885336	9777048	10282283	10160220	9923501	9532039	9935018.2	2016	9532039	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	492	7.424214814	43.73532918	MCO	Monaco	1	NUMBER	Number	0	0	0	0	0	0	0	0	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	NUMBER	Number	25	32	25	47	42	43	0	31.4	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	NUMBER	Number	114591	113116	0	0	0	0	0	0	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	NUMBER	Number	6309	6244	6272	5267	3	5	6	2310.6	2016	6	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	NUMBER	Number	8900	4482	3034	2741	2665	2917	25	2276.4	2016	25	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	NUMBER	Number	20995373	21173259	21361840	22489106	22814191	23150013	23920538	22747137.6	2016	23920538	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	512	57.87743482	21.98805614	OMN	Oman	1	NUMBER	Number	6	3	10	5	6	5	0	5.2	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	NUMBER	Number	999049	1010305	1044687	1040483	1048837	1073269	1097233	1060901.8	2016	1097233	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	520	166.92313	-0.528742623	NRU	Nauru	1	NUMBER	Number	2894	2874	2837	2787	2749	2822	2844	2807.8	2016	2844	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	524	83.94678863	28.25866332	NPL	Nepal	1	NUMBER	Number	26834231	26975315	20852506	23979335	21348508	18850311	17552881	20516708.2	2016	17552881	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	NUMBER	Number	35	45	50	34	37	64	38	44.6	2016	38	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	NUMBER	Number	86888	88267	87594	254710	262202	266041	271465	228402.4	2016	271465	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	554	170.4755673	-43.98721568	NZL	New Zealand	1	NUMBER	Number	54	43	1	3	4	3	0	2.2	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	NUMBER	Number	1866501	1861892	1846947	1178283	1175728	933780	926646	1212276.8	2016	926646	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	562	9.400167877	17.42143036	NER	Niger	1	NUMBER	Number	14458887	14837111	15366099	16041372	14871359	15779050	15233885	15458353	2016	15233885	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	566	8.097363256	9.585789025	NGA	Nigeria	1	NUMBER	Number	122768724	135828252	139891007	147555654	140377288	140541791	128936746	139460497.2	2016	128936746	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	570	-169.8601693	-19.05000475	NIU	Niue	1	NUMBER	Number	0	0	0	0	0	0	1	0.2	2016	1	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	578	11.47846389	61.34311134	NOR	Norway	1	NUMBER	Number	2	3	2	2	0	2	3	1.8	2016	3	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	NUMBER	Number	35187	35002	34797	22976	52285	72590	70736	50676.8	2016	70736	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	NUMBER	Number	17892	18044	15244	14594	21253	28996	19594	19936.2	2016	19594	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	585	134.5733878	7.502307591	PLW	Palau	1	NUMBER	Number	20044	20044	20044	3	15	15	41	4023.6	2016	41	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	586	68.80479684	29.36491634	PAK	Pakistan	1	NUMBER	Number	69714319	69714319	31511018	30292389	30418380	31056287	31683212	30992257.2	2016	31683212	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	591	-81.26616623	8.450965746	PAN	Panama	1	NUMBER	Number	426760	428668	413140	419689	392717	437597	453129	423254.4	2016	453129	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	NUMBER	Number	6113938	6167038	6205145	6252956	6301846	6425746	6528722	6342883	2016	6528722	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	NUMBER	Number	922422	926211	892188	454727	804269	795686	790833	747540.6	2016	790833	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	604	-71.82093277	-13.58939705	PER	Peru	1	NUMBER	Number	3470149	3463562	3003504	3008028	2985116	2831613	2814779	2928608	2016	2814779	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	608	120.8601418	14.16591706	PHL	Philippines	1	NUMBER	Number	52756155	49871718	51303271	44946508	44676210	43430927	49110117	46693406.6	2016	49110117	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	616	19.40660158	52.1226733	POL	Poland	1	NUMBER	Number	36	19	28	39	48	47	64	45.2	2016	64	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	620	-7.961599811	39.68509315	PRT	Portugal	1	NUMBER	Number	35	17	8	12	4	6	6	7.2	2016	6	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	NUMBER	Number	1545580	1746320	1777561	1880661	1884348	1731541	1576882	1770198.6	2016	1576882	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	NUMBER	Number	1101449	1128972	1211898	1102227	1108101	1170044	1167125	1151879	2016	1167125	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	634	51.19152467	25.28355379	QAT	Qatar	1	NUMBER	Number	35	25	24	26	48	26	36	32	2016	36	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	638	55.53171398	-21.13183266	REU	Réunion	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	642	24.98481009	45.83893563	ROU	Romania	1	NUMBER	Number	843154	837232	97	55	31	19	13	43	2016	13	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	643	99.01404926	61.61899849	RUS	Russian Federation	1	NUMBER	Number	15	9	0	0	0	0	0	0	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	646	29.92310194	-1.999842114	RWA	Rwanda	1	NUMBER	Number	4270858	4395476	4721856	4946783	4148673	5065110	5190529	4814590.2	2016	5190529	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	NUMBER	Number	518	518	463	100	75	2	136	155.2	2016	136	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	660	-63.05651612	18.21525315	AIA	Anguilla	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	NUMBER	Number	41619	41363	41542	36090	35952	33729	26921	34846.8	2016	26921	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	NUMBER	Number	573	565	529	127	117	1	89	172.6	2016	89	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	674	12.46329038	43.93841766	SMR	San Marino	1	NUMBER	Number	0	0	0	0	0	0	0	0	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	NUMBER	Number	410000	410000	410000	410000	194850	199686	200169	282941	2016	200169	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	NUMBER	Number	4142	1964	1476	2001	2207	1496	0	1436	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	686	-14.46636926	14.35920905	SEN	Senegal	1	NUMBER	Number	8721204	8837088	8836568	11152917	11786376	11849373	11635621	11052171	2016	11635621	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	688	20.805876	44.03145697	SRB	Serbia	1	NUMBER	Number	93886	93503	92677	25617	0	0	0	23658.8	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	690	55.46561591	-4.678053059	SYC	Seychelles	1	NUMBER	Number	1	1	0	0	1	0	0	0.2	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	NUMBER	Number	6903386	7101947	7452567	7559427	7563752	7500446	7651657	7545569.8	2016	7651657	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	702	103.8107883	1.361009155	SGP	Singapore	1	NUMBER	Number	5375	5341	4078	20690	17996	10473	13098	13267	2016	13098	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	703	19.48495604	48.70741446	SVK	Slovakia	1	NUMBER	Number	9	2	3	20	8	5	4	8	2016	4	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	704	105.802499	10.09643079	VNM	Viet Nam	1	NUMBER	Number	8608402	8608402	8608402	8608402	8855946	4468764	6953978	7499098.4	2016	6953978	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	705	14.82209486	46.11958061	SVN	Slovenia	1	NUMBER	Number	8	8	6	6	5	7	3	5.4	2016	3	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	706	46.20367477	4.406485729	SOM	Somalia	1	NUMBER	Number	4061459	4166609	4259261	4766354	4890603	5015936	5163752	4819181.2	2016	5163752	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	710	24.67184355	-29.99957544	ZAF	South Africa	1	NUMBER	Number	6144429	6171372	6164232	6585451	6632628	6696701	6784419	6572686.2	2016	6784419	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	NUMBER	Number	6437391	6472357	6496297	6958826	7044667	10346543	9958235	8160913.6	2016	9958235	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	724	-3.554078296	40.39211472	ESP	Spain	1	NUMBER	Number	255	298	327	370	276	131	87	238.2	2016	87	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	728	30.32618773	7.290839152	SSD	South Sudan	1	NUMBER	Number	5263538	2559354	5707037	9050474	9320607	9706562	9991337	8755203.4	2016	9991337	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	736	29.95650159	16.02643066	SDN	Sudan	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	740	-55.90626394	4.132603197	SUR	Suriname	1	NUMBER	Number	432	450	1284	428	51357	56918	58237	33644.8	2016	58237	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	NUMBER	Number	580187	584020	577163	591129	597165	331005	198319	458956.2	2016	198319	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	752	14.3775338	60.60103109	SWE	Sweden	1	NUMBER	Number	30	19	16	16	21	26	27	21.2	2016	27	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	756	8.223158	46.96617097	CHE	Switzerland	1	NUMBER	Number	0	0	0	0	0	0	0	0	2016	0	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	NUMBER	Number	42193	58178	55916	72033	53912	50995	47402	56051.6	2016	47402	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	762	69.294998	38.43069666	TJK	Tajikistan	1	NUMBER	Number	105377	105686	104685	117045	120476	123178	125863	118249.4	2016	125863	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	764	101.0202951	15.13089239	THA	Thailand	1	NUMBER	Number	117369	83105	79824	154968	41297	145141	64094	97064.8	2016	64094	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	768	0.97835765	8.532096072	TGO	Togo	1	NUMBER	Number	4323967	4642943	4470369	4782153	4613684	5586475	6328077	5156151.6	2016	6328077	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	776	-175.1959991	-21.19511329	TON	Tonga	1	NUMBER	Number	30	0	36483	36604	36668	36871	37131	36751.4	2016	37131	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	NUMBER	Number	20521	20526	20583	17829	17869	19323	19498	19020.4	2016	19498	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	NUMBER	Number	10	0	0	31	0	0	40	14.2	2016	40	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	788	9.572737411	34.11439971	TUN	Tunisia	1	NUMBER	Number	265913	264843	277152	200856	3412	6642	6082	98828.8	2016	6082	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	792	35.42890329	38.9899684	TUR	Turkey	1	NUMBER	Number	1456801	1450427	1912	2303	1700	2009	1497	1884.2	2016	1497	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	NUMBER	Number	0	81	158	60	55	49	52	74.8	2016	52	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	NUMBER	Number	9777	10534	10513	10515	11772	10550	10782	10826.4	2016	10782	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	800	32.39100438	1.279557331	UGA	Uganda	1	NUMBER	Number	24395478	24551372	24988968	26134080	25343585	23239105	23486474	24638442.4	2016	23486474	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	804	31.40270802	49.00735945	UKR	Ukraine	1	NUMBER	Number	6	4	0	0	4	0	0	0.8	2016	0	WHO Global Health Observatory	CA
