"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"19","Americas","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1108941.579","1111202.331","1113442.091","1114069.93","1116741.414","1117044.945","1116028.626","1115791.578","1112408.51","1112668.736","1113288.497","1114970.278",2016.0,"1114970.278","Country data","Global Surface Water Explorer extraction for UN Environment"
"21","Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","878834.6699","879884.0339","881156.052","881622.3445","883883.3173","884861.2075","884944.7741","885026.9275","882044.8483","883154.0482","884222.7815","885490.762",2016.0,"885490.762","Country data","Global Surface Water Explorer extraction for UN Environment"
"29","Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","4077.49366","4088.67571","4118.90154","4150.47564","4156.15294","4247.45831","4303.3143","4332.1552","4381.45645","4392.65062","4435.28486","4454.8122",2016.0,"4454.8122","Country data","Global Surface Water Explorer extraction for UN Environment"
"30","Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","128142.7137","129138.1974","130735.3596","132219.7079","132142.8933","132543.0206","133476.3325","133968.4786","135112.015","136417.6011","137103.8969","137164.7951",2016.0,"137164.7951","Country data","Global Surface Water Explorer extraction for UN Environment"
"34","Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","82227.66707","82347.30389","82755.63977","83476.49295","83856.81398","83746.92872","83380.35711","83229.12422","82586.25156","82590.67387","83002.58512","83017.53782",2016.0,"83017.53782","Country data","Global Surface Water Explorer extraction for UN Environment"
"35","South-Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","61257.01874","61378.69588","61547.74284","62183.49774","62527.93553","62904.93259","63057.14703","63491.17963","63579.94524","63429.81174","63497.10991","63106.75371",2016.0,"63106.75371","Country data","Global Surface Water Explorer extraction for UN Environment"
"39","Southern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","12572.44811","12646.0082","12667.42268","12702.90245","12692.95704","12643.74897","12779.09305","12891.24318","12921.05106","13100.62732","13264.2733","13248.08874",2016.0,"13248.08874","Country data","Global Surface Water Explorer extraction for UN Environment"
"53","Australia and New Zealand","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","20607.06065","20065.48367","19452.22712","19233.51319","19304.83471","19140.82106","19243.14156","20180.24137","21028.54146","21321.91273","21565.00661","21545.84488",2016.0,"21545.84488","Country data","Global Surface Water Explorer extraction for UN Environment"
"54","Melanesia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","5718.3101","5681.28917","5612.07253","5657.59805","5725.87817","5860.10017","5914.78495","6008.40812","6034.20713","6044.20473","6071.19793","6030.58275",2016.0,"6030.58275","Country data","Global Surface Water Explorer extraction for UN Environment"
"57","Micronesia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","139.57521","140.56631","139.96661","138.86756","137.29641","136.27311","136.79613","136.1874","136.38349","139.72692","147.32833","154.24664",2016.0,"154.24664","Country data","Global Surface Water Explorer extraction for UN Environment"
"61","Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","48.33553","41.02539","37.72801","32.30237","31.26859","55.18273","98.39237","94.07611","94.91381","139.05856","166.62792","178.20511",2016.0,"178.20511","Country data","Global Surface Water Explorer extraction for UN Environment"
"62","Central and Southern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","358116.9221","357437.5774","356930.9684","356866.337","354766.6538","351726.4179","349040.7321","346339.4798","342804.9566","341960.9599","341523.3318","341169.035",2016.0,"341169.035","Country data","Global Surface Water Explorer extraction for UN Environment"
"97","European Union","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"142","Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","637838.7421","638409.7533","640538.4175","643141.0236","641764.7658","639241.5607","637588.8408","635592.7194","633164.8748","634203.1634","635310.6535","635146.2427",2016.0,"635146.2427","Country data","Global Surface Water Explorer extraction for UN Environment"
"143","Central Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","275889.255","275090.2736","274175.3287","273389.844","270909.8399","267979.4892","265660.375","263110.3556","260218.705","259370.286","258520.7467","258151.4971",2016.0,"258151.4971","Country data","Global Surface Water Explorer extraction for UN Environment"
"145","Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","90322.08763","90455.28262","91324.34665","91871.48104","92327.28316","92067.18966","92014.62919","91793.58135","91667.9579","92394.79068","93186.3149","93705.6589",2016.0,"93705.6589","Country data","Global Surface Water Explorer extraction for UN Environment"
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","653475.5524","651961.0815","652510.5314","657944.9621","667164.0679","673232.8509","673288.6345","674394.8429","670507.2372","676610.6017","678771.114","684525.8329",2016.0,"684525.8329","Country data","Global Surface Water Explorer extraction for UN Environment"
"151","Eastern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","535640.1351","534451.9055","534888.883","540807.9388","550107.6162","556054.0018","555755.247","556793.4414","553074.4729","557127.515","558713.0415","563861.8054",2016.0,"563861.8054","Country data","Global Surface Water Explorer extraction for UN Environment"
"154","Northern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","94866.43991","94441.24365","94461.97519","93926.58935","93906.02652","94082.57201","94261.2569","94218.48847","94021.12742","95755.76971","96109.19878","96709.85479",2016.0,"96709.85479","Country data","Global Surface Water Explorer extraction for UN Environment"
"155","Western Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","216674.6354","216238.4734","215596.5869","215619.8964","215663.7462","215932.7384","216186.1001","216751.9039","216604.3666","216548.1397","216623.586","216382.8701",2016.0,"216382.8701","Country data","Global Surface Water Explorer extraction for UN Environment"
"202","Sub-Saharan Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","233113.9757","232295.2858","231437.2577","231022.9972","231089.7129","231515.0451","231975.9004","232638.1975","232815.1233","233021.42","233198.88","233016.0305",2016.0,"233016.0305","Country data","Global Surface Water Explorer extraction for UN Environment"
"223","Eastern Asia (excluding Japan and China)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","230106.909","231318.2975","232286.039","232447.5851","232858.0967","232183.7379","231083.8516","230764.6502","230363.6615","229514.6877","229065.7151","229479.5157",2016.0,"229479.5157","Country data","Global Surface Water Explorer extraction for UN Environment"
"420","Latin America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","468441.6726","467283.0194","466263.6452","465283.8274","463434.2149","460146.3777","457455.694","454707.6924","452401.4989","452231.7143","452349.287","452948.0051",2016.0,"452948.0051","Country data","Global Surface Water Explorer extraction for UN Environment"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"513","Europe and Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1532310.222","1531845.115","1533666.583","1539567.307","1551047.385","1558094.058","1558233.409","1559421.77","1552552.086","1559764.65","1562993.896","1570016.595",2016.0,"1570016.595","Country data","Global Surface Water Explorer extraction for UN Environment"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"515","Developing regions","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","5906.22084","5862.88086","5789.76715","5828.76797","5894.44317","6051.55601","6149.97345","6238.67163","6265.50443","6322.9902","6385.15418","6363.0345",2016.0,"6363.0345","Country data","Global Surface Water Explorer extraction for UN Environment"
"722","Small island developing States (SIDS)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","13815.28044","13763.35577","13716.64609","13789.97462","13877.10623","14171.76432","14360.50654","14492.03671","14568.50591","14634.23133","14739.40699","14735.16705",2016.0,"14735.16705","Country data","Global Surface Water Explorer extraction for UN Environment"
"738","Sub-Saharan Africa (inc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"747","Northern Africa and Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","99726.79722","99752.29829","100376.3816","100788.2118","101133.6437","100974.0013","101052.9372","100953.868","100715.3254","101453.232","102118.8083","102624.2226",2016.0,"102624.2226","Country data","Global Surface Water Explorer extraction for UN Environment"
"753","Eastern and South-Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","189849.3281","190963.4048","192729.8954","194852.0922","195120.9128","195898.7783","196986.104","197911.4015","199141.318","200295.5353","201048.7955","200718.2726",2016.0,"200718.2726","Country data","Global Surface Water Explorer extraction for UN Environment"
"827","United Kingdom (England and Wales)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
