"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"150","Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.95133","2.94468","2.94726","2.97174","3.01338","3.0408","3.04163","3.04667","3.0293","3.05676","3.06633","3.09235",2016.0,"3.09235","Country data","Global Surface Water Explorer extraction for UN Environment"
"151","Eastern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.96622","2.95978","2.9624","2.99517","3.04662","3.07954","3.0785","3.08428","3.06383","3.08612","3.0949","3.12341",2016.0,"3.12341","Country data","Global Surface Water Explorer extraction for UN Environment"
"154","Northern Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.57085","5.54588","5.5471","5.51566","5.51445","5.52482","5.53688","5.53443","5.52347","5.62543","5.64599","5.68145",2016.0,"5.68145","Country data","Global Surface Water Explorer extraction for UN Environment"
"155","Western Europe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.07435","1.07218","1.069","1.06912","1.06943","1.07077","1.07202","1.07482","1.0741","1.07382","1.07416","1.07295",2016.0,"1.07295","Country data","Global Surface Water Explorer extraction for UN Environment"
"202","Sub-Saharan Africa","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.09626","1.09241","1.08837","1.08642","1.08674","1.08874","1.0909","1.09402","1.09485","1.09582","1.09662","1.09574",2016.0,"1.09574","Country data","Global Surface Water Explorer extraction for UN Environment"
"223","Eastern Asia (excluding Japan and China)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.14811","1.15416","1.15904","1.15985","1.1619","1.15853","1.15304","1.15145","1.14945","1.14521","1.14297","1.14501",2016.0,"1.14501","Country data","Global Surface Water Explorer extraction for UN Environment"
"420","Latin America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.94085","2.93358","2.92717","2.92102","2.90971","2.88907","2.87218","2.85496","2.84048","2.83942","2.84003","2.84379",2016.0,"2.84379","Country data","Global Surface Water Explorer extraction for UN Environment"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"513","Europe and Northern America","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.75496","3.75395","3.75848","3.7729","3.80103","3.8183","3.81904","3.82198","3.80663","3.82424","3.83202","3.84925",2016.0,"3.84925","Country data","Global Surface Water Explorer extraction for UN Environment"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"515","Developing regions","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.09334","1.08532","1.07178","1.079","1.09116","1.12024","1.13846","1.15488","1.15985","1.17049","1.182","1.1779",2016.0,"1.1779","Country data","Global Surface Water Explorer extraction for UN Environment"
"722","Small island developing States (SIDS)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.15981","1.15545","1.1525","1.15864","1.16595","1.19067","1.20654","1.21758","1.224","1.22952","1.23835","1.23755",2016.0,"1.23755","Country data","Global Surface Water Explorer extraction for UN Environment"
"738","Sub-Saharan Africa (inc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"747","Northern Africa and Western Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.77743","0.77763","0.78249","0.78571","0.78841","0.78716","0.78777","0.787","0.78514","0.79108","0.79627","0.80021",2016.0,"0.80021","Country data","Global Surface Water Explorer extraction for UN Environment"
"753","Eastern and South-Eastern Asia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.18995","1.19691","1.20802","1.22136","1.22305","1.22793","1.23473","1.24053","1.24824","1.25543","1.26014","1.25807",2016.0,"1.25807","Country data","Global Surface Water Explorer extraction for UN Environment"
"827","United Kingdom (England and Wales)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"829","United Kingdom (Scotland)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"830","Channel Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
