series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	36	134.3499412	-25.57717202	AUS	Australia	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	40	14.14172472	47.58704857	AUT	Austria	1	CU_USD_M	millions of current United States dollars													0	0	2017	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	44	-78.05111663	24.69546597	BHS	Bahamas	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	48	50.5490754	26.04407747	BHR	Bahrain	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	50	89.17660788	22.86961622	BGD	Bangladesh	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	51	44.93839317	40.29499741	ARM	Armenia	1	CU_USD_M	millions of current United States dollars													13.319732	13.319732	2017	13.319732	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	52	-59.5346489	13.13648273	BRB	Barbados	1	CU_USD_M	millions of current United States dollars	1.038525	0.863625	2.763318	1.236803	1.489927	1.927801	1.342435	0.64935	0.978188					0.978188	2013	0.978188	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	56	4.660976456	50.64104975	BEL	Belgium	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	60	-64.78155012	32.27881922	BMU	Bermuda	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	64	90.45098484	27.39598568	BTN	Bhutan	1	CU_USD_M	millions of current United States dollars					58.103636	1.321275	79.080493	0.273852	8.399904	2.179038	0.272818	0.2415	7.973786	3.8134092	2017	7.973786	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	CU_USD_M	millions of current United States dollars	160.566472	23.117294	72.584083	278.288079	61.022686	883.211885	517.132133	68.454343	30.219981					30.219981	2013	30.219981	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	72	23.81380223	-22.18810073	BWA	Botswana	1	CU_USD_M	millions of current United States dollars									0	0	0	0	1.654769	0.3309538	2017	1.654769	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	76	-53.08432878	-10.77668561	BRA	Brazil	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	84	-88.70199554	17.19965901	BLZ	Belize	1	CU_USD_M	millions of current United States dollars	0		0.02295	1164.358392	0.121125	11.718106	0.01032								2011	0.01032	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	CU_USD_M	millions of current United States dollars		0	62.31027	0	2.592264	5.50407	0.12285	1.032336	11.945925	0				5.9729625	2014	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	100	25.23763153	42.75731323	BGR	Bulgaria	1	CU_USD_M	millions of current United States dollars													0	0	2017	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	104	96.51752295	21.19332882	MMR	Myanmar	1	CU_USD_M	millions of current United States dollars	154.257338	116.462648	128.528155	5163.656964	47.138463	163.902119	502.245273	638.07619	376.449014	678.998739	16662.211859	2599.979927	1456.769693	4354.8818464	2017	1456.769693	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	108	29.89080992	-3.366387428	BDI	Burundi	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	112	28.04940161	53.54193075	BLR	Belarus	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	116	104.922836	12.71163737	KHM	Cambodia	1	CU_USD_M	millions of current United States dollars	827.587507	730.756784	1858.542232	144.413063	11479.708294	5546.402249	24620.522637	344.751927	17601.456053	467.547101	138.015447	189.108951	1431.346398	3965.49479	2017	1431.346398	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	120	12.7419827	5.692387031	CMR	Cameroon	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	124	-101.6575058	57.72360191	CAN	Canada	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	CU_USD_M	millions of current United States dollars		0		0	0.0249					6.015064	2.445		0.0246	2.82822133333333	2017	0.0246	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	140	20.93559492	7.003720791	CAF	Central African Republic	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	CU_USD_M	millions of current United States dollars	110.435325	140.796188	159.168563	637.313738	59.856	88.56135	340.709152	220.75021	83.694819	256.7817	57.8214	70.884331	372.450011	168.3264522	2017	372.450011	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	148	18.66618401	15.36279341	TCD	Chad	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	152	-71.23029019	-35.2652885	CHL	Chile	1	CU_USD_M	millions of current United States dollars	236.476124	67.298333	152.41529	6995.495088	301.817345	27583.167634	370.46275	148.461462	162.57415	216.103607			0	126.225919	2017	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	156	104.1403375	32.30955217	CHN	China	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	170	-73.07446751	3.888209046	COL	Colombia	1	CU_USD_M	millions of current United States dollars	1014.696552	459.281738	619.619715	1490.388315	1045.170032	3012.464144	3145.870533	1266.968126	4347.084809	747.435449	586.066193	3.896588	51.43895	1147.1843978	2017	51.43895	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	174	43.34234565	-11.66121732	COM	Comoros	1	CU_USD_M	millions of current United States dollars	0	0	0	0	0		4.5753	4.150613	0.322763	0.237825				0.280294	2014	0.237825	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	175	45.14015057	-12.82217691	MYT	Mayotte	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	178	15.22052612	-0.840544119	COG	Congo	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	CU_USD_M	millions of current United States dollars	0		0		0	0									2010	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	CU_USD_M	millions of current United States dollars	75.016629	10.16037	814.011235	96.107709	60.195975	82.33602	165.833617	67.419002	16.65446	616.875649	15064.733213	1737.825229	2.32618	3487.6829462	2017	2.32618	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	191	17.95874553	45.45172212	HRV	Croatia	1	CU_USD_M	millions of current United States dollars												0	282.705024	141.352512	2017	282.705024	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	192	-79.54460144	22.10030366	CUB	Cuba	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	196	33.22285964	35.05659437	CYP	Cyprus	1	CU_USD_M	millions of current United States dollars	0	0	0.640436	0.002902	1.867648	0.355698	0.06686	0	0	0.49955	0	0	2.591617	0.6182334	2017	2.591617	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	203	15.33151382	49.73913871	CZE	Czechia	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	204	2.339933594	9.65401646	BEN	Benin	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	208	9.326571283	56.03829721	DNK	Denmark	1	CU_USD_M	millions of current United States dollars													0	0	2017	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	212	-61.3493756	15.43391378	DMA	Dominica	1	CU_USD_M	millions of current United States dollars			21.644969		0.52725	0.23715	1.15785	0.111	0.59985	0.111576				0.355713	2014	0.111576	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	CU_USD_M	millions of current United States dollars	37.091009	118.556835	67.93792	277.403046	76.3564	11.832908	1203.949385	2996.763456	553.231071	558.254117	911.419835	1661.860205	1883.8308	1113.7192056	2017	1883.8308	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	222	-88.86862995	13.73603564	SLV	El Salvador	1	CU_USD_M	millions of current United States dollars	42.010984	46.870553	33.274236	66.158089	60.049274	439.329247	363.379902	3.092414	3.313278	18.689625	17.089703			13.0308686666667	2015	17.089703	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	CU_USD_M	millions of current United States dollars						0.031388		0.202725	0.02325	0.033975	0	9.212702	1.462533	2.146492	2017	1.462533	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	231	39.63505296	8.631223181	ETH	Ethiopia	1	CU_USD_M	millions of current United States dollars	285.95964	620.805774	147.836806	509.793225	7.818804	49.594292	0	1.924659	0					0	2013	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	232	38.11074289	16.12894644	ERI	Eritrea	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	233	25.84093481	58.68487172	EST	Estonia	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	242	177.9660884	-17.83301566	FJI	Fiji	1	CU_USD_M	millions of current United States dollars	0	0.093938	0.07605	1.30815	22.217025	23.629392	1.163853	119.568071	0	0				0	2014	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	246	23.308447	61.91586738	FIN	Finland	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	248	19.80945969	60.1544901	ALA	Åland Islands	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	250	2.457288129	46.62660861	FRA	France	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	254	-53.23619089	3.922673437	GUF	French Guiana	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	CU_USD_M	millions of current United States dollars			0												2007	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	262	42.18274707	11.56004161	DJI	Djibouti	1	CU_USD_M	millions of current United States dollars	0.014744	0.207396	0.0446	0.081056	0	0.052107	0.065015	0							2012	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	266	11.78727747	-0.60687619	GAB	Gabon	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	268	43.3713615	42.04813028	GEO	Georgia	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	270	-15.39944785	13.45295927	GMB	Gambia	1	CU_USD_M	millions of current United States dollars													0	0	2017	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	275	35.25694122	31.94347933	PSE	State of Palestine	1	CU_USD_M	millions of current United States dollars	0	0	0	0	0	0	0	0	0					0	2013	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	276	10.3806066	51.08862743	DEU	Germany	1	CU_USD_M	millions of current United States dollars													0	0	2017	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	288	-1.205623522	7.964825185	GHA	Ghana	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	296	-157.5643005	1.768837732	KIR	Kiribati	1	CU_USD_M	millions of current United States dollars				0						0.25575				0.25575	2014	0.25575	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	300	22.58307827	39.47301873	GRC	Greece	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	304	-41.39371316	74.75625681	GRL	Greenland	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	308	-61.68248568	12.11238395	GRD	Grenada	1	CU_USD_M	millions of current United States dollars	1946.74404		0	0	0	0	0.1551	0		0				0	2014	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	316	144.7029305	13.35485404	GUM	Guam	1	CU_USD_M	millions of current United States dollars											0			0	2015	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	320	-91.2312746	15.00273719	GTM	Guatemala	1	CU_USD_M	millions of current United States dollars	3083.721581	130.963064	148.541358	2883.578251	98.472761	3711.241265	328.904946	365.167349	153.816246				52.577955	103.1971005	2017	52.577955	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	324	-11.28173419	11.00210343	GIN	Guinea	1	CU_USD_M	millions of current United States dollars										0	0			0	2015	0	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	328	-58.97322037	4.788012784	GUY	Guyana	1	CU_USD_M	millions of current United States dollars	439.584314	69.342359	11.972669	1.405638	1.3533	1.588658	3.990246	1.11006	101.214194					101.214194	2013	101.214194	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	332	-72.33640958	18.40426539	HTI	Haiti	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	336	12.45315803	41.90343751	VAT	Holy See	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	340	-86.59974381	14.82243161	HND	Honduras	1	CU_USD_M	millions of current United States dollars	1252.272172	38.564865	59.048364	1252.478657	115.260151	318.077181	7298.312392	86.038687	55.595397					55.595397	2013	55.595397	UNISDR (2018). Sendai Framework Monitor : United Nations Office for Disaster Risk Reduction	C
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	348	19.41221519	47.1651448	HUN	Hungary	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	352	-19.02116966	64.79134763	ISL	Iceland	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	356	79.3608464	22.34642074	IND	India	1	CU_USD_M	millions of current United States dollars																		
2018.Q2.G.01	VC_DSR_GDPLS	Direct economic loss attributed to disasters (millions of current United States dollars)	360	113.9174	-0.994582204	IDN	Indonesia	1	CU_USD_M	millions of current United States dollars																		
