"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value"
"PSE","35.25694122","31.94347933","275","State of Palestine","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","6.37678","7.12215","8.87753","9.08073","7.01847","7.54284","7.1309","5.6855","5.58422","7.5029","5.32158","11.21721","5.52341","1.73387","2.09644","2.20293",2015.0,"2.20293"
"DEU","10.3806066","51.08862743","276","Germany","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","54.53045","55.02838","55.65484","56.7787","56.45102","57.12254","57.72652","58.62158","60.26069","57.99793","59.56596","60.77698","60.93877","61.02319","62.20094","61.39604",2015.0,"61.39604"
"GHA","-1.205623522","7.964825185","288","Ghana","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","1.76846","1.76846","1.76846","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248","0.80248",2015.0,"0.80248"
"GRC","22.58307827","39.47301873","300","Greece","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","24.12419","20.44895","20.44895","21.7611","20.84157","18.89839","20.49629","21.95842","24.05831","23.25456","18.06256","21.62505","22.03984","25.44638","22.12137","20.92939",2015.0,"20.92939"
"AZE","50.01064725","40.39229544","31","Azerbaijan","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","16.53477","23.81822","24.88587","19.81802","18.47081","38.5041","24.21891","19.92034","13.17337","13.8767","10.07076","12.49473","12.496","15.71798","17.53864","13.70048",2015.0,"13.70048"
"ARG","-65.14563274","-35.19446255","32","Argentina","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","28.59574","26.98261","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065","26.00065",2015.0,"26.00065"
"GTM","-91.2312746","15.00273719","320","Guatemala","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264","22.40264",2015.0,"22.40264"
"HTI","-72.33640958","18.40426539","332","Haiti","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966","5.25966",2015.0,"5.25966"
"HND","-86.59974381","14.82243161","340","Honduras","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346","7.16346",2015.0,"7.16346"
"HKG","114.0266445","22.41749934","344","China, Hong Kong Special Administrative Region","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","39.49651","36.60623","29.99775","26.31297","27.12986","29.56558","33.07867","29.84323","32.68206","32.57804","38.07385","36.10794","34.12696","33.92988","36.05513","36.05513",2015.0,"36.05513"
"HUN","19.41221519","47.1651448","348","Hungary","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","48.16603","46.01874","45.58465","50.2907","51.99513","53.16003","53.45641","52.49101","51.98644","54.33754","56.131","57.75142","57.0291","57.89992","59.06494","58.78406",2015.0,"58.78406"
"ISL","-19.02116966","64.79134763","352","Iceland","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","16.6287","15.44029","16.67876","18.46192","20.67723","18.95225","16.56649","16.56649","16.56649","16.56649","16.56649","16.56649","16.56649","16.56649","16.56649","16.56649",2015.0,"16.56649"
"IND","79.3608464","22.34642074","356","India","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","41.32953","42.29983","39.68267","39.42255","37.5459","39.60614","36.49573","34.63943","38.52592","40.56229","39.2114","41.13946","40.21242","38.20723","37.90834","37.90834",2015.0,"37.90834"
"AUS","134.3499412","-25.57717202","36","Australia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","27.2399","26.02618","24.7339","23.90711","24.66209","24.4889","25.08401","26.48138","26.17933","28.02983","27.81665","28.3043","29.42757","30.88139","30.69729","28.17006",2015.0,"28.17006"
"IDN","113.9174","-0.994582204","360","Indonesia","9","Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","9.b","Support domestic technology development, research and innovation in developing countries, including by ensuring a conducive policy environment for, inter alia, industrial diversification and value addition to commodities","9.b.1","Proportion of medium and high-tech industry value added in total value added","1","NV_IND_TECH","Proportion of medium and high-tech industry value added in total value added (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","M","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","UNIDO CIP 2016 Database. Available at https://stat.unido.org.","","","","","","","","","","","","","","","","","35.70278","27.91665","28.0101","31.45837","30.72296","34.25212","32.49634","34.11548","39.49467","39.02748","40.33286","38.48527","37.46091","35.47302","35.07801","35.07801",2015.0,"35.07801"
