"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2005","Value_2010","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"218","Ecuador","ECU","-78.37005241","-1.447785891","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","55.28","53.69","52.11","50.52",2015.0,"50.52","Country data","Official country data submitted to FAO"
"222","El Salvador","SLV","-88.86862995","13.73603564","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.02","14.91","13.85","12.79",2015.0,"12.79","Country data","Official country data submitted to FAO"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","62.14","60.07","57.97","55.9",2015.0,"55.9","Country data","Official country data submitted to FAO"
"231","Ethiopia","ETH","39.63505296","8.631223181","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","13.71","13","12.3","12.5",2015.0,"12.5","Country data","Official country data submitted to FAO"
"232","Eritrea","ERI","38.11074289","16.12894644","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","15.6","15.39","15.17","14.95",2015.0,"14.95","Estimated data","FAO Estimate"
"233","Estonia","EST","25.84093481","58.68487172","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","52.91","53.13","52.7","52.65",2015.0,"52.65","Country data","Official country data submitted to FAO"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.06","0.06","0.06","0.06",2015.0,"0.06","Estimated data","FAO Estimate"
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0","0","0","0",2015.0,"0","Estimated data","FAO Estimate"
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","53.66","54.58","54.35","55.68",2015.0,"55.68","Country data","Official country data submitted to FAO"
"246","Finland","FIN","23.308447","61.91586738","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","73.85","72.86","73.11","73.11",2015.0,"73.11","Country data","Official country data submitted to FAO"
"248","Åland Islands","ALA","19.80945969","60.1544901","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","27.92","28.97","30","31.03",2015.0,"31.03","Country data","Official country data submitted to FAO"
"254","French Guiana","GUF","-53.23619089","3.922673437","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","99.54","99.37","99","98.91",2015.0,"98.91","Country data","Official country data submitted to FAO"
"258","French Polynesia","PYF","-149.4052367","-17.67709294","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.69","35.52","42.35","42.35",2015.0,"42.35","Estimated data","FAO Estimate"
"260","French Southern Territories","ATF","69.64849091","-49.6068576","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.24","0.24","0.24","0.24",2015.0,"0.24","Estimated data","FAO Estimate"
"266","Gabon","GAB","11.78727747","-0.60687619","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","85.38","85.38","85.38","89.26",2015.0,"89.26","Country data","Official country data submitted to FAO"
"268","Georgia","GEO","43.3713615","42.04813028","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","39.73","39.9","40.62","40.62",2015.0,"40.62","Country data","Official country data submitted to FAO"
"270","Gambia","GMB","-15.39944785","13.45295927","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","45.55","46.54","47.43","48.22",2015.0,"48.22","Country data","Official country data submitted to FAO"
"275","State of Palestine","PSE","35.25694122","31.94347933","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.51","1.52","1.52","1.52",2015.0,"1.52","Estimated data","FAO Estimate"
"276","Germany","DEU","10.3806066","51.08862743","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","32.55","32.63","32.7","32.73",2015.0,"32.73","Country data","Official country data submitted to FAO"
"288","Ghana","GHA","-1.205623522","7.964825185","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","39.15","39.79","40.41","41.03",2015.0,"41.03","Country data","Official country data submitted to FAO"
"292","Gibraltar","GIB","-5.347561686","36.13895036","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0","0","0","0",2015.0,"0","Estimated data","FAO Estimate"
"296","Kiribati","KIR","-157.5643005","1.768837732","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","15","15","15","15",2015.0,"15","Estimated data","FAO Estimate"
"300","Greece","GRC","22.58307827","39.47301873","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","27.94","29.11","30.28","31.45",2015.0,"31.45","Estimated data","FAO Estimate"
"304","Greenland","GRL","-41.39371316","74.75625681","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0","0","0","0",2015.0,"0","Estimated data","FAO Estimate"
"308","Grenada","GRD","-61.68248568","12.11238395","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","49.97","49.97","49.97","49.97",2015.0,"49.97","Estimated data","FAO Estimate"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","45.21","45.11","44.37","44.24",2015.0,"44.24","Country data","Official country data submitted to FAO"
"316","Guam","GUM","144.7029305","13.35485404","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","46.3","46.3","46.3","46.3",2015.0,"46.3","Estimated data","FAO Estimate"
"320","Guatemala","GTM","-91.2312746","15.00273719","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","39.27","36.75","34.73","33.03",2015.0,"33.03","Country data","Official country data submitted to FAO"
"324","Guinea","GIN","-11.28173419","11.00210343","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.1","27.36","26.63","25.9",2015.0,"25.9","Country data","Official country data submitted to FAO"
"328","Guyana","GUY","-58.97322037","4.788012784","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","84.44","84.34","84.21","83.95",2015.0,"83.95","Country data","Official country data submitted to FAO"
"332","Haiti","HTI","-72.33640958","18.40426539","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.96","3.81","3.66","3.52",2015.0,"3.52","Country data","Official country data submitted to FAO"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0","0","0","0",2015.0,"0","Estimated data","FAO Estimate"
"340","Honduras","HND","-86.59974381","14.82243161","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","57.13","51.77","46.4","41.04",2015.0,"41.04","Country data","Official country data submitted to FAO"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","21.18","21.9","22.6","22.85",2015.0,"22.85","Country data","Official country data submitted to FAO"
"352","Iceland","ISL","-19.02116966","64.79134763","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.29","0.36","0.43","0.49",2015.0,"0.49","Country data","Official country data submitted to FAO"
"356","India","IND","79.3608464","22.34642074","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","21.99","22.77","23.47","23.77",2015.0,"23.77","Country data","Official country data submitted to FAO"
"360","Indonesia","IDN","113.9174","-0.994582204","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","54.87","54.02","52.13","50.24",2015.0,"50.24","Country data","Official country data submitted to FAO"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.73","6.56","6.56","6.56",2015.0,"6.56","Country data","Official country data submitted to FAO"
"368","Iraq","IRQ","43.76606267","33.05013795","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.88","1.9","1.9","1.9",2015.0,"1.9","Estimated data","FAO Estimate"
"372","Ireland","IRL","-7.121425272","53.25274054","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.22","10.09","10.53","10.95",2015.0,"10.95","Country data","Official country data submitted to FAO"
"376","Israel","ISR","34.62277992","31.06164552","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.07","7.16","7.12","7.62",2015.0,"7.62","Country data","Official country data submitted to FAO"
"380","Italy","ITA","12.57022427","42.79917282","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.45","29.78","30.69","31.61",2015.0,"31.61","Country data","Official country data submitted to FAO"
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.1","By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements","15.1.1","Forest area as a proportion of total land area","1","AG_LND_FRST","Forest area as a proportion of total land area (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","32.48","32.72","32.71","32.71",2015.0,"32.71","Estimated data","FAO Estimate"
