series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	388	-77.31068409	18.15616857	JAM	Jamaica	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	392	139.2716103	36.6554539	JPN	Japan	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	177.9660884	-17.83301566	FJI	Fiji	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	100	25.23763153	42.75731323	BGR	Bulgaria	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	23.308447	61.91586738	FIN	Finland	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	104	96.51752295	21.19332882	MMR	Myanmar	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	400	37.13024774	30.65365973	JOR	Jordan	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	248	19.80945969	60.1544901	ALA	Åland Islands	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	108	29.89080992	-3.366387428	BDI	Burundi	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	404	37.86096816	0.534797278	KEN	Kenya	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	2.457288129	46.62660861	FRA	France	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	112	28.04940161	53.54193075	BLR	Belarus	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	254	-53.23619089	3.922673437	GUF	French Guiana	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	116	104.922836	12.71163737	KHM	Cambodia	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	120	12.7419827	5.692387031	CMR	Cameroon	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	414	47.49305029	29.53949468	KWT	Kuwait	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	124	-101.6575058	57.72360191	CAN	Canada	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	262	42.18274707	11.56004161	DJI	Djibouti	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	266	11.78727747	-0.60687619	GAB	Gabon	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	422	35.89391711	33.92152458	LBN	Lebanon	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	268	43.3713615	42.04813028	GEO	Georgia	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	140	20.93559492	7.003720791	CAF	Central African Republic	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	426	28.25362195	-29.58041814	LSO	Lesotho	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	270	-15.39944785	13.45295927	GMB	Gambia	1	AIR	T_KM	air transport	Tonne kilometres	2016					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	428	26.42461876	56.64196636	LVA	Latvia	1	AIR	T_KM	air transport	Tonne kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
