series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	634	51.19152467	25.28355379	QAT	Qatar	1	TONNES_M	millions of tonnes	21.252	22.471	26.554	27.852	30.859	33.203	38.454	43.213	46.58	50.319	57.101	62.708	70.843	72.786	78.42	79.941	72.9396	2015	79.941	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	638	55.53171398	-21.13183266	REU	Réunion	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	642	24.98481009	45.83893563	ROU	Romania	1	TONNES_M	millions of tonnes	86.243	91.359	90.917	97.001	93.759	92.659	95.318	92.475	91.252	77.467	74.757	80.901	78.612	68.997	68.198	69.527	73.247	2015	69.527	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	643	99.01404926	61.61899849	RUS	Russian Federation	1	TONNES_M	millions of tonnes	1474.22	1474.477	1465.634	1493.685	1487.965	1481.656	1537.438	1533.438	1553.56	1440.388	1528.92	1604.403	1550.819	1513.567	1486.869	1468.985	1524.9286	2015	1468.985	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	646	29.92310194	-1.999842114	RWA	Rwanda	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	660	-63.05651612	18.21525315	AIA	Anguilla	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	674	12.46329038	43.93841766	SMR	San Marino	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	TONNES_M	millions of tonnes	234.571	238.236	255.258	266.275	282.038	297.962	316.568	333.097	364.162	379.402	419.097	434.565	463.337	471.044	506.594	531.458	481.3996	2015	531.458	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	686	-14.46636926	14.35920905	SEN	Senegal	1	TONNES_M	millions of tonnes	3.52	3.834	3.915	3.808	4.437	4.624	4.436	4.979	5.217	5.372	5.459	5.786	5.668	6.001	6.259	6.648	6.0724	2015	6.648	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	688	20.805876	44.03145697	SRB	Serbia	1	TONNES_M	millions of tonnes	43.004	45.064	48.646	52.213	56.416	49.553	51.742	50.152	48.328	45.672	45.882	50.046	44.632	45.438	38.11	44.515	44.5482	2015	44.515	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	690	55.46561591	-4.678053059	SYC	Seychelles	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	702	103.8107883	1.361009155	SGP	Singapore	1	TONNES_M	millions of tonnes	42.119	42.036	41.299	38.168	39.622	37.855	38.283	39.416	39.352	40.334	44.277	46.736	45.956	46.243	45.325	44.432	45.7384	2015	44.432	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	703	19.48495604	48.70741446	SVK	Slovakia	1	TONNES_M	millions of tonnes	36.878	37.363	36.894	37.403	36.207	37.253	36.473	35.695	35.415	32.602	34.562	32.846	31.242	31.775	29.161	29.435	30.8918	2015	29.435	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	704	105.802499	10.09643079	VNM	Viet Nam	1	TONNES_M	millions of tonnes	44.223	48.794	57.168	60.296	73.441	79.094	81.411	89.788	100.948	111.603	126.091	125.595	124.738	130.019	143.403	168.285	138.408	2015	168.285	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	705	14.82209486	46.11958061	SVN	Slovenia	1	TONNES_M	millions of tonnes	14.058	14.882	15.089	14.973	15.242	15.45	15.807	15.76	16.805	15.116	15.454	15.433	14.866	14.218	12.76	12.836	14.0226	2015	12.836	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	706	46.20367477	4.406485729	SOM	Somalia	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	710	24.67184355	-29.99957544	ZAF	South Africa	1	TONNES_M	millions of tonnes	280.509	316.471	326.818	348.248	375.428	372.287	373.953	391.434	423.302	399.507	406.733	392.98	411.912	421.308	434.607	427.568	417.675	2015	427.568	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	TONNES_M	millions of tonnes	13.29	13.573	12.243	10.016	9.568	10.274	9.556	9.62	7.454	7.18	9.225	11.067	11.441	11.76	11.522	11.777	11.5134	2015	11.777	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	724	-3.554078296	40.39211472	ESP	Spain	1	TONNES_M	millions of tonnes	278.527	279.717	297.16	302.552	319.2	333.633	324.959	337.782	309.686	276.007	261.977	264.795	260.437	235.088	231.99	247.009	247.8638	2015	247.009	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	728	30.32618773	7.290839152	SSD	South Sudan	1	TONNES_M	millions of tonnes													1.437	1.475	1.548	1.066	1.3815	2015	1.066	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	736	29.95650159	16.02643066	SDN	Sudan	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	740	-55.90626394	4.132603197	SUR	Suriname	1	TONNES_M	millions of tonnes	1.457	1.488	1.08	1.199	1.361	1.652	1.497	1.375	1.423	1.421	1.695	1.787	2.005	1.968	1.992	2.066	1.9636	2015	2.066	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	752	14.3775338	60.60103109	SWE	Sweden	1	TONNES_M	millions of tonnes	51.974	51.148	52.727	53.978	52.291	49.087	46.61	44.971	42.939	40.711	46.045	42.337	39.231	37.553	37.28	37.074	38.695	2015	37.074	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	756	8.223158	46.96617097	CHE	Switzerland	1	TONNES_M	millions of tonnes	41.973	43.385	41.871	43.175	43.521	43.994	43.616	41.649	43.1	41.813	43.245	39.223	40.654	41.653	37.858	37.312	39.34	2015	37.312	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	TONNES_M	millions of tonnes	37.015	38.892	39.8	40.021	42.476	53.446	56.673	59.594	61.339	56.662	55.946	51.61	39.813	29.926	27.615	26.24	35.0408	2015	26.24	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	762	69.294998	38.43069666	TJK	Tajikistan	1	TONNES_M	millions of tonnes	2.176	2.115	2.085	2.093	2.502	2.347	2.548	3.114	2.947	2.309	2.302	2.418	3.077	2.661	4.067	4.323	3.3092	2015	4.323	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	764	101.0202951	15.13089239	THA	Thailand	1	TONNES_M	millions of tonnes	152.288	160.002	169.407	177.108	193.809	200.204	201.67	209.437	215.171	207.204	223.408	221.776	238.957	247.443	243.872	247.539	239.9174	2015	247.539	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	768	0.97835765	8.532096072	TGO	Togo	1	TONNES_M	millions of tonnes	0.949	0.781	0.852	1.09	1.029	0.963	0.887	0.892	1.096	2.275	2.076	1.887	1.624	1.687	1.779	1.871	1.7696	2015	1.871	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	776	-175.1959991	-21.19511329	TON	Tonga	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	TONNES_M	millions of tonnes	10.105	11.77	13.064	15.313	15.746	17.537	19.435	21.655	21.53	20.165	22.344	22.24	22.043	22.947	23.233	22.791	22.6508	2015	22.791	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	TONNES_M	millions of tonnes	79.828	92.519	94.538	98.766	104.992	111.114	115.016	124.152	146.479	148.475	154.453	158.026	168.372	176.625	176.293	180.206	171.9044	2015	180.206	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	788	9.572737411	34.11439971	TUN	Tunisia	1	TONNES_M	millions of tonnes	17.631	18.501	18.519	18.335	19.039	19.466	20.158	20.971	21.051	21.133	23.287	22.238	23.468	23.638	25.029	25.608	23.9962	2015	25.608	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	792	35.42890329	38.9899684	TUR	Turkey	1	TONNES_M	millions of tonnes	201.454	182.744	192.878	203.152	207.438	216.538	239.915	265.841	265.323	257.076	265.814	285.058	302.845	284.174	306.588	317.217	299.1764	2015	317.217	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	TONNES_M	millions of tonnes	36.656	37.895	39.722	44.222	46.586	48.089	49.198	55.817	56.444	49.945	56.903	61.778	64.075	65.486	66.997	69.085	65.4842	2015	69.085	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	800	32.39100438	1.279557331	UGA	Uganda	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	804	31.40270802	49.00735945	UKR	Ukraine	1	TONNES_M	millions of tonnes	295.003	297.956	301.001	331.935	306.666	293.932	301.523	305.341	294.682	249.378	266.205	279.416	273.795	264.887	234.736	189.44	248.4548	2015	189.44	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	TONNES_M	millions of tonnes	8.532	8.682	8.139	8.84	8.553	8.928	8.923	9.352	9.138	8.514	8.331	9.159	8.802	7.862	7.444	7.239	8.1012	2015	7.239	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	818	29.77468534	26.57438204	EGY	Egypt	1	TONNES_M	millions of tonnes	99.706	111.374	113.108	117.424	128.121	144.623	152.135	163.56	170.849	174.428	176.404	182.638	189.048	189.157	193.31	198.595	190.5496	2015	198.595	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	TONNES_M	millions of tonnes	520.433	535.175	521.054	533.343	533.259	531.517	532.771	521.604	508.387	459.543	476.973	438.77	462.387	445.967	406.761	389.75	428.727	2015	389.75	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	831	-2.200712402	49.71561166	GGY	Guernsey	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	832	-2.136773508	49.22353354	JEY	Jersey	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	TONNES_M	millions of tonnes	2.609	2.765	3.153	3.294	4.57	5.053	5.385	5.2	5.319	5.1	6.129	7.836	9.931	10.277	10.367	11.616	10.0054	2015	11.616	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	840	-99.13830311	39.5277871	USA	United States of America	1	TONNES_M	millions of tonnes	5642.638	5605.14	5535.845	5609.355	5687.796	5702.275	5601.661	5685.86	5511.624	5119.866	5347.049	5211.078	5031.251	5103.167	5168.111	4997.502	5102.2218	2015	4997.502	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	858	-56.01387025	-32.8002838	URY	Uruguay	1	TONNES_M	millions of tonnes	5.089	4.544	4.148	4.074	5.2	5.15	6.081	5.57	7.465	7.45	5.958	7.221	8.184	7.106	6.269	6.379	7.0318	2015	6.379	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	TONNES_M	millions of tonnes	113.96	115.45	119.677	114.914	112.035	107.141	109.474	109.9	109.084	99.224	97.058	105.751	107.599	96.29	97.896	95.586	100.6244	2015	95.586	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	TONNES_M	millions of tonnes	116.184	123.315	122.687	122.362	127.588	137.133	133.245	129.749	159.381	160.465	171.47	151.299	168.748	155.959	154.808	136.835	153.5298	2015	136.835	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	882	-172.4430749	-13.61541469	WSM	Samoa	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	887	45.22389143	15.22242099	YEM	Yemen	1	TONNES_M	millions of tonnes	13.345	14.513	14.558	16.837	17.841	18.83	18.888	19.997	21.251	23.464	22.367	19.223	17.417	23.88	22.443	11.149	18.8224	2015	11.149	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	894	27.850329	-14.59701056	ZMB	Zambia	1	TONNES_M	millions of tonnes	1.653	1.748	1.83	1.944	1.95	2.12	1.958	1.332	1.507	1.572	1.636	1.982	2.717	2.852	3.188	3.301	2.808	2015	3.301	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
