ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
DEU,10.3806066,51.08862743,276,Germany,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,3655.86174,3683.0313,3727.40529,3742.08702,3708.05341,3710.70046,3719.58102,3730.05417,3737.78681,3803.25567,3819.69564,3827.76507,2016.0,3827.76507
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,34.11038,34.21837,34.36096,34.42251,34.47758,34.41901,34.35584,34.27591,34.2451,33.97768,33.79235,33.52453,2016.0,33.52453
GHA,-1.205623522,7.964825185,288,Ghana,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,5595.78777,5559.42912,5486.37706,5472.96546,5600.11874,5677.24547,5750.42019,5913.06907,6091.69169,6186.4066,6165.38147,6059.27042,2016.0,6059.27042
,,,29,Caribbean,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,4077.49366,4088.67571,4118.90154,4150.47564,4156.15294,4247.45831,4303.3143,4332.1552,4381.45645,4392.65062,4435.28486,4454.8122,2016.0,4454.8122
GIB,-5.347561686,36.13895036,292,Gibraltar,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,0.25317,0.25358,0.25468,0.25315,0.25349,0.25401,0.25277,0.25216,0.25096,0.24547,0.2451,0.24407,2016.0,0.24407
KIR,-157.5643005,1.768837732,296,Kiribati,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,132.61353,133.37827,132.74111,132.01175,129.95003,129.27848,129.39155,129.08768,129.13351,131.07855,133.2564,135.33711,2016.0,135.33711
,,,30,Eastern Asia,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,128142.7137,129138.1974,130735.3596,132219.7079,132142.8933,132543.0206,133476.3325,133968.4786,135112.015,136417.6011,137103.8969,137164.7951,2016.0,137164.7951
GRC,22.58307827,39.47301873,300,Greece,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,2818.94842,2819.95668,2835.59822,2840.6223,2830.05963,2827.25818,2831.80437,2838.13192,2851.4141,2876.14308,2888.46264,2903.24109,2016.0,2903.24109
GRL,-41.39371316,74.75625681,304,Greenland,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,33328.95584,33248.41783,33581.05968,33924.50927,35059.82138,35392.49684,35834.83691,35971.1476,36111.35363,36168.49315,36272.24575,36344.5239,2016.0,36344.5239
GRD,-61.68248568,12.11238395,308,Grenada,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,1.26619,1.25291,1.31479,1.33698,1.36666,1.38504,1.41991,1.42277,1.44173,1.39091,1.38224,1.3261,2016.0,1.3261
AZE,50.01064725,40.39229544,31,Azerbaijan,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,67666.78764,67501.34112,68039.53331,68423.29239,69098.13116,69146.1023,69291.24584,69180.33542,69170.53994,69663.01668,70290.70954,70817.13705,2016.0,70817.13705
GLP,-61.64762115,16.14416917,312,Guadeloupe,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,2.99186,2.98045,2.97611,2.97595,2.94159,2.94526,2.9716,2.977,2.95148,2.89665,2.81876,2.74289,2016.0,2.74289
GUM,144.7029305,13.35485404,316,Guam,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,1.17918,1.2296,1.16383,1.07847,1.25636,1.24756,1.22726,1.0418,1.08258,1.10733,1.12068,1.1955,2016.0,1.1955
ARG,-65.14563274,-35.19446255,32,Argentina,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,33750.23342,33926.14241,33339.76568,32458.57415,31366.35571,30164.07953,29433.99626,28699.98904,27926.56524,27433.32464,27563.01362,27848.65713,2016.0,27848.65713
GTM,-91.2312746,15.00273719,320,Guatemala,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,1154.97608,1148.44602,1143.24858,1140.43374,1148.32846,1147.65176,1152.87341,1154.39086,1157.90114,1150.89625,1154.92894,1153.55206,2016.0,1153.55206
GIN,-11.28173419,11.00210343,324,Guinea,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,139.72923,147.15901,146.45177,154.33846,162.86524,164.11063,159.07159,159.91609,162.63776,166.42762,167.98665,168.9588,2016.0,168.9588
GUY,-58.97322037,4.788012784,328,Guyana,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,1367.88874,1367.99002,1372.3468,1367.0445,1375.7539,1382.0468,1380.88831,1379.75488,1383.28344,1380.30691,1386.47442,1389.48485,2016.0,1389.48485
HTI,-72.33640958,18.40426539,332,Haiti,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,181.77263,182.67851,183.42161,187.64816,191.98,195.84831,200.12996,205.20257,206.90091,209.09876,212.56871,212.19008,2016.0,212.19008
VAT,12.45315803,41.90343751,336,Holy See,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,0
,,,34,Southern Asia,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,82227.66707,82347.30389,82755.63977,83476.49295,83856.81398,83746.92872,83380.35711,83229.12422,82586.25156,82590.67387,83002.58512,83017.53782,2016.0,83017.53782
HND,-86.59974381,14.82243161,340,Honduras,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,834.4302,835.1088,839.75681,834.07649,838.68271,839.65971,836.6381,831.61125,835.44738,829.11441,831.16599,835.18908,2016.0,835.18908
HKG,114.0266445,22.41749934,344,"China, Hong Kong Special Administrative Region",6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,118.60427,117.93506,117.55521,117.40186,117.10642,117.11726,117.46003,117.63638,117.40172,117.44449,117.11462,115.92513,2016.0,115.92513
HUN,19.41221519,47.1651448,348,Hungary,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,1111.2449,1113.34808,1117.54862,1121.29307,1128.45904,1129.13636,1133.8765,1133.10113,1132.79084,1137.8802,1143.63428,1144.90613,2016.0,1144.90613
,,,35,South-Eastern Asia,6,Ensure availability and sustainable management of water and sanitation for all,6.6,"By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes",6.6.1,Change in the extent of water-related ecosystems over time,2,EN_WBE_PMNR,Water body extent (permanent) (square kilometres),2019.Q1.G.01,G,Global,KMSQ,Square kilometers,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,61257.01874,61378.69588,61547.74284,62183.49774,62527.93553,62904.93259,63057.14703,63491.17963,63579.94524,63429.81174,63497.10991,63106.75371,2016.0,63106.75371
