"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_1993.0","Value_1994.0","Value_1995.0","Value_1996.0","Value_1997.0","Value_1998.0","Value_1999.0","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Value_2018.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"145","Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.87847","0.87759","0.87656","0.87554","0.87442","0.87301","0.86987","0.86695","0.86331","0.86078","0.85855","0.85494","0.85187","0.84961","0.84681","0.8438","0.84187","0.83895","0.83812","0.83789","0.83656","0.83645","0.8354","0.83606","0.8354","0.83461",2018.0,"0.83461","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"150","Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.92184","0.92134","0.92046","0.91945","0.91661","0.91281","0.90985","0.90666","0.9025","0.8993","0.89579","0.89291","0.88945","0.88557","0.88207","0.87975","0.87627","0.87302","0.87039","0.86694","0.86291","0.86001","0.85767","0.85381","0.84938","0.84655",2018.0,"0.84655","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"150","Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.91886","0.91868","0.91596","0.91256","0.90853","0.90513","0.90125","0.89829","0.89345","0.88965","0.88565","0.88199","0.87795","0.87384","0.86899","0.86436","0.86053","0.85489","0.85098","0.84451","0.83662","0.83057","0.8236","0.81934","0.81197","0.80496",2018.0,"0.80496","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"150","Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.92375","0.92321","0.9226","0.92175","0.92096","0.91977","0.91615","0.91291","0.9098","0.90677","0.90355","0.90067","0.89737","0.89396","0.89172","0.88846","0.88615","0.88298","0.88246","0.88094","0.88062","0.88002","0.87976","0.87972","0.87861","0.87893",2018.0,"0.87893","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"151","Eastern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151","Eastern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151","Eastern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154","Northern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155","Western Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","Other non-specified areas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199","Least Developed Countries (LDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.84318","0.84208","0.84084","0.839","0.83635","0.83318","0.82932","0.82572","0.82152","0.81874","0.81495","0.81122","0.80841","0.80441","0.80045","0.7976","0.79454","0.79109","0.78783","0.78353","0.7796","0.77558","0.77165","0.76802","0.76426","0.76107",2018.0,"0.76107","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"199","Least Developed Countries (LDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.85072","0.84917","0.84703","0.84531","0.84278","0.84093","0.83621","0.83265","0.82885","0.82546","0.82173","0.81783","0.81468","0.81115","0.80783","0.80402","0.80006","0.79709","0.79554","0.79431","0.79289","0.79269","0.79087","0.79115","0.78939","0.78849",2018.0,"0.78849","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"199","Least Developed Countries (LDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.83688","0.83657","0.83476","0.83249","0.82889","0.82602","0.8225","0.81884","0.81554","0.81206","0.80882","0.80474","0.80139","0.79829","0.79287","0.7887","0.78386","0.77822","0.77256","0.76701","0.76171","0.75446","0.74731","0.74146","0.73723","0.73008",2018.0,"0.73008","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"202","Sub-Saharan Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.81522","0.81505","0.81318","0.81004","0.80669","0.8034","0.80018","0.7963","0.79315","0.78971","0.78564","0.78197","0.77869","0.77482","0.77102","0.76531","0.76168","0.75418","0.74978","0.7417","0.73691","0.73176","0.72545","0.71598","0.712","0.70274",2018.0,"0.70274","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"202","Sub-Saharan Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.82513","0.82436","0.82287","0.82176","0.81986","0.81786","0.81461","0.81058","0.80704","0.80342","0.79984","0.79636","0.79229","0.78904","0.78592","0.7822","0.77901","0.77547","0.77324","0.77229","0.77139","0.77047","0.76979","0.76955","0.76862","0.7676",2018.0,"0.7676","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"202","Sub-Saharan Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.82024","0.81962","0.81819","0.81683","0.815","0.81059","0.80727","0.80391","0.80004","0.7967","0.79275","0.78926","0.78538","0.78259","0.7787","0.77488","0.77252","0.76865","0.76517","0.76162","0.75718","0.75354","0.74964","0.74528","0.742","0.73808",2018.0,"0.73808","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"223","Eastern Asia (excluding Japan and China)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"369"," Iraq (Central Iraq) ","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"419","Latin America and the Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.78247","0.7817","0.78122","0.77961","0.7778","0.7765","0.77446","0.77237","0.76986","0.76852","0.76642","0.76416","0.76189","0.75937","0.75739","0.75498","0.75203","0.74956","0.74537","0.74202","0.73875","0.73453","0.73159","0.72803","0.72453","0.72277",2018.0,"0.72277","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"419","Latin America and the Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.78715","0.78628","0.78544","0.78419","0.78238","0.78058","0.77875","0.77672","0.77454","0.77293","0.77066","0.76865","0.767","0.76502","0.76322","0.76084","0.75913","0.75696","0.75418","0.75254","0.75086","0.74871","0.74703","0.74459","0.74347","0.74138",2018.0,"0.74138","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"419","Latin America and the Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.79109","0.79024","0.78929","0.78771","0.78666","0.78491","0.78285","0.78058","0.77844","0.77677","0.77483","0.77318","0.77091","0.76919","0.7676","0.76553","0.76394","0.76195","0.76063","0.75951","0.75862","0.7577","0.75702","0.75636","0.75577","0.75447",2018.0,"0.75447","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"420","Latin America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420","Latin America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420","Latin America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.81013","0.80976","0.80955","0.80859","0.80864","0.80828","0.80772","0.80695","0.80609","0.80541","0.80417","0.80327","0.80257","0.80111","0.80032","0.79914","0.79809","0.79671","0.79572","0.79481","0.7936","0.79241","0.79087","0.78973","0.78858","0.78781",2018.0,"0.78781","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"432","Landlocked developing countries (LLDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.81621","0.81504","0.81412","0.81321","0.8123","0.81131","0.81038","0.80952","0.80867","0.80787","0.80691","0.80606","0.80505","0.80417","0.80324","0.80234","0.80124","0.80036","0.79941","0.79838","0.79762","0.79651","0.79576","0.79497","0.79423","0.79316",2018.0,"0.79316","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"432","Landlocked developing countries (LLDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.82393","0.82167","0.82017","0.81877","0.81729","0.81583","0.81463","0.81288","0.81201","0.8106","0.80967","0.80852","0.80763","0.80678","0.80588","0.80524","0.80427","0.80349","0.80232","0.80155","0.80077","0.80026","0.79937","0.79883","0.79846","0.79801",2018.0,"0.79801","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"513","Europe and Northern America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.87768","0.87743","0.87705","0.87664","0.87616","0.87561","0.874","0.87237","0.87128","0.86976","0.86805","0.86695","0.86544","0.86477","0.86311","0.86226","0.86119","0.86014","0.8593","0.85831","0.85808","0.85746","0.85705","0.85709","0.85674","0.85633",2018.0,"0.85633","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
