series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of speed	Units description	Type of speed description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	140	20.93559492	7.003720791	CAF	Central African Republic	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																	0.00881	0.00881	2016	0.00881	Agence de Régulation des Télécommunications (ART)	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PER_100_POP	ANYS	Per 100 population	any speed		0.0017176968847019	0.0030735918082133	0.0175213077202615	0.1036094702197	0.105256346569252	0.113693019412481	0.311611044319372	0.498337920165504	0.823234512670167	1.0998527418207	1.71560751717089	1.67787628638959	1.99479364391713	2.64667982388139	2.89617608716555	4.28966	2.70103716827073	2016	4.28966	Telecommunications Regulatory Commission of Sri Lanka	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over													0.0096880766366676			0.844814615986921	2.07248	0.975660897541196	2016	2.07248	Telecommunications Regulatory Commission of Sri Lanka	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps													1.06839483500386			1.94128293182969	2.08059	1.69675592227785	2016	2.08059	Telecommunications Regulatory Commission of Sri Lanka	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	144	80.70489654	7.614693343	LKA	Sri Lanka	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps													0.4939449758009			0.186962314457046	0.13659	0.272499096752649	2016	0.13659	Telecommunications Regulatory Commission of Sri Lanka	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	148	18.66618401	15.36279341	TCD	Chad	1	PER_100_POP	ANYS	Per 100 population	any speed										0.00261183283390458	0.00282404389263821	0.13078602325473	0.156279936617215	0.114531308941052	0.0766852474418192	0.0833258303091552	0.07244	0.100652464661848	2016	0.07244	ITU estimate.	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	148	18.66618401	15.36279341	TCD	Chad	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	148	18.66618401	15.36279341	TCD	Chad	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	148	18.66618401	15.36279341	TCD	Chad	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	152	-71.23029019	-35.2652885	CHL	Chile	1	PER_100_POP	ANYS	Per 100 population	any speed	0.0496945789296797	0.426637042131519	1.19127493232729	2.20206008405531	2.96187445498864	4.33697445100913	6.1295050510375	7.8128168326965	8.47936782106357	9.738126120067	10.4330945100975	11.6200128619266	12.4039683445813	13.0261466308068	14.0085245653333	15.1720017482644	16.21787	14.1657022577972	2016	16.21787	Subsecretaría de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	152	-71.23029019	-35.2652885	CHL	Chile	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over								0.00244767318667612	0.00321427179454517	0.0353642645783722	0.781831242463891	1.54644127847619	2.45798208901624	3.04463615401572	4.65628203794424	7.00325629313266	9.62	5.35643131482177	2016	9.62	Subsecretaría de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	152	-71.23029019	-35.2652885	CHL	Chile	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps								0.211951700208988	1.84834887432756	2.21175843847321	4.09739859924575	5.79220009834503	6.41227556159487	6.56808841554014	8.19030307483805	7.32342925392693	5.90315	6.87944926118	2016	5.90315	Subsecretaría de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	152	-71.23029019	-35.2652885	CHL	Chile	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps										7.49100341701542	5.55386466838787	4.20522948070044	3.46403918186589	3.34240499331771	1.16193945255103	0.845316201204839	0.69472	1.90168396578789	2016	0.69472	Subsecretaría de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	156	104.1403375	32.30955217	CHN	China	1	PER_100_POP	ANYS	Per 100 population	any speed	0.00176971994384165	0.0261109165194221	0.254646331110777	0.861139212798553	1.90318652377798	2.8334589873141	3.83464440536636	4.97727905535905	6.17241286560731	7.69496304472499	9.29070493823981	11.4354276178508	12.7214773326585	13.6340619490582	14.3840812916416	19.7665986690374	22.98517	16.6982778484791	2016	22.98517	Ministry of Industry and Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	156	104.1403375	32.30955217	CHN	China	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over												1.04513145367028	2.03476247615974		5.88807230219593	10.986874375881	21.08671	9.99910478855916	2016	21.08671	Ministry of Industry and Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	156	104.1403375	32.30955217	CHN	China	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps												8.60169055237558	9.96278383848177		8.09702315990986	7.38077827911097	1.78931	6.80747381937565	2016	1.78931	Ministry of Industry and Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	156	104.1403375	32.30955217	CHN	China	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps												1.21992899507563	0.723931018017003		0.398985829535765	0.150550097043628	0.1093	0.345691736149099	2016	0.1093	Ministry of Industry and Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PER_100_POP	ANYS	Per 100 population	any speed																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	162	105.6426067	-10.4882473	CXR	Christmas Island	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PER_100_POP	ANYS	Per 100 population	any speed																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	170	-73.07446751	3.888209046	COL	Colombia	1	PER_100_POP	ANYS	Per 100 population	any speed	0.0222367125115896	0.0340987697617534	0.0846461147996191	0.153887852305109	0.298895143986768	0.737965005856564	1.43261262136653	2.71265994117989	3.9246263767374	4.61716976917513	5.69069758899587	7.11178400669244	8.25637628977285	9.39049888967426	10.2771821273563	11.1560657299426	12.15324	10.2466726073492	2016	12.15324	Ministerio de Tecnologías de la Información y las Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	170	-73.07446751	3.888209046	COL	Colombia	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over											0.00903222789342307	0.0472611956568469	0.114349974269684	0.290260599831483	0.398349011130375	1.01331117590251	1.76514	0.71628215222681	2016	1.76514	Ministerio de Tecnologías de la Información y las Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	170	-73.07446751	3.888209046	COL	Colombia	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps									0.0706220491879649	1.08845660398771	1.53791389080861	2.70599339082447	3.18869567388368	4.79656375885594	6.57275766177708	7.90437028591291	9.09428	6.31133347608592	2016	9.09428	Ministerio de Tecnologías de la Información y las Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	170	-73.07446751	3.888209046	COL	Colombia	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps									3.19183845817503	3.25607338856009	4.04368644255919	4.2503002201076	4.85903540985829	4.19840234364046	3.30607545444888	2.2383842681272	1.29382	3.17914349521497	2016	1.29382	Ministerio de Tecnologías de la Información y las Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	174	43.34234565	-11.66121732	COM	Comoros	1	PER_100_POP	ANYS	Per 100 population	any speed					0.000170826578565706	0.000665853215987802		0.0129595913619582	0.0169415562513573	0.00990846678486767	0.0481641269483414	0.0571252299290505	0.171845971375729	0.176890723714379	0.21038278236878	0.259720696363131	0.35671	0.235110034764404	2016	0.35671	Autorité Nationale de Régulation des TIC	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	174	43.34234565	-11.66121732	COM	Comoros	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																	0.01546	0.01546	2016	0.01546	Autorité Nationale de Régulation des TIC	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	174	43.34234565	-11.66121732	COM	Comoros	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps													0.0100348012482178			0.012856174469975	0.03695	0.0199469919060643	2016	0.03695	Autorité Nationale de Régulation des TIC	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	174	43.34234565	-11.66121732	COM	Comoros	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																	0.20199	0.20199	2016	0.20199	Autorité Nationale de Régulation des TIC	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PER_100_POP	ANYS	Per 100 population	any speed																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	175	45.14015057	-12.82217691	MYT	Mayotte	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	175	45.14015057	-12.82217691	MYT	Mayotte	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	175	45.14015057	-12.82217691	MYT	Mayotte	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	178	15.22052612	-0.840544119	COG	Congo	1	PER_100_POP	ANYS	Per 100 population	any speed										0.00312879679491062	0.00608018795076994	0.0310269494260724	0.0320955414174286	0.0098479370595409	0.0109682941714046			0.017637257549458	2014	0.0109682941714046	ITU estimate.	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	178	15.22052612	-0.840544119	COG	Congo	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	178	15.22052612	-0.840544119	COG	Congo	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	178	15.22052612	-0.840544119	COG	Congo	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PER_100_POP	ANYS	Per 100 population	any speed														0.00066653161255015	0.000720875359525772	0.00140358057615719	0.00127	0.00101524688705828	2016	0.00127	Autorité de Régulation de la Poste et des Télécommunications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PER_100_POP	ANYS	Per 100 population	any speed				0.171214553237025	0.209731543624161	0.278364864168256	1.85185185185185	4.34081982072716	6.0951239008793	7.27435121321888	8.25774009071189	10.7746582390122	11.4018418359889	13.0883707402201				12.2451062881045	2013	13.0883707402201	Telecom Cook Islands Ltd.	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	184	-159.7711391	-21.22696458	COK	Cook Islands	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PER_100_POP	ANYS	Per 100 population	any speed			0.219573798682899	0.356688631059337	0.657767072600943	1.03964464032332	1.89703204990879	2.12850525606366	2.42545796544276	3.96951030811331	8.48584005130967	8.86049712095372	9.33541020894659	9.95210343818335	10.4472376616499	11.1694184547241	13.09556	10.7999459527008	2016	13.09556	Superintendencia de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over											0.00353342891437003	0.00377822056365141	0.0490500583210812	0.0371087520416997	0.104440175747885	0.225045419947829	0.82213	0.247554881211699	2016	0.82213	Superintendencia de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps							0.0674787643372454	0.0682914107419163	0.0971824587978364	0.386293460459197	1.52136600220357	2.62520896303676	5.013594378701	1.46460527001748	4.27228568448617	5.13025983189171	7.72946	4.72204103301927	2016	7.72946	Superintendencia de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	188	-84.19712782	9.970998683	CRI	Costa Rica	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps							1.26115169676992	1.65169767338692	2.158377183103	3.4498668238354	6.96094062019173	6.10260718326269	4.26175708255164	8.23590575526367	5.74621462587755	5.81411320288456	4.51928	5.71545413331549	2016	4.51928	Superintendencia de Telecomunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	191	17.95874553	45.45172212	HRV	Croatia	1	PER_100_POP	ANYS	Per 100 population	any speed				0.0770735621813632	0.595494335303314	2.64761417380425	5.75069525631589	8.85832335660994	12.1094894964045	16.4911619267437	19.3143565035441	20.6492080386288	21.3404212542908	22.2560291898248	23.0448235083721	23.175753764534	24.77402	22.9182095434043	2016	24.77402	Croatian Regulatory Authority for Network Industries	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	191	17.95874553	45.45172212	HRV	Croatia	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over											0.662190438187683	1.97392492105364	2.32974619157352	3.50645754005978	4.96591327242884	8.48024168968462	12.95224	6.44691973874935	2016	12.95224	Croatian Regulatory Authority for Network Industries	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	191	17.95874553	45.45172212	HRV	Croatia	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps											16.9355561871791	16.7973149681	16.0383171186849	16.2247646346586	15.7636953177449	14.3067330862105	11.35625	14.7379520314598	2016	11.35625	Croatian Regulatory Authority for Network Industries	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	191	17.95874553	45.45172212	HRV	Croatia	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps											0.931944406985019	1.14808148901597	2.30146941720593	1.783638722768	1.54715166791353	0.388778988638836	0.46553	1.29731375930526	2016	0.46553	Croatian Regulatory Authority for Network Industries	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	192	-79.54460144	22.10030366	CUB	Cuba	1	PER_100_POP	ANYS	Per 100 population	any speed								0.0172186881341649	0.0198825196269062	0.0255385280984931	0.0328494611837435	0.039206981379034	0.0444771459956772	0.0475783464909061	0.0692182160885588	0.0725145111253368	0.12572	0.0719016439400958	2016	0.12572	 Ministerio de Comunicaciones 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	192	-79.54460144	22.10030366	CUB	Cuba	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	192	-79.54460144	22.10030366	CUB	Cuba	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	192	-79.54460144	22.10030366	CUB	Cuba	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	196	33.22285964	35.05659437	CYP	Cyprus	1	PER_100_POP	ANYS	Per 100 population	any speed		0.260015538528583	0.599973261950224	1.00516760140341	1.6804158217007	3.08506991185238	6.0176626468787	9.18196398252273	13.6735218723801	16.1408019601065	17.6187046122761	19.0010326794225	19.5377477648243	20.08428221661	21.1273847456069	22.378390909208	32.77042	23.1796451272498	2016	32.77042	Office of the Commissioner for Electronic Communications and Postal Regulation 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	196	33.22285964	35.05659437	CYP	Cyprus	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over										0.016780477427507	0.839913562293589	1.49904210698845	2.34677952230038	1.94520341475298	3.44856893582109	9.69824718059234	13.71476	6.23071181069336	2016	13.71476	Office of the Commissioner for Electronic Communications and Postal Regulation 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	196	33.22285964	35.05659437	CYP	Cyprus	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps										4.06527697415898	6.03795467003719	15.7618406592668	17.1276375250887	18.075109142754	17.6676281678805	12.669840602046	19.03942	16.9159270875539	2016	19.03942	Office of the Commissioner for Electronic Communications and Postal Regulation 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	196	33.22285964	35.05659437	CYP	Cyprus	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps										12.05874450852	10.7408363799454	1.74014991316715	0.063507866295126	0.021381639481022	0.011187641905264	0.010303126569617	0.01624	0.0245240548502058	2016	0.01624	Office of the Commissioner for Electronic Communications and Postal Regulation 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	203	15.33151382	49.73913871	CZE	Czechia	1	PER_100_POP	ANYS	Per 100 population	any speed	0.0243892968838869	0.0605975603617674	0.149793373258652	0.33996985058379	2.31190429494443	6.93074939375993	10.8273496613984	14.4781540179509	16.899862809979	19.4166100697339	21.425460130053	23.6461337379184	24.9246462329308	26.6876791746592	27.8834963243687	27.3416497634791		26.7093678738594	2015	27.3416497634791	Czech Telecommunication Office	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	203	15.33151382	49.73913871	CZE	Czechia	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over										4.85102943479166	5.13563914687369	6.61104093784613	8.98794949480073	10.6752847102329	11.6685790600559	19.5036865341754		12.7088749498162	2015	19.5036865341754	Czech Telecommunication Office	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	203	15.33151382	49.73913871	CZE	Czechia	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps										7.70423959183837	8.91630338968292	8.62309687545148	7.3640360632421	6.27357167878708	5.81706495471147	7.63126492754053		6.77148440607029	2015	7.63126492754053	Czech Telecommunication Office	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	203	15.33151382	49.73913871	CZE	Czechia	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps										0.365233786814469	0.445341402035172	0.443877445719961	0.046528858070191	0.060174560419697	0.054653111950057	0.20669830176319		0.0920137080507838	2015	0.20669830176319	Czech Telecommunication Office	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	204	2.339933594	9.65401646	BEN	Benin	1	PER_100_POP	ANYS	Per 100 population	any speed			0.0002832194880902	0.000273948263696337	0.00102236634642619	0.00239539634154539	0.0177410986287836	0.00815389968865884	0.0938785794690979	0.206270399380659	0.284275228559008	0.383801500951707	0.415503315091821	0.411460328180223	0.428500940137799	0.673383807170481	0.20497	0.426763678116065	2016	0.20497	Autorité de Régulation des Communications Electroniques et de la Poste (ARCEP- Bénin)	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	204	2.339933594	9.65401646	BEN	Benin	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	204	2.339933594	9.65401646	BEN	Benin	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																0.0077390929341898	0.00832	0.0080295464670949	2016	0.00832	Autorité de Régulation des Communications Electroniques et de la Poste (ARCEP- Bénin)	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	204	2.339933594	9.65401646	BEN	Benin	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps									0.022266073335619	0.019381474491934	0.03154641139591	0.039827010688874	0.049717920200997		0.040360356280621	0.036820435028936	0.04296	0.0424646778776385	2016	0.04296	Autorité de Régulation des Communications Electroniques et de la Poste (ARCEP- Bénin)	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	208	9.326571283	56.03829721	DNK	Denmark	1	PER_100_POP	ANYS	Per 100 population	any speed	1.25508520248926	4.44470672779197	8.40561565164722	13.344206130095	18.8493668123969	24.8049353857694	31.8937981662303	34.8152399492936	36.4927774292481	36.6139148910828	38.0547937752738	38.4422581497432	38.9360208369062	40.4406865445972	41.5247623127189	42.5082965026724	42.54302	41.1905572393789	2016	42.54302	Danish Energy Agency	
