series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	4	66.02688198	33.83160199	AFG	Afghanistan	1	T_PER_HA	Tonnes per hectare	2000	46.96	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	4	66.02688198	33.83160199	AFG	Afghanistan	1	T_PER_HA	Tonnes per hectare	2005	46.96	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	4	66.02688198	33.83160199	AFG	Afghanistan	1	T_PER_HA	Tonnes per hectare	2010	46.96	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	4	66.02688198	33.83160199	AFG	Afghanistan	1	T_PER_HA	Tonnes per hectare	2015	46.96	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	8	20.06660928	41.13897007	ALB	Albania	1	T_PER_HA	Tonnes per hectare	2000	97.23	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	8	20.06660928	41.13897007	ALB	Albania	1	T_PER_HA	Tonnes per hectare	2005	93.56	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	8	20.06660928	41.13897007	ALB	Albania	1	T_PER_HA	Tonnes per hectare	2010	95.45	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	8	20.06660928	41.13897007	ALB	Albania	1	T_PER_HA	Tonnes per hectare	2015	97.6	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	10	21.47585697	-80.40897662	ATA	Antarctica	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	10	21.47585697	-80.40897662	ATA	Antarctica	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	10	21.47585697	-80.40897662	ATA	Antarctica	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	10	21.47585697	-80.40897662	ATA	Antarctica	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	12	2.678164227	28.15940032	DZA	Algeria	1	T_PER_HA	Tonnes per hectare	2000	34.14	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	12	2.678164227	28.15940032	DZA	Algeria	1	T_PER_HA	Tonnes per hectare	2005	34.12	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	12	2.678164227	28.15940032	DZA	Algeria	1	T_PER_HA	Tonnes per hectare	2010	34.12	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	12	2.678164227	28.15940032	DZA	Algeria	1	T_PER_HA	Tonnes per hectare	2015	34.13	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	T_PER_HA	Tonnes per hectare	2000	176.84	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	T_PER_HA	Tonnes per hectare	2005	176.84	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	T_PER_HA	Tonnes per hectare	2010	176.83	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	T_PER_HA	Tonnes per hectare	2015	177.56	Float		FAO, Global Forest Resources Assessment	E
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	20	1.576257417	42.54548611	AND	Andorra	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	20	1.576257417	42.54548611	AND	Andorra	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	20	1.576257417	42.54548611	AND	Andorra	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	20	1.576257417	42.54548611	AND	Andorra	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	24	17.57817062	-12.33724746	AGO	Angola	1	T_PER_HA	Tonnes per hectare	2000	128.68	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	24	17.57817062	-12.33724746	AGO	Angola	1	T_PER_HA	Tonnes per hectare	2005	128.67	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	24	17.57817062	-12.33724746	AGO	Angola	1	T_PER_HA	Tonnes per hectare	2010	128.66	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	24	17.57817062	-12.33724746	AGO	Angola	1	T_PER_HA	Tonnes per hectare	2015	128.65	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	32	-65.14563274	-35.19446255	ARG	Argentina	1	T_PER_HA	Tonnes per hectare	2000	173.82	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	32	-65.14563274	-35.19446255	ARG	Argentina	1	T_PER_HA	Tonnes per hectare	2005	177.37	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	32	-65.14563274	-35.19446255	ARG	Argentina	1	T_PER_HA	Tonnes per hectare	2010	180.1	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	32	-65.14563274	-35.19446255	ARG	Argentina	1	T_PER_HA	Tonnes per hectare	2015	182.69	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	36	134.3499412	-25.57717202	AUS	Australia	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	36	134.3499412	-25.57717202	AUS	Australia	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	36	134.3499412	-25.57717202	AUS	Australia	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	36	134.3499412	-25.57717202	AUS	Australia	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	40	14.14172472	47.58704857	AUT	Austria	1	T_PER_HA	Tonnes per hectare	2000	156.07	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	40	14.14172472	47.58704857	AUT	Austria	1	T_PER_HA	Tonnes per hectare	2005	160.22	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	40	14.14172472	47.58704857	AUT	Austria	1	T_PER_HA	Tonnes per hectare	2010	162.69	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	40	14.14172472	47.58704857	AUT	Austria	1	T_PER_HA	Tonnes per hectare	2015	165.16	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	44	-78.05111663	24.69546597	BHS	Bahamas	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	44	-78.05111663	24.69546597	BHS	Bahamas	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	44	-78.05111663	24.69546597	BHS	Bahamas	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	44	-78.05111663	24.69546597	BHS	Bahamas	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	48	50.5490754	26.04407747	BHR	Bahrain	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	48	50.5490754	26.04407747	BHR	Bahrain	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	48	50.5490754	26.04407747	BHR	Bahrain	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	48	50.5490754	26.04407747	BHR	Bahrain	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	50	89.17660788	22.86961622	BGD	Bangladesh	1	T_PER_HA	Tonnes per hectare	2000	98.77	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	50	89.17660788	22.86961622	BGD	Bangladesh	1	T_PER_HA	Tonnes per hectare	2005	98.97	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	50	89.17660788	22.86961622	BGD	Bangladesh	1	T_PER_HA	Tonnes per hectare	2010	118.59	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	50	89.17660788	22.86961622	BGD	Bangladesh	1	T_PER_HA	Tonnes per hectare	2015	123.86	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	51	44.93839317	40.29499741	ARM	Armenia	1	T_PER_HA	Tonnes per hectare	2000	81.38	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	51	44.93839317	40.29499741	ARM	Armenia	1	T_PER_HA	Tonnes per hectare	2005	80.72	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	51	44.93839317	40.29499741	ARM	Armenia	1	T_PER_HA	Tonnes per hectare	2010	80.06	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	51	44.93839317	40.29499741	ARM	Armenia	1	T_PER_HA	Tonnes per hectare	2015	80.72	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	52	-59.5346489	13.13648273	BRB	Barbados	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	52	-59.5346489	13.13648273	BRB	Barbados	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	52	-59.5346489	13.13648273	BRB	Barbados	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	52	-59.5346489	13.13648273	BRB	Barbados	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	56	4.660976456	50.64104975	BEL	Belgium	1	T_PER_HA	Tonnes per hectare	2000	148.48	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	56	4.660976456	50.64104975	BEL	Belgium	1	T_PER_HA	Tonnes per hectare	2005	158.71	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	56	4.660976456	50.64104975	BEL	Belgium	1	T_PER_HA	Tonnes per hectare	2010	166.63	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	56	4.660976456	50.64104975	BEL	Belgium	1	T_PER_HA	Tonnes per hectare	2015	175.61	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	60	-64.78155012	32.27881922	BMU	Bermuda	1	T_PER_HA	Tonnes per hectare	2000					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	60	-64.78155012	32.27881922	BMU	Bermuda	1	T_PER_HA	Tonnes per hectare	2005					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	60	-64.78155012	32.27881922	BMU	Bermuda	1	T_PER_HA	Tonnes per hectare	2010					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	60	-64.78155012	32.27881922	BMU	Bermuda	1	T_PER_HA	Tonnes per hectare	2015					
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	64	90.45098484	27.39598568	BTN	Bhutan	1	T_PER_HA	Tonnes per hectare	2000	165.43	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	64	90.45098484	27.39598568	BTN	Bhutan	1	T_PER_HA	Tonnes per hectare	2005	165.87	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	64	90.45098484	27.39598568	BTN	Bhutan	1	T_PER_HA	Tonnes per hectare	2010	165.05	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	64	90.45098484	27.39598568	BTN	Bhutan	1	T_PER_HA	Tonnes per hectare	2015	165.09	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	T_PER_HA	Tonnes per hectare	2000	133.25	Float		FAO, Global Forest Resources Assessment	C
2018.Q2.G.01	AG_LND_FRSTBIOPHA	Above-ground biomass in forest per hectare (tonnes per hectare)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	T_PER_HA	Tonnes per hectare	2005	133.26	Float		FAO, Global Forest Resources Assessment	C
