series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	324	-11.28173419	11.00210343	GIN	Guinea	1	PER_100_POP	Per 100 population	0.1	0.2	0.4	0.5	0.5	0.5	0.6	0.8	0.9	0.9	1	2	3.1	4.5	6.4	8.2	9.8	6.4	2016	9.8	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	328	-58.97322037	4.788012784	GUY	Guyana	1	PER_100_POP	Per 100 population	6.6	13.2						13.8	18.2	23.9	29.9	30	30.5	31	32	34	35.7	32.64	2016	35.7	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	332	-72.33640958	18.40426539	HTI	Haiti	1	PER_100_POP	Per 100 population	0.2	0.3	0.9	1.6	5.4	6.4	6.8	7.2	7.6	8.1	8.4	9	9.8	10.6	11.4	12.2	12.2	11.24	2016	12.2	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	336	12.45315803	41.90343751	VAT	Holy See	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	340	-86.59974381	14.82243161	HND	Honduras	1	PER_100_POP	Per 100 population	1.2	1.4	2.6	4.8	5.6	6.5	7.8	9.4	9.6	9.8	11.1	15.9	18.1	17.8	19.1	27.6	30	22.52	2016	30	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PER_100_POP	Per 100 population	27.8	38.7	43.1	52.2	56.4	56.9	60.8	64.8	66.7	69.4	72	72.2	72.9	74.2	79.9	84.9	87.5	79.88	2016	87.5	Census and Statistics Department.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	348	19.41221519	47.1651448	HUN	Hungary	1	PER_100_POP	Per 100 population	7	14.5	16.7	21.6	27.7	39	47.1	53.3	61	62	65	68	70.6	72.6	75.7	72.8	79.3	74.2	2016	79.3	Eurostat.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	352	-19.02116966	64.79134763	ISL	Iceland	1	PER_100_POP	Per 100 population	44.5	49.4	79.1	83.1	83.9	87	89.5	90.6	91	93	93.4	94.8	96.2	96.5	98.2	98.2	98.2	97.46	2016	98.2	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	356	79.3608464	22.34642074	IND	India	1	PER_100_POP	Per 100 population	0.5	0.7	1.5	1.7	2	2.4	2.8	4	4.4	5.1	7.5	10.1	12.6	15.1	21	26	29.5	20.84	2016	29.5	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	360	113.9174	-0.994582204	IDN	Indonesia	1	PER_100_POP	Per 100 population	0.9	2	2.1	2.4	2.6	3.6	4.8	5.8	7.9	6.9	10.9	12.3	14.5	14.9	17.1	22	25.4	18.78	2016	25.4	BPS-Statistics Indonesia.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PER_100_POP	Per 100 population	0.9	1.5	4.6	6.9	7.5	8.1	8.8	9.5	12	13.8	15.9	19	22.7	30	39.4	45.3	53.2	38.12	2016	53.2	Statistical Centre of Iran (SCI).	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	368	43.76606267	33.05013795	IRQ	Iraq	1	PER_100_POP	Per 100 population		0.1	0.5	0.6	0.9	0.9	1	0.9	1	1.1	2.5	5	7.1	9.2	13.2	17.2	21.2	13.58	2016	21.2	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	372	-7.121425272	53.25274054	IRL	Ireland	1	PER_100_POP	Per 100 population	17.9	23.1	25.9	34.3	37	41.6	54.8	61.2	65.3	67.4	69.9	74.9	76.9	78.2	83.5	83.5	85	81.42	2016	85	Eurostat.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	376	34.62277992	31.06164552	ISR	Israel	1	PER_100_POP	Per 100 population	20.9	17.4	17.8	19.6	22.8	25.2	27.9	48.1	59.4	63.1	67.5	68.9	70.8	70.3	75	77.4	79.7	74.64	2016	79.7	Israel Central Bureau of Statistics.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	380	12.57022427	42.79917282	ITA	Italy	1	PER_100_POP	Per 100 population	23.1	27.2	28	29	33.2	35	38	40.8	44.5	48.8	53.7	54.4	55.8	58.5	55.6	58.1	61.3	57.86	2016	61.3	Istat/ Italian National Institute of Statistics.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PER_100_POP	Per 100 population	0.2	0.4	0.5	0.8	0.8	1	1.5	1.8	1.9	2	2.7	2.9	5	12	19.3	21.9	26.5	16.94	2016	26.5	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	388	-77.31068409	18.15616857	JAM	Jamaica	1	PER_100_POP	Per 100 population	3.1	3.9	6.1	7.8	10	12.8	16.4	21.1	23.6	24.3	27.7	37.4	33.8	37.1	40.4	42.2	45	39.7	2016	45	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	392	139.2716103	36.6554539	JPN	Japan	1	PER_100_POP	Per 100 population	30	38.5	46.6	48.4	62.4	66.9	68.7	74.3	75.4	78	78.2	79.1	79.5	88.2	89.1	91.1	93.2	88.22	2016	93.2	Ministry of Internal Affairs and Communications.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PER_100_POP	Per 100 population	0.7	1	1.7	2	2.7	3	3.3	4	11	18.2	31.6	50.6	61.9	63.3	66	70.8	74.6	67.32	2016	74.6	Ministry of National Economy Committee on Statistics. 	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	400	37.13024774	30.65365973	JOR	Jordan	1	PER_100_POP	Per 100 population	2.6	4.7	6	8.5	11.7	12.9	13.9	20	23	26	27.2	34.9	37	41.4	46.2	60.1	62.3	49.4	2016	62.3	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	404	37.86096816	0.534797278	KEN	Kenya	1	PER_100_POP	Per 100 population	0.3	0.6	1.2	2.9	3	3.1	3.6	4.4	5.2	6.1	7.2	8.8	10.5	13	16.5	21	26	17.4	2016	26	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	410	127.8610254	36.45201023	KOR	Republic of Korea	1	PER_100_POP	Per 100 population	44.7	56.6	59.4	65.5	72.7	73.5	78.1	78.8	81	81.6	83.7	83.8	84.1	84.8	87.6	89.6	92.8	87.78	2016	92.8	Ministry of Science and ICT(MSIT).	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	414	47.49305029	29.53949468	KWT	Kuwait	1	PER_100_POP	Per 100 population	6.7	8.6	10.2	22.4	22.9	25.9	28.8	34.8	42	50.8	61.4	65.8	70.5	75.5	78.7	77.5	78.4	76.12	2016	78.4	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	PER_100_POP	Per 100 population	1	3	3	3.9	5.1	10.5	12.3	14	15.7	16	16.3	17.5	19.8	23	28.3	30.2	34.5	27.16	2016	34.5	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	PER_100_POP	Per 100 population	0.1	0.2	0.3	0.3	0.4	0.9	1.2	1.6	3.6	6	7	9	10.7	12.5	14.3	18.2	21.9	15.52	2016	21.9	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	422	35.89391711	33.92152458	LBN	Lebanon	1	PER_100_POP	Per 100 population	8	6.8	7	8	9	10.1	15	18.7	22.5	30.1	43.7	52	61.2	70.5	73	74	76.1	70.96	2016	76.1	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	426	28.25362195	-29.58041814	LSO	Lesotho	1	PER_100_POP	Per 100 population	0.2	0.3	1.1	1.5	2.2	2.6	3	3.4	3.6	3.7	3.9	7	10	15	22	25	27.4	19.88	2016	27.4	Research ICT Africa.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	428	26.42461876	56.64196636	LVA	Latvia	1	PER_100_POP	Per 100 population	6.3	7.2	21.9	27	38.6	46	53.6	59.2	63.4	66.8	68.4	69.7	73.1	75.2	75.8	79.2	79.8	76.62	2016	79.8	Central Statistical Bureau.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	430	-9.311879038	6.448381009	LBR	Liberia	1	PER_100_POP	Per 100 population	0	0	0	0	0			0.6	0.5	2	2.3	2.5	2.6	3.2	5.4	5.9	7.3	4.88	2016	7.3	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	434	18.0295985	27.04042819	LBY	Libya	1	PER_100_POP	Per 100 population	0.2	0.4	2.2	2.8	3.5	3.9	4.3	4.7	9	10.8	14	14		16.5	17.8	19	20.3	18.4	2016	20.3	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	438	9.552985019	47.14167005	LIE	Liechtenstein	1	PER_100_POP	Per 100 population	36.5	45.1	59.5	58.8	64	63.4	64.2	65.1	70	75	80	85	89.4	93.8	95.2	96.6	98.1	94.62	2016	98.1	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	440	23.90517807	55.33680309	LTU	Lithuania	1	PER_100_POP	Per 100 population	6.4	7.2	17.7	25.9	31.2	36.2	43.9	49.9	55.2	59.8	62.1	63.6	67.2	68.5	72.1	71.4	74.4	70.72	2016	74.4	Statistics Lithuania.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	442	6.092656563	49.77679538	LUX	Luxembourg	1	PER_100_POP	Per 100 population	22.9	36.2	39.8	54.6	65.9	70	72.5	78.9	82.2	87.3	90.6	90	91.9	93.8	94.7	97.3	98.1	95.16	2016	98.1	STATEC  (Institut national de la statistique et des études économiques).	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	PER_100_POP	Per 100 population	13.6	22.5	25.2	25.7	31.5	34.9	46.4	47.3	49.2	54	55.2	60.2	61.3	65.8	69.8	77.6	81.6	71.22	2016	81.6	Statistics and Census Service.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	450	46.6982339	-19.38514785	MDG	Madagascar	1	PER_100_POP	Per 100 population	0.2	0.2	0.3	0.4	0.5	0.6	0.6	0.7	1.7	1.6	1.7	1.9	2.3	3	3.7	4.2	4.7	3.58	2016	4.7	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	454	33.4884625	-13.40819859	MWI	Malawi	1	PER_100_POP	Per 100 population	0.1	0.2	0.2	0.3	0.3	0.4	0.4	1	0.7	1.1	2.3	3.3	4.4	5.1	5.8	9.3	9.6	6.84	2016	9.6	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	458	116.8346314	5.452415309	MYS	Malaysia	1	PER_100_POP	Per 100 population	21.4	26.7	32.3	35	42.3	48.6	51.6	55.7	55.8	55.9	56.3	61	65.8	57.1	63.7	71.1	78.8	67.3	2016	78.8	Department of Statistics.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	462	73.09672546	-0.614385021	MDV	Maldives	1	PER_100_POP	Per 100 population	2.2	3.6	5.3	6	6.6	6.9	11	16.3	23.2	24.8	26.5	34	38.9	44.1	49.3	54.5	59.1	49.18	2016	59.1	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	466	-3.522016039	17.35311254	MLI	Mali	1	PER_100_POP	Per 100 population	0.1	0.2	0.2	0.3	0.4	0.5	0.7	0.8	1.6	1.8	2	2.2	2.8	3.5	7	10.3	11.1	6.94	2016	11.1	Institut National de la Statistique.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	470	14.44617519	35.89194275	MLT	Malta	1	PER_100_POP	Per 100 population	13.1	17.9	28.9	31.6	34.6	41.2	40.4	46.9	50.1	58.9	63	68	68.2	68.9	73.2	76.2	77.3	72.76	2016	77.3	National Statistics Office.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	474	-60.91544135	14.56086108	MTQ	Martinique	1	PER_100_POP	Per 100 population	7.8	10.3	15.4	20.3	27.8	32.7	35	37.3	39.7	42									2009	42	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	478	-10.33187259	20.26089546	MRT	Mauritania	1	PER_100_POP	Per 100 population	0.2	0.3	0.4	0.4	0.5	0.7	1	1.4	1.9	2.3	4	4.5	5	6.2	10.7	15.2	18	11.02	2016	18	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	480	57.568022	-20.28581998	MUS	Mauritius	1	PER_100_POP	Per 100 population	7.3	8.8	10.3	12.2	13.7	15.2	16.7	20.2	21.8	22.5	28.3	35	35.4	40.1	44.8	50.1	52.2	44.52	2016	52.2	Statistics Mauritius.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	484	-102.5148166	23.93378032	MEX	Mexico	1	PER_100_POP	Per 100 population	5.1	7	11.9	12.9	14.1	17.2	19.5	20.8	21.7	26.3	31.1	37.2	39.8	43.5	44.4	57.4	59.5	48.92	2016	59.5	Instituto Nacional de Estadística y Geografía (INEGI).	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	492	7.424214814	43.73532918	MCO	Monaco	1	PER_100_POP	Per 100 population	42.2	46.6	48	49.5	52.5	55.5	61.5	64.4	67.3	70.1	75	80.3	87	90.7	92.4	93.4	95.2	91.74	2016	95.2	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	496	103.0728057	46.83892054	MNG	Mongolia	1	PER_100_POP	Per 100 population	1.3	1.7	2					9	9.8	10	10.2	12.5	16.4	17.7	19.9	21.4	22.3	19.54	2016	22.3	National Statistical Office of Mongolia.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	PER_100_POP	Per 100 population	1.3	1.5	3.8	7.4	10.6	14.6	19.6	20.5	23.4	27.5	32.3	38	43.4	60	67	69	71	62.08	2016	71	Ministry of Information Technologies and Communication.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	499	19.25214024	42.78717043	MNE	Montenegro	1	PER_100_POP	Per 100 population					25.4	27.1	28.9	30.8	32.9	35.1	37.5	35.6	56.8	60.3	61	68.1	69.9	63.22	2016	69.9	Statistical Office of Montenegro.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	500	-62.19261223	16.73558313	MSR	Montserrat	1	PER_100_POP	Per 100 population							25.9	20.4	20.3	20.3	35	54.6							2011	54.6	Statistics Department	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	504	-6.281942841	31.8440131	MAR	Morocco	1	PER_100_POP	Per 100 population	0.7	1.4	2.4	3.4	11.6	15.1	19.8	21.5	33.1	41.3	52	46.1	55.4	56	56.8	57.1	58.3	56.72	2016	58.3	Agence Nationale de Réglementation des Télécommunications.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	508	38.18479941	-14.27963886	MOZ	Mozambique	1	PER_100_POP	Per 100 population	0.1	0.2	0.3	0.4	0.7	0.9	0.8	0.9	1.6	2.7	4.2	4.3	6	7.3	9.2	16.9	17.5	11.38	2016	17.5	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	512	57.87743482	21.98805614	OMN	Oman	1	PER_100_POP	Per 100 population	3.5	5.9	6.9	7.3	6.8	6.7	8.3	16.7	20	26.8	35.8	48	60	66.5	70.2	66.1	69.9	66.54	2016	69.9	Information Technology Authority (ITA).	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	516	17.21907885	-22.13817068	NAM	Namibia	1	PER_100_POP	Per 100 population	1.6	2.4	2.6	3.4	3.8	4	4.4	4.8	5.3	6.5	11.6	12	12.9	13.9	14.8	25.7	31	19.66	2016	31	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	520	166.92313	-0.528742623	NRU	Nauru	1	PER_100_POP	Per 100 population		3										54							2011	54	Nauru Bureau of Statistics Government Ministry of Finance	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	524	83.94678863	28.25866332	NPL	Nepal	1	PER_100_POP	Per 100 population	0.2	0.2	0.3	0.4	0.4	0.8	1.1	1.4	1.7	2	7.9	9	11.1	13.3	15.4	17.6	19.7	15.42	2016	19.7	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	528	5.331480568	51.86728884	NLD	Netherlands	1	PER_100_POP	Per 100 population	44	49.4	61.3	64.4	68.5	81	83.7	85.8	87.4	89.6	90.7	91.4	92.9	94	91.7	91.7	90.4	92.14	2016	90.4	Statistics Netherlands.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	531	-68.95033464	12.15058042	CUW	Curaçao	1	PER_100_POP	Per 100 population																	61.9	61.9	2016	61.9	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	533	-69.97050586	12.50878756	ABW	Aruba	1	PER_100_POP	Per 100 population	15.4	17.1	18.8	20.8	23	25.4	28	30.9	52	58	62	69	74	78.9	83.8	88.7	93.5	83.78	2016	93.5	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	540	165.5067368	-21.41742531	NCL	New Caledonia	1	PER_100_POP	Per 100 population	13.9	18.2	22.4	26.4	30.3	32.4	33.5	35.1	34.5	34	42	50	58	66	70	74		67	2015	74	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	548	167.0679779	-15.34445547	VUT	Vanuatu	1	PER_100_POP	Per 100 population	2.1	2.8	3.5	3.9	4.7	5.1	5.9	6.8	7.3	7.5	8	9.2	10.6	11.3	18.8	22.4	24	17.42	2016	24	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	554	170.4755673	-43.98721568	NZL	New Zealand	1	PER_100_POP	Per 100 population	47.4	53.2	59.1	61	61.8	62.7	69	69.8	72	79.7	80.5	81.2	81.6	82.8	85.5	88.2	88.5	85.32	2016	88.5	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	558	-85.03060315	12.84210839	NIC	Nicaragua	1	PER_100_POP	Per 100 population	1	1.4	1.7	1.9	2.3	2.6	2.8	3.9	5.3	7.3	10	10.6	13.5	15.5	17.6	19.7	24.6	18.18	2016	24.6	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	562	9.400167877	17.42143036	NER	Niger	1	PER_100_POP	Per 100 population	0	0.1	0.1	0.2	0.2	0.2	0.3	0.4	0.7	0.8	0.8	0.9	1.1	1.2	1.2	2.5	4.3	2.06	2016	4.3	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	566	8.097363256	9.585789025	NGA	Nigeria	1	PER_100_POP	Per 100 population	0.1	0.1	0.3	0.6	1.3	3.5	5.5	6.8	8	9.3	11.5	13.8	16.1	19.1	21	24.5	25.7	21.28	2016	25.7	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	570	-169.8601693	-19.05000475	NIU	Niue	1	PER_100_POP	Per 100 population	26.5	32.7	39.1	43.1	47.3	51.7	56.3	61	65.9	74.5	77	79.6							2011	79.6	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	578	11.47846389	61.34311134	NOR	Norway	1	PER_100_POP	Per 100 population	52	64	72.8	78.1	77.7	82	82.6	86.9	90.6	92.1	93.4	93.5	94.6	95.1	96.3	96.8	97.3	96.02	2016	97.3	Eurostat.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	PER_100_POP	Per 100 population	3.7	4.7	5.6	9.2	11	11.9	12.8	13.6	14.5	15.4	20	22.8	26	27.8	29.7	31.5	33.4	29.68	2016	33.4	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	584	171.0839119	7.110213497	MHL	Marshall Islands	1	PER_100_POP	Per 100 population	1.5	1.7	2.3	2.6	3.6	3.9	3.8	4	4.6	5.6	7	10	12.5	14	16.8	19.3	29.8	18.48	2016	29.8	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	585	134.5733878	7.502307591	PLW	Palau	1	PER_100_POP	Per 100 population			20.2	21.6	27														2004	27	NULL	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	586	68.80479684	29.36491634	PAK	Pakistan	1	PER_100_POP	Per 100 population		1.3	2.6	5	6.2	6.3	6.5	6.8	7	7.5	8	9	10	10.9	12	14	15.5	12.48	2016	15.5	Pakistan Bureau of Statistics.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	591	-81.26616623	8.450965746	PAN	Panama	1	PER_100_POP	Per 100 population	6.6	7.3	8.5	10	11.1	11.5	17.3	22.3	33.8	39.1	40.1	42.7	40.3	44	44.9	51.2	54	46.88	2016	54	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	PER_100_POP	Per 100 population	0.8	0.9	1.3	1.4	1.5	1.7	1.8	1.8	1.2	1.6	1.3	2	3.5	5.1	6.5	7.9	9.6	6.52	2016	9.6	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	600	-60.54854225	-21.70216237	PRY	Paraguay	1	PER_100_POP	Per 100 population	0.7	1.1	1.8	2.1	3.5	7.9	8	11.2	14.3	18.9	19.8	24.8	29.3	36.9	43	48.4	51.3	41.78	2016	51.3	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	604	-71.82093277	-13.58939705	PER	Peru	1	PER_100_POP	Per 100 population	3.1	7.6	9	11.6	14.1	17.1	20.7	25.2	30.6	31.4	34.8	36	38.2	39.2	40.2	40.9	45.5	40.8	2016	45.5	Instituto Nacional de Estadistica e Informatica.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	608	120.8601418	14.16591706	PHL	Philippines	1	PER_100_POP	Per 100 population	2	2.5	4.3	4.9	5.2	5.4	5.7	6	6.2	9	25	29	36.2	48.1	49.6	53.7	55.5	48.62	2016	55.5	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	PER_100_POP	Per 100 population																						
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	616	19.40660158	52.1226733	POL	Poland	1	PER_100_POP	Per 100 population	7.3	9.9	21.2	24.9	32.5	38.8	44.6	48.6	53.1	59	62.3	61.9	62.3	62.8	66.6	68	73.3	66.6	2016	73.3	Central Statistical Office.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	620	-7.961599811	39.68509315	PRT	Portugal	1	PER_100_POP	Per 100 population	16.4	18.1	19.4	29.7	31.8	35	38	42.1	44.1	48.3	53.3	55.2	60.3	62.1	64.6	68.6	70.4	65.2	2016	70.4	Instituto Nacional de Estatistica.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	PER_100_POP	Per 100 population	0.2	0.3	1	1.4	1.8	1.9	2.1	2.2	2.4	2.3	2.5	2.7	2.9	3.1	3.3	3.5	3.8	3.32	2016	3.8	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	PER_100_POP	Per 100 population						0.1	0.5	1	1.5	2	3	4	7	11	17.5	23	25.2	16.74	2016	25.2	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	PER_100_POP	Per 100 population	10.5	15.6	17.5	19.7	22.1	23.4	25.4	27.9	38	41.5	45.3	48	69	69	76.1	79.5	80.3	74.78	2016	80.3	ITU estimate. 	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	634	51.19152467	25.28355379	QAT	Qatar	1	PER_100_POP	Per 100 population	4.9	6.2	10.2	19.2	20.7	24.7	29	37	44.3	53.1	69	69	69.3	85.3	91.5	92.9	94.3	86.66	2016	94.3	ITU Estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	638	55.53171398	-21.13183266	REU	Réunion	1	PER_100_POP	Per 100 population	13.8	16.3	20	23.7	25.9	28.1	30.2	32.3	34.3	36.3									2009	36.3	ITU estimate.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	642	24.98481009	45.83893563	ROU	Romania	1	PER_100_POP	Per 100 population	3.6	4.5	6.6	8.9	15	21.5	24.7	28.3	32.4	36.6	39.9	40	45.9	49.8	54.1	55.8	59.5	53.02	2016	59.5	National Institute of Statistics.	
2018.Q2.G.01	IT_USE_ii99	Internet users per 100 inhabitants	643	99.01404926	61.61899849	RUS	Russian Federation	1	PER_100_POP	Per 100 population	2	2.9	4.1	8.3	12.9	15.2	18	24.7	26.8	29	43	49	63.8	68	70.5	73.4	73.1	69.76	2016	73.1	Federal State Statistics Service (Rosstat).	
