GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,20,Andorra,2017.0,,75,Float,Environment Live,,AND,1.576257417,42.54548611
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,40,Austria,2017.0,,94.57,Float,Environment Live,,AUT,14.14172472,47.58704857
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,72,Botswana,2017.0,,7.69,Float,Environment Live,,BWA,23.81380223,-22.18810073
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,242,Fiji,2017.0,,100,Float,Environment Live,,FJI,177.9660884,-17.83301566
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,246,Finland,2017.0,,76.35,Float,Environment Live,,FIN,23.308447,61.91586738
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,348,Hungary,2017.0,,81.98,Float,Environment Live,,HUN,19.41221519,47.1651448
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,372,Ireland,2017.0,,91.42,Float,Environment Live,,IRL,-7.121425272,53.25274054
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,392,Japan,2017.0,,0,Float,Environment Live,,JPN,139.2716103,36.6554539
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,404,Kenya,2017.0,,42.18,Float,Environment Live,,KEN,37.86096816,0.534797278
6,Ensure availability and sustainable management of water and sanitation for all,6.3,"By 2030, improve water quality by reducing pollution, eliminating dumping and minimizing release of hazardous chemicals and materials, halving the proportion of untreated wastewater and substantially increasing recycling and safe reuse globally",6.3.2,Proportion of bodies of water with good ambient water quality,3,EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality (%),2019.Q1.G.01,G,Global,C,Country data,PERCENT,Percentage,428,Latvia,2017.0,,100,Float,Environment Live,,LVA,26.42461876,56.64196636
