series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Type of skill	Units	Type of skill description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	4	66.02688198	33.83160199	AFG	Afghanistan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	8	20.06660928	41.13897007	ALB	Albania	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	222	-88.86862995	13.73603564	SLV	El Salvador	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	10	21.47585697	-80.40897662	ATA	Antarctica	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	12	2.678164227	28.15940032	DZA	Algeria	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	231	39.63505296	8.631223181	ETH	Ethiopia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	232	38.11074289	16.12894644	ERI	Eritrea	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	20	1.576257417	42.54548611	AND	Andorra	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	233	25.84093481	58.68487172	EST	Estonia	1	LITE	Ratio	literacy	Ratio	2012	0.97855	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	24	17.57817062	-12.33724746	AGO	Angola	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	242	177.9660884	-17.83301566	FJI	Fiji	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	36	134.3499412	-25.57717202	AUS	Australia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	246	23.308447	61.91586738	FIN	Finland	1	LITE	Ratio	literacy	Ratio	2012	0.79718	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	40	14.14172472	47.58704857	AUT	Austria	1	LITE	Ratio	literacy	Ratio	2012	0.91106	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	248	19.80945969	60.1544901	ALA	Åland Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	250	2.457288129	46.62660861	FRA	France	1	LITE	Ratio	literacy	Ratio	2012	0.84346	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	254	-53.23619089	3.922673437	GUF	French Guiana	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	51	44.93839317	40.29499741	ARM	Armenia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	262	42.18274707	11.56004161	DJI	Djibouti	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	56	4.660976456	50.64104975	BEL	Belgium	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	266	11.78727747	-0.60687619	GAB	Gabon	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	268	43.3713615	42.04813028	GEO	Georgia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	270	-15.39944785	13.45295927	GMB	Gambia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	275	35.25694122	31.94347933	PSE	State of Palestine	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	276	10.3806066	51.08862743	DEU	Germany	1	LITE	Ratio	literacy	Ratio	2012	0.92631	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	288	-1.205623522	7.964825185	GHA	Ghana	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	296	-157.5643005	1.768837732	KIR	Kiribati	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	300	22.58307827	39.47301873	GRC	Greece	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	304	-41.39371316	74.75625681	GRL	Greenland	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	308	-61.68248568	12.11238395	GRD	Grenada	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	LITE	Ratio	literacy	Ratio	2012					
