series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Type of skill	Units	Type of skill description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	204	2.339933594	9.65401646	BEN	Benin	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	208	9.326571283	56.03829721	DNK	Denmark	1	LITE	Ratio	literacy	Ratio	2012	0.84493	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	422	35.89391711	33.92152458	LBN	Lebanon	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	212	-61.3493756	15.43391378	DMA	Dominica	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	426	28.25362195	-29.58041814	LSO	Lesotho	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	428	26.42461876	56.64196636	LVA	Latvia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	642	24.98481009	45.83893563	ROU	Romania	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	430	-9.311879038	6.448381009	LBR	Liberia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	643	99.01404926	61.61899849	RUS	Russian Federation	1	LITE	Ratio	literacy	Ratio	2012	0.98854	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	434	18.0295985	27.04042819	LBY	Libya	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	646	29.92310194	-1.999842114	RWA	Rwanda	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	440	23.90517807	55.33680309	LTU	Lithuania	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	442	6.092656563	49.77679538	LUX	Luxembourg	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	660	-63.05651612	18.21525315	AIA	Anguilla	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	450	46.6982339	-19.38514785	MDG	Madagascar	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	454	33.4884625	-13.40819859	MWI	Malawi	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	458	116.8346314	5.452415309	MYS	Malaysia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	462	73.09672546	-0.614385021	MDV	Maldives	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	466	-3.522016039	17.35311254	MLI	Mali	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	674	12.46329038	43.93841766	SMR	San Marino	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	470	14.44617519	35.89194275	MLT	Malta	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	474	-60.91544135	14.56086108	MTQ	Martinique	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	478	-10.33187259	20.26089546	MRT	Mauritania	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	686	-14.46636926	14.35920905	SEN	Senegal	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	480	57.568022	-20.28581998	MUS	Mauritius	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	688	20.805876	44.03145697	SRB	Serbia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	484	-102.5148166	23.93378032	MEX	Mexico	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	690	55.46561591	-4.678053059	SYC	Seychelles	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	492	7.424214814	43.73532918	MCO	Monaco	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	496	103.0728057	46.83892054	MNG	Mongolia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	702	103.8107883	1.361009155	SGP	Singapore	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	703	19.48495604	48.70741446	SVK	Slovakia	1	LITE	Ratio	literacy	Ratio	2012	1.00304	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	499	19.25214024	42.78717043	MNE	Montenegro	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	704	105.802499	10.09643079	VNM	Viet Nam	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	500	-62.19261223	16.73558313	MSR	Montserrat	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	705	14.82209486	46.11958061	SVN	Slovenia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	504	-6.281942841	31.8440131	MAR	Morocco	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	706	46.20367477	4.406485729	SOM	Somalia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	710	24.67184355	-29.99957544	ZAF	South Africa	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	512	57.87743482	21.98805614	OMN	Oman	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	516	17.21907885	-22.13817068	NAM	Namibia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	724	-3.554078296	40.39211472	ESP	Spain	1	LITE	Ratio	literacy	Ratio	2012	0.90573	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	520	166.92313	-0.528742623	NRU	Nauru	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	728	30.32618773	7.290839152	SSD	South Sudan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	524	83.94678863	28.25866332	NPL	Nepal	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	528	5.331480568	51.86728884	NLD	Netherlands	1	LITE	Ratio	literacy	Ratio	2012	0.88639	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	736	29.95650159	16.02643066	SDN	Sudan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	740	-55.90626394	4.132603197	SUR	Suriname	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	531	-68.95033464	12.15058042	CUW	Curaçao	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	533	-69.97050586	12.50878756	ABW	Aruba	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	752	14.3775338	60.60103109	SWE	Sweden	1	LITE	Ratio	literacy	Ratio	2012	0.82201	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	756	8.223158	46.96617097	CHE	Switzerland	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	554	170.4755673	-43.98721568	NZL	New Zealand	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	762	69.294998	38.43069666	TJK	Tajikistan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	764	101.0202951	15.13089239	THA	Thailand	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	562	9.400167877	17.42143036	NER	Niger	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	768	0.97835765	8.532096072	TGO	Togo	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	566	8.097363256	9.585789025	NGA	Nigeria	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	570	-169.8601693	-19.05000475	NIU	Niue	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	776	-175.1959991	-21.19511329	TON	Tonga	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	578	11.47846389	61.34311134	NOR	Norway	1	LITE	Ratio	literacy	Ratio	2012	0.85687	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	788	9.572737411	34.11439971	TUN	Tunisia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	792	35.42890329	38.9899684	TUR	Turkey	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	585	134.5733878	7.502307591	PLW	Palau	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	586	68.80479684	29.36491634	PAK	Pakistan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	800	32.39100438	1.279557331	UGA	Uganda	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	591	-81.26616623	8.450965746	PAN	Panama	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	804	31.40270802	49.00735945	UKR	Ukraine	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	818	29.77468534	26.57438204	EGY	Egypt	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	604	-71.82093277	-13.58939705	PER	Peru	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	608	120.8601418	14.16591706	PHL	Philippines	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	831	-2.200712402	49.71561166	GGY	Guernsey	1	LITE	Ratio	literacy	Ratio	2012					
