series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	2016	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	440	23.90517807	55.33680309	LTU	Lithuania	2	ROA	P_KM	road transport	passenger kilometres	2.8215e+10	2016	2.8215e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	440	23.90517807	55.33680309	LTU	Lithuania	3	RAI	P_KM	rail transport	passenger kilometres	3.96e+08	2016	3.96e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	442	6.092656563	49.77679538	LUX	Luxembourg	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	442	6.092656563	49.77679538	LUX	Luxembourg	2	ROA	P_KM	road transport	passenger kilometres	11369833394.63	2016	11369833394.63	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	442	6.092656563	49.77679538	LUX	Luxembourg	3	RAI	P_KM	rail transport	passenger kilometres	391323345.6	2016	391323345.6	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	2	ROA	P_KM	road transport	passenger kilometres	30618495658.75	2016	30618495658.75	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	450	46.6982339	-19.38514785	MDG	Madagascar	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	450	46.6982339	-19.38514785	MDG	Madagascar	2	ROA	P_KM	road transport	passenger kilometres	7036403119.01	2016	7036403119.01	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	450	46.6982339	-19.38514785	MDG	Madagascar	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	454	33.4884625	-13.40819859	MWI	Malawi	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	454	33.4884625	-13.40819859	MWI	Malawi	2	ROA	P_KM	road transport	passenger kilometres	4701756402.18	2016	4701756402.18	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	454	33.4884625	-13.40819859	MWI	Malawi	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	458	116.8346314	5.452415309	MYS	Malaysia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	458	116.8346314	5.452415309	MYS	Malaysia	2	ROA	P_KM	road transport	passenger kilometres	368275885845.76	2016	368275885845.76	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	458	116.8346314	5.452415309	MYS	Malaysia	3	RAI	P_KM	rail transport	passenger kilometres	3371250653.9	2016	3371250653.9	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	462	73.09672546	-0.614385021	MDV	Maldives	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	462	73.09672546	-0.614385021	MDV	Maldives	2	ROA	P_KM	road transport	passenger kilometres	1254730251.49	2016	1254730251.49	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	462	73.09672546	-0.614385021	MDV	Maldives	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	466	-3.522016039	17.35311254	MLI	Mali	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	466	-3.522016039	17.35311254	MLI	Mali	2	ROA	P_KM	road transport	passenger kilometres	5278198972.46	2016	5278198972.46	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	466	-3.522016039	17.35311254	MLI	Mali	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	470	14.44617519	35.89194275	MLT	Malta	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	470	14.44617519	35.89194275	MLT	Malta	2	ROA	P_KM	road transport	passenger kilometres	9031914447.77	2016	9031914447.77	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	470	14.44617519	35.89194275	MLT	Malta	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	474	-60.91544135	14.56086108	MTQ	Martinique	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	474	-60.91544135	14.56086108	MTQ	Martinique	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	474	-60.91544135	14.56086108	MTQ	Martinique	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	478	-10.33187259	20.26089546	MRT	Mauritania	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	478	-10.33187259	20.26089546	MRT	Mauritania	2	ROA	P_KM	road transport	passenger kilometres	2906899033.37	2016	2906899033.37	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	478	-10.33187259	20.26089546	MRT	Mauritania	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	480	57.568022	-20.28581998	MUS	Mauritius	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	480	57.568022	-20.28581998	MUS	Mauritius	2	ROA	P_KM	road transport	passenger kilometres	7055941702.49	2016	7055941702.49	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	480	57.568022	-20.28581998	MUS	Mauritius	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	484	-102.5148166	23.93378032	MEX	Mexico	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	484	-102.5148166	23.93378032	MEX	Mexico	2	ROA	P_KM	road transport	passenger kilometres	1244699032868.34	2016	1244699032868.34	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	484	-102.5148166	23.93378032	MEX	Mexico	3	RAI	P_KM	rail transport	passenger kilometres	1.481e+09	2016	1.481e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	492	7.424214814	43.73532918	MCO	Monaco	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	492	7.424214814	43.73532918	MCO	Monaco	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	492	7.424214814	43.73532918	MCO	Monaco	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	496	103.0728057	46.83892054	MNG	Mongolia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	496	103.0728057	46.83892054	MNG	Mongolia	2	ROA	P_KM	road transport	passenger kilometres	5294900344.99	2016	5294900344.99	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	496	103.0728057	46.83892054	MNG	Mongolia	3	RAI	P_KM	rail transport	passenger kilometres	1391398096.1	2016	1391398096.1	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	498	28.4650624	47.20236795	MDA	Republic of Moldova	2	ROA	P_KM	road transport	passenger kilometres	4967038188.45	2016	4967038188.45	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	498	28.4650624	47.20236795	MDA	Republic of Moldova	3	RAI	P_KM	rail transport	passenger kilometres	1.22e+08	2016	1.22e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	499	19.25214024	42.78717043	MNE	Montenegro	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	499	19.25214024	42.78717043	MNE	Montenegro	2	ROA	P_KM	road transport	passenger kilometres	3066660130.5	2016	3066660130.5	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	499	19.25214024	42.78717043	MNE	Montenegro	3	RAI	P_KM	rail transport	passenger kilometres	8.4e+07	2016	8.4e+07	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	500	-62.19261223	16.73558313	MSR	Montserrat	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	500	-62.19261223	16.73558313	MSR	Montserrat	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	500	-62.19261223	16.73558313	MSR	Montserrat	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	504	-6.281942841	31.8440131	MAR	Morocco	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	504	-6.281942841	31.8440131	MAR	Morocco	2	ROA	P_KM	road transport	passenger kilometres	91330604858.72	2016	91330604858.72	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	504	-6.281942841	31.8440131	MAR	Morocco	3	RAI	P_KM	rail transport	passenger kilometres	5228205820.8	2016	5228205820.8	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	508	38.18479941	-14.27963886	MOZ	Mozambique	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	508	38.18479941	-14.27963886	MOZ	Mozambique	2	ROA	P_KM	road transport	passenger kilometres	7714508639.05	2016	7714508639.05	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	508	38.18479941	-14.27963886	MOZ	Mozambique	3	RAI	P_KM	rail transport	passenger kilometres	251365721.2	2016	251365721.2	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	512	57.87743482	21.98805614	OMN	Oman	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	512	57.87743482	21.98805614	OMN	Oman	2	ROA	P_KM	road transport	passenger kilometres	46264590087.52	2016	46264590087.52	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	512	57.87743482	21.98805614	OMN	Oman	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	516	17.21907885	-22.13817068	NAM	Namibia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	516	17.21907885	-22.13817068	NAM	Namibia	2	ROA	P_KM	road transport	passenger kilometres	9759037932.18	2016	9759037932.18	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	516	17.21907885	-22.13817068	NAM	Namibia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	520	166.92313	-0.528742623	NRU	Nauru	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	520	166.92313	-0.528742623	NRU	Nauru	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	520	166.92313	-0.528742623	NRU	Nauru	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	524	83.94678863	28.25866332	NPL	Nepal	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	524	83.94678863	28.25866332	NPL	Nepal	2	ROA	P_KM	road transport	passenger kilometres	6662988232.39	2016	6662988232.39	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	524	83.94678863	28.25866332	NPL	Nepal	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	528	5.331480568	51.86728884	NLD	Netherlands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	528	5.331480568	51.86728884	NLD	Netherlands	2	ROA	P_KM	road transport	passenger kilometres	160176771874.58	2016	160176771874.58	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	528	5.331480568	51.86728884	NLD	Netherlands	3	RAI	P_KM	rail transport	passenger kilometres	18231519238.2	2016	18231519238.2	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	531	-68.95033464	12.15058042	CUW	Curaçao	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	531	-68.95033464	12.15058042	CUW	Curaçao	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	531	-68.95033464	12.15058042	CUW	Curaçao	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	533	-69.97050586	12.50878756	ABW	Aruba	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	533	-69.97050586	12.50878756	ABW	Aruba	2	ROA	P_KM	road transport	passenger kilometres	75477474.55	2016	75477474.55	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	533	-69.97050586	12.50878756	ABW	Aruba	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	540	165.5067368	-21.41742531	NCL	New Caledonia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	540	165.5067368	-21.41742531	NCL	New Caledonia	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	540	165.5067368	-21.41742531	NCL	New Caledonia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	548	167.0679779	-15.34445547	VUT	Vanuatu	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	548	167.0679779	-15.34445547	VUT	Vanuatu	2	ROA	P_KM	road transport	passenger kilometres	214867924.27	2016	214867924.27	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	548	167.0679779	-15.34445547	VUT	Vanuatu	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	554	170.4755673	-43.98721568	NZL	New Zealand	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	554	170.4755673	-43.98721568	NZL	New Zealand	2	ROA	P_KM	road transport	passenger kilometres	46995837072.94	2016	46995837072.94	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	554	170.4755673	-43.98721568	NZL	New Zealand	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	558	-85.03060315	12.84210839	NIC	Nicaragua	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	558	-85.03060315	12.84210839	NIC	Nicaragua	2	ROA	P_KM	road transport	passenger kilometres	7301774718.88	2016	7301774718.88	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	558	-85.03060315	12.84210839	NIC	Nicaragua	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	562	9.400167877	17.42143036	NER	Niger	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	562	9.400167877	17.42143036	NER	Niger	2	ROA	P_KM	road transport	passenger kilometres	4500764424.11	2016	4500764424.11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	562	9.400167877	17.42143036	NER	Niger	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	566	8.097363256	9.585789025	NGA	Nigeria	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	566	8.097363256	9.585789025	NGA	Nigeria	2	ROA	P_KM	road transport	passenger kilometres	123588361984.53	2016	123588361984.53	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	566	8.097363256	9.585789025	NGA	Nigeria	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	570	-169.8601693	-19.05000475	NIU	Niue	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	570	-169.8601693	-19.05000475	NIU	Niue	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	570	-169.8601693	-19.05000475	NIU	Niue	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	574	167.9515548	-29.03230018	NFK	Norfolk Island	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	574	167.9515548	-29.03230018	NFK	Norfolk Island	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	578	11.47846389	61.34311134	NOR	Norway	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	578	11.47846389	61.34311134	NOR	Norway	2	ROA	P_KM	road transport	passenger kilometres	66635424140.46	2016	66635424140.46	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	578	11.47846389	61.34311134	NOR	Norway	3	RAI	P_KM	rail transport	passenger kilometres	3.695e+09	2016	3.695e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	2	ROA	P_KM	road transport	passenger kilometres	63763072.45	2016	63763072.45	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	584	171.0839119	7.110213497	MHL	Marshall Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	584	171.0839119	7.110213497	MHL	Marshall Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	584	171.0839119	7.110213497	MHL	Marshall Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	585	134.5733878	7.502307591	PLW	Palau	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	585	134.5733878	7.502307591	PLW	Palau	2	ROA	P_KM	road transport	passenger kilometres	299378073.55	2016	299378073.55	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	585	134.5733878	7.502307591	PLW	Palau	3	RAI	P_KM	rail transport	passenger kilometres					
