"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"320","Guatemala","GTM","-91.2312746","15.00273719","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","4.17","4.16","4.04","4.09","4.09","3.98","3.83","3.87","3.60","4.11","4.35","4.46","4.40","4.62","4.86","4.48",2015.0,"4.48","Estimated data","Source: World Energy Balances, IEA (2017)"
"324","Guinea","GIN","-11.28173419","11.00210343","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","12.85","12.55","12.06","11.99","11.89","11.64","11.46","11.42","10.94","11.14","11.41","11.10","10.61","10.10","10.20","10.62",2015.0,"10.62","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"328","Guyana","GUY","-58.97322037","4.788012784","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","9.30","9.14","9.33","9.20","9.37","8.34","7.41","7.84","7.54","7.27","7.36","7.50","7.46","6.72","6.61","6.36",2015.0,"6.36","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"332","Haiti","HTI","-72.33640958","18.40426539","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.66","5.84","6.59","6.30","6.74","9.86","9.93","10.06","10.11","9.95","10.58","10.38","10.46","10.09","9.95","10.11",2015.0,"10.11","Estimated data","Source: World Energy Balances, IEA (2017)"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.77","6.05","6.07","6.31","6.40","6.31","5.76","6.36","6.06","5.95","5.87","6.27","6.10","6.02","6.01","6.15",2015.0,"6.15","Estimated data","Source: World Energy Balances, IEA (2017)"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","2.51","2.60","2.37","2.37","2.05","1.89","1.86","1.88","1.80","1.94","1.69","1.74","1.66","1.57","1.55","1.49",2015.0,"1.49","Estimated data","Source: World Energy Balances, IEA (2017)"
"348","Hungary","HUN","19.41221519","47.1651448","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.74","5.66","5.42","5.33","5.06","5.13","4.90","4.77","4.68","4.70","4.98","4.79","4.64","4.39","4.21","4.32",2015.0,"4.32","Estimated data","Source: World Energy Balances, IEA (2017)"
"352","Iceland","ISL","-19.02116966","64.79134763","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","13.62","12.69","13.02","12.71","11.64","11.08","13.07","14.20","15.80","17.62","18.36","19.26","18.58","18.52","18.11","16.56",2015.0,"16.56","Estimated data","Source: World Energy Balances, IEA (2017)"
"356","India","IND","79.3608464","22.34642074","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.03","6.80","6.75","6.40","6.25","5.94","5.72","5.51","5.56","5.65","5.35","5.23","5.21","5.01","4.96","4.73",2015.0,"4.73","Estimated data","Source: World Energy Balances, IEA (2017)"
"360","Indonesia","IDN","113.9174","-0.994582204","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.31","5.24","5.19","4.97","5.04","4.85","4.70","4.39","4.22","4.36","4.31","3.91","3.83","3.71","3.68","3.53",2015.0,"3.53","Estimated data","Source: World Energy Balances, IEA (2017)"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.57","6.96","6.66","6.34","6.62","7.05","6.98","6.76","7.18","7.01","6.58","6.46","7.20","7.48","7.70","7.79",2015.0,"7.79","Estimated data","Source: World Energy Balances, IEA (2017)"
"368","Iraq","IRQ","43.76606267","33.05013795","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","3.79","4.14","4.23","5.81","3.88","3.76","3.22","3.23","3.24","3.75","4.01","4.08","4.00","4.05","4.03","3.72",2015.0,"3.72","Estimated data","Source: World Energy Balances, IEA (2017)"
"372","Ireland","IRL","-7.121425272","53.25274054","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","3.72","3.65","3.47","3.26","3.15","3.00","2.84","2.81","2.90","2.93","2.89","2.64","2.67","2.62","2.37","1.95",2015.0,"1.95","Estimated data","Source: World Energy Balances, IEA (2017)"
"376","Israel","ISR","34.62277992","31.06164552","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","4.65","4.87","4.79","4.97","4.60","4.23","4.41","4.25","4.53","4.21","4.30","4.09","4.05","3.70","3.44","3.59",2015.0,"3.59","Estimated data","Source: World Energy Balances, IEA (2017)"
"380","Italy","ITA","12.57022427","42.79917282","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","3.45","3.40","3.42","3.58","3.55","3.58","3.48","3.42","3.41","3.36","3.39","3.26","3.22","3.16","2.98","3.07",2015.0,"3.07","Estimated data","Source: World Energy Balances, IEA (2017)"
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.78","5.55","6.03","5.78","8.05","8.19","7.93","8.39","8.22","7.30","7.75","9.30","9.10","8.95","8.44","7.24",2015.0,"7.24","Estimated data","Source: World Energy Balances, IEA (2017)"
"388","Jamaica","JAM","-77.31068409","18.15616857","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.58","7.50","6.86","6.89","6.88","6.73","7.33","7.27","6.17","5.53","4.97","5.21","5.09","5.26","5.10","5.21",2015.0,"5.21","Estimated data","Source: World Energy Balances, IEA (2017)"
"392","Japan","JPN","139.2716103","36.6554539","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.05","4.95","4.93","4.82","4.87","4.77","4.70","4.58","4.45","4.49","4.56","4.23","4.07","4.02","3.87","3.74",2015.0,"3.74","Estimated data","Source: World Energy Balances, IEA (2017)"
"398","Kazakhstan","KAZ","66.65359159","48.01963494","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","10.09","8.60","9.01","8.94","9.62","8.78","9.58","9.46","9.68","8.69","8.82","9.19","8.38","8.72","7.87","7.92",2015.0,"7.92","Estimated data","Source: World Energy Balances, IEA (2017)"
"400","Jordan","JOR","37.13024774","30.65365973","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.52","5.19","5.15","5.06","5.60","5.56","5.28","5.13","4.69","4.70","4.37","4.24","4.59","4.39","4.51","4.64",2015.0,"4.64","Estimated data","Source: World Energy Balances, IEA (2017)"
"404","Kenya","KEN","37.86096816","0.534797278","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","8.74","8.54","8.61","8.55","8.55","8.38","8.23","7.86","8.12","8.30","8.00","7.71","7.44","7.44","7.83","7.85",2015.0,"7.85","Estimated data","Source: World Energy Balances, IEA (2017)"
"408","Democratic People's Republic of Korea","PRK","127.1803633","40.1462645","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"410","Republic of Korea","KOR","127.8610254","36.45201023","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","8.07","7.84","7.59","7.53","7.37","7.16","6.92","6.82","6.78","6.80","6.96","6.99","6.92","6.73","6.63","6.55",2015.0,"6.55","Estimated data","Source: World Energy Balances, IEA (2017)"
"414","Kuwait","KWT","47.49305029","29.53949468","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.47","5.79","5.78","5.25","5.06","5.17","4.70","4.53","4.84","5.69","5.96","5.25","5.47","5.29","4.97","5.32",2015.0,"5.32","Estimated data","Source: World Energy Balances, IEA (2017)"
"417","Kyrgyzstan","KGZ","74.52324839","41.46204516","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","9.55","8.43","9.48","9.43","8.68","8.81","8.41","9.03","8.91","7.91","7.58","8.61","10.76","9.26","9.21","8.64",2015.0,"8.64","Estimated data","Source: World Energy Balances, IEA (2017)"
"418","Lao People's Democratic Republic","LAO","101.9901968","20.27482773","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.58","5.38","5.16","4.97","4.74","4.50","4.48","4.26","4.18","4.14","4.77","4.47","4.29","4.14","3.94","5.17",2015.0,"5.17","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"422","Lebanon","LBN","35.89391711","33.92152458","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.07","5.23","5.02","4.87","4.65","4.31","4.04","3.26","3.83","4.26","3.78","3.69","4.08","3.99","4.15","4.18",2015.0,"4.18","Estimated data","Source: World Energy Balances, IEA (2017)"
"426","Lesotho","LSO","28.25362195","-29.58041814","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","14.35","13.98","14.01","12.35","12.40","12.24","11.95","11.66","11.18","11.35","10.81","10.90","10.51","10.38","10.31","9.72",2015.0,"9.72","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"428","Latvia","LVA","26.42461876","56.64196636","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.07","6.12","5.66","5.54","5.25","4.84","4.48","4.17","4.13","4.63","4.93","4.38","4.36","4.18","4.09","3.91",2015.0,"3.91","Estimated data","Source: World Energy Balances, IEA (2017)"
"430","Liberia","LBR","-9.311879038","6.448381009","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","20.20","20.53","20.52","30.80","31.46","31.68","30.40","28.38","26.96","26.22","27.02","26.15","25.36","25.61","25.39","25.99",2015.0,"25.99","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"434","Libya","LBY","18.0295985","27.04042819","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.64","5.92","6.22","5.66","5.57","4.93","4.68","4.09","4.25","4.64","4.76","8.27","4.46","4.92","4.44","4.21",2015.0,"4.21","Estimated data","Source: World Energy Balances, IEA (2017)"
"438","Liechtenstein","LIE","9.552985019","47.14167005","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
"440","Lithuania","LTU","23.90517807","55.33680309","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","7.00","7.63","7.65","7.22","6.88","6.02","5.52","5.39","5.29","5.71","4.52","4.42","4.30","3.92","3.81","3.86",2015.0,"3.86","Estimated data","Source: World Energy Balances, IEA (2017)"
"442","Luxembourg","LUX","6.092656563","49.77679538","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","3.93","4.04","4.04","4.19","4.51","4.46","4.19","3.75","3.80","3.74","3.80","3.67","3.61","3.36","3.07","2.87",2015.0,"2.87","Estimated data","Source: World Energy Balances, IEA (2017)"
"446","China, Macao Special Administrative Region","MAC","113.5665388","22.1237259","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","1.30","1.35","1.13","1.02","0.90","0.91","0.79","0.66","0.64","0.87","0.58","0.49","0.45","0.39","0.44","0.66",2015.0,"0.66","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"450","Madagascar","MDG","46.6982339","-19.38514785","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.19","4.89","5.37","5.25","5.16","5.00","5.42","5.15","4.88","5.06","5.13","5.20","5.18","5.31","5.27","5.37",2015.0,"5.37","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"454","Malawi","MWI","33.4884625","-13.40819859","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","6.62","6.99","7.08","6.80","6.56","6.32","6.04","5.64","5.53","5.03","4.92","4.75","4.72","4.52","4.33","4.08",2015.0,"4.08","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"458","Malaysia","MYS","116.8346314","5.452415309","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","5.41","5.60","5.50","5.57","5.61","5.77","5.50","5.50","5.57","5.43","5.18","5.13","4.95","5.33","5.13","4.68",2015.0,"4.68","Estimated data","Source: World Energy Balances, IEA (2017)"
"462","Maldives","MDV","73.09672546","-0.614385021","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","3.57","3.27","3.94","2.96","3.45","3.41","3.58","3.34","3.18","3.53","3.47","3.38","3.71","3.50","3.96","3.84",2015.0,"3.84","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"466","Mali","MLI","-3.522016039","17.35311254","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","3.53","3.12","3.05","2.81","2.83","2.69","2.70","2.76","2.79","2.83","2.78","2.80","2.92","2.93","2.87","2.83",2015.0,"2.83","Estimated data","Source: Energy Balances, UN Statistics Division (2017)"
"470","Malta","MLT","14.44617519","35.89194275","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","2.95","3.41","3.09","3.39","3.39","3.47","3.23","3.27","3.01","2.87","2.99","2.93","3.02","2.53","2.35","1.81",2015.0,"1.81","Estimated data","Source: World Energy Balances, IEA (2017)"
"474","Martinique","MTQ","-60.91544135","14.56086108","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","G","Global","","","","","","","","","","","","","","","","","","","",""
