ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Latest_Year,Latest_Value
ERI,38.11074289,16.12894644,232,Eritrea,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,10.38948,9.94209,10.3984,9.09978,8.58016,6.82808,5.98478,5.46289,6.52215,5.4927,5.82814,5.94837,5.75527,5.84292,5.84853,5.81558,5.7637,5.70655,2017.0,5.70655
EST,25.84093481,58.68487172,233,Estonia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,12.54628,13.34162,13.52711,13.53474,13.11775,13.15297,13.23088,12.88921,13.11544,11.84292,13.72473,14.63251,14.19602,14.40085,14.90083,14.95135,15.0964,15.29619,2017.0,15.29619
AGO,17.57817062,-12.33724746,24,Angola,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,3.35453,3.50312,3.32464,3.33392,3.62292,3.42514,3.38899,3.04913,2.82877,3.60687,4.54177,5.62633,6.50048,7.38242,7.25741,7.04677,7.51215,7.8862,2017.0,7.8862
FJI,177.9660884,-17.83301566,242,Fiji,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,13.27764,14.64446,14.28497,14.01864,15.00313,12.59856,13.23287,12.54153,12.17541,12.17764,12.3738,12.3197,11.9166,12.05125,11.5548,11.24735,11.33508,11.30826,2017.0,11.30826
FIN,23.308447,61.91586738,246,Finland,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,17.06232,17.23489,17.51346,17.66518,17.8297,18.00931,19.28519,20.1838,19.51575,16.33235,17.07536,16.62863,14.93765,15.17905,15.08404,14.58879,14.76623,15.08388,2017.0,15.08388
FRA,2.457288129,46.62660861,250,France,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,10.84585,10.7682,10.60615,10.77548,10.73199,10.7253,10.79517,10.7407,10.40904,10.08422,10.12529,10.30351,10.24635,10.2258,10.12319,10.25789,10.22597,10.21864,2017.0,10.21864
PYF,-149.4052367,-17.67709294,258,French Polynesia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,6.07217,6.08398,6.31381,5.9174,5.76597,5.35352,4.57236,4.6731,4.90369,4.81455,4.57055,4.60153,4.74931,4.54321,4.58652,4.62635,4.55771,4.48827,2017.0,4.48827
DJI,42.18274707,11.56004161,262,Djibouti,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,3.68054,3.72024,3.73837,3.73474,3.771,3.80134,3.50789,3.50789,3.56114,3.42887,3.33611,3.14456,3.30318,3.26129,3.23634,3.26694,3.1916,3.11461,2017.0,3.11461
GAB,11.78727747,-0.60687619,266,Gabon,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,3.19554,3.31034,3.90876,3.56057,3.71181,3.97396,4.07875,4.43429,4.42892,4.65148,4.79085,4.5985,4.64653,4.50573,4.75033,4.51675,4.64372,4.80005,2017.0,4.80005
GEO,43.3713615,42.04813028,268,Georgia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,10.16253,9.58563,10.2825,9.9855,9.91291,10.62149,11.2248,12.6443,11.60621,10.43389,10.56567,11.06292,11.03618,11.20742,10.83754,10.17744,10.04167,9.96553,2017.0,9.96553
GMB,-15.39944785,13.45295927,270,Gambia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,5.44473,5.23256,5.45226,5.41806,5.24276,6.22081,6.40499,6.42106,5.57001,5.00931,4.72215,5.12916,4.9646,4.88858,4.98296,4.8299,4.84229,4.81304,2017.0,4.81304
PSE,35.25694122,31.94347933,275,State of Palestine,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,11.43105,12.46332,10.85137,12.85199,11.55286,13.09753,10.00638,10.54834,13.17798,13.09549,13.28382,11.53817,12.76775,13.02635,12.33936,11.00478,10.75219,10.5015,2017.0,10.5015
DEU,10.3806066,51.08862743,276,Germany,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,19.49253,19.44635,19.02815,19.33969,19.8446,20.01539,20.92902,21.16898,20.49674,17.53545,19.95848,20.91036,20.34144,20.27329,21.0517,20.96514,21.01589,21.13305,2017.0,21.13305
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.2,"Promote inclusive and sustainable industrialization and, by 2030, significantly raise industry's share of employment and gross domestic product, in line with national circumstances, and double its share in least developed countries",9.2.1,Manufacturing value added as a proportion of GDP and per capita,1,NV_IND_MANF,Manufacturing value added as a proportion of GDP (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,UNIDO MVA 2018 Database. Available at https://stat.unido.org,,,,,,,,,,,,,,,,,,,1.84921,1.98751,2.0703,1.97993,1.96113,1.9351,1.92859,1.92585,1.74923,2.1996,2.15781,2.25721,1.8427,2.17121,2.15611,2.04639,1.99965,1.97573,2017.0,1.97573
