"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"4","Afghanistan","AFG","66.02688198","33.83160199","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","895.30249","763.25063","695.18517","713.64785","683.20475","673.46374","643.7692","647.67338","590.11011","598.87799","606.05893","580.45887",2016.0,"580.45887","Country data","Global Surface Water Explorer extraction for UN Environment"
"8","Albania","ALB","20.06660928","41.13897007","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","505.24116","507.19926","509.44707","507.08372","505.58347","504.98233","504.88916","504.50799","508.92932","514.95317","518.23288","518.50051",2016.0,"518.50051","Country data","Global Surface Water Explorer extraction for UN Environment"
"10","Antarctica","ATA","21.47585697","-80.40897662","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"12","Algeria","DZA","2.678164227","28.15940032","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","224.94142","237.08592","249.64931","267.94172","276.54373","331.13521","383.17851","408.83305","427.96652","450.10188","416.29154","421.7699",2016.0,"421.7699","Country data","Global Surface Water Explorer extraction for UN Environment"
"16","American Samoa","ASM","-170.7187269","-14.30587306","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","0.69752","0.68834","0.68589","0.69125","0.68799","0.70045","0.71555","0.70258","0.68461","0.67261","0.67648","0.68015",2016.0,"0.68015","Country data","Global Surface Water Explorer extraction for UN Environment"
"20","Andorra","AND","1.576257417","42.54548611","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","0.63712","0.63621","0.62661","0.6295","0.62804","0.64185","0.64631","0.65511","0.64255","0.62632","0.61897","0.61554",2016.0,"0.61554","Country data","Global Surface Water Explorer extraction for UN Environment"
"24","Angola","AGO","17.57817062","-12.33724746","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","879.65894","892.88863","910.26579","924.28285","927.97467","929.13104","937.98437","943.87648","942.44222","933.72671","929.39853","913.35404",2016.0,"913.35404","Country data","Global Surface Water Explorer extraction for UN Environment"
"28","Antigua and Barbuda","ATG","-61.7999755","17.07761471","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","34.12484","34.23637","34.37404","34.43471","34.49146","34.43529","34.38696","34.30703","34.26824","33.99871","33.81094","33.52537",2016.0,"33.52537","Country data","Global Surface Water Explorer extraction for UN Environment"
"31","Azerbaijan","AZE","50.01064725","40.39229544","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","72192.99067","72219.98411","72244.45545","72250.36764","72243.11306","72230.46917","72209.73169","72191.83225","72168.24771","72137.59069","72091.16936","72059.037",2016.0,"72059.037","Country data","Global Surface Water Explorer extraction for UN Environment"
"32","Argentina","ARG","-65.14563274","-35.19446255","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","33790.73604","33959.14285","33373.81153","32498.1661","31394.78469","30197.9041","29474.34359","28751.54613","27982.35125","27488.37881","27611.45581","27897.89006",2016.0,"27897.89006","Country data","Global Surface Water Explorer extraction for UN Environment"
"36","Australia","AUS","134.3499412","-25.57717202","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","13581.91882","13054.64655","12439.14446","12233.94261","12308.90518","12171.97169","12266.35689","13197.17117","14029.76584","14309.33603","14532.99031","14511.38981",2016.0,"14511.38981","Country data","Global Surface Water Explorer extraction for UN Environment"
"40","Austria","AUT","14.14172472","47.58704857","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","630.76356","631.59076","632.34397","630.7713","632.60543","632.50931","632.97507","631.77641","632.41883","633.04252","633.81456","633.48585",2016.0,"633.48585","Country data","Global Surface Water Explorer extraction for UN Environment"
"44","Bahamas","BHS","-78.05111663","24.69546597","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","992.85523","995.4033","1002.94277","1008.42453","998.39934","999.75231","1003.94248","1002.05044","1020.46334","1026.50292","1053.23246","1076.81201",2016.0,"1076.81201","Country data","Global Surface Water Explorer extraction for UN Environment"
"48","Bahrain","BHR","50.5490754","26.04407747","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","55.00717","54.68884","54.98676","55.4553","54.27772","53.53308","52.95059","52.78851","52.05308","51.93554","52.17058","52.38316",2016.0,"52.38316","Country data","Global Surface Water Explorer extraction for UN Environment"
"50","Bangladesh","BGD","89.17660788","22.86961622","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","4523.88248","4566.60595","4573.92395","4634.64224","4681.15918","4632.56123","4651.7841","4694.43879","4668.92413","4646.67538","4698.30618","4681.36444",2016.0,"4681.36444","Country data","Global Surface Water Explorer extraction for UN Environment"
"51","Armenia","ARM","44.93839317","40.29499741","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1308.78591","1314.19099","1319.17713","1323.01694","1324.31534","1326.59001","1328.61322","1331.65216","1331.46908","1333.31999","1332.75657","1333.45418",2016.0,"1333.45418","Country data","Global Surface Water Explorer extraction for UN Environment"
"52","Barbados","BRB","-59.5346489","13.13648273","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","0.2315","0.22525","0.23336","0.23961","0.24245","0.23953","0.24478","0.2491","0.25084","0.23466","0.2164","0.20312",2016.0,"0.20312","Country data","Global Surface Water Explorer extraction for UN Environment"
"56","Belgium","BEL","4.660976456","50.64104975","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPN","Water body extent (permanent and maybe permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","154.61125","153.49404","154.47958","154.473","155.59128","154.40099","155.99168","156.53542","156.38026","156.28273","157.81137","157.94881",2016.0,"157.94881","Country data","Global Surface Water Explorer extraction for UN Environment"
