"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"178","Congo","COG","15.22052612","-0.840544119","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.46177","0.45948","0.46158","0.46902","0.46073","0.46708","0.4698","0.47008","0.47014","0.47978","0.48043","0.48016",2016.0,"0.48016","Country data","Global Surface Water Explorer extraction for UN Environment"
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.57626","1.57406","1.56835","1.56625","1.56283","1.57218","1.57584","1.58003","1.58104","1.58237","1.57951","1.57779",2016.0,"1.57779","Country data","Global Surface Water Explorer extraction for UN Environment"
"184","Cook Islands","COK","-159.7711391","-21.22696458","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.1025","0.06273","0.09126","0.12104","0.09086","0.1137","0.21049","0.20339","0.17361","0.19859","0.18483","0.12963",2016.0,"0.12963","Country data","Global Surface Water Explorer extraction for UN Environment"
"188","Costa Rica","CRI","-84.19712782","9.970998683","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.32656","0.32317","0.31652","0.3112","0.31489","0.31905","0.32029","0.32464","0.32824","0.32683","0.32855","0.32965",2016.0,"0.32965","Country data","Global Surface Water Explorer extraction for UN Environment"
"191","Croatia","HRV","17.95874553","45.45172212","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.11918","1.12726","1.12803","1.11915","1.12446","1.11987","1.11556","1.10815","1.10494","1.11283","1.12269","1.12605",2016.0,"1.12605","Country data","Global Surface Water Explorer extraction for UN Environment"
"192","Cuba","CUB","-79.54460144","22.10030366","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.26507","2.27355","2.30758","2.31292","2.29958","2.35236","2.37616","2.38243","2.39182","2.384","2.3931","2.38016",2016.0,"2.38016","Country data","Global Surface Water Explorer extraction for UN Environment"
"196","Cyprus","CYP","33.22285964","35.05659437","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.11859","0.13142","0.13857","0.1349","0.12226","0.11344","0.10861","0.11272","0.12315","0.13929","0.1416","0.14467",2016.0,"0.14467","Country data","Global Surface Water Explorer extraction for UN Environment"
"203","Czechia","CZE","15.33151382","49.73913871","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.62621","0.63797","0.64438","0.64241","0.64734","0.64897","0.65194","0.64885","0.6507","0.65583","0.65484","0.65202",2016.0,"0.65202","Country data","Global Surface Water Explorer extraction for UN Environment"
"204","Benin","BEN","2.339933594","9.65401646","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.10468","0.10456","0.10301","0.10189","0.1018","0.10172","0.10215","0.10274","0.10363","0.10447","0.10528","0.10502",2016.0,"0.10502","Country data","Global Surface Water Explorer extraction for UN Environment"
"208","Denmark","DNK","9.326571283","56.03829721","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","5.61486","5.62397","5.63901","5.65045","5.64826","5.64745","5.65196","5.65421","5.65516","5.67153","5.68244","5.69219",2016.0,"5.69219","Country data","Global Surface Water Explorer extraction for UN Environment"
"212","Dominica","DMA","-61.3493756","15.43391378","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.05085","0.05054","0.04973","0.04878","0.04691","0.04689","0.04695","0.04707","0.04631","0.04568","0.044","0.04265",2016.0,"0.04265","Country data","Global Surface Water Explorer extraction for UN Environment"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.66682","0.66262","0.67987","0.71284","0.76572","0.82461","0.87679","0.92397","0.96469","0.99036","0.99591","0.99045",2016.0,"0.99045","Country data","Global Surface Water Explorer extraction for UN Environment"
"218","Ecuador","ECU","-78.37005241","-1.447785891","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.72022","0.71233","0.70355","0.70479","0.71559","0.74243","0.7337","0.7452","0.7465","0.76454","0.77115","0.81043",2016.0,"0.81043","Country data","Global Surface Water Explorer extraction for UN Environment"
"222","El Salvador","SLV","-88.86862995","13.73603564","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.67148","1.67616","1.67624","1.68724","1.66393","1.667","1.68929","1.6798","1.67917","1.67187","1.67029","1.64128",2016.0,"1.64128","Country data","Global Surface Water Explorer extraction for UN Environment"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.38046","0.37243","0.34762","0.34812","0.34327","0.34325","0.34827","0.3689","0.37274","0.37772","0.38524","0.39204",2016.0,"0.39204","Country data","Global Surface Water Explorer extraction for UN Environment"
"231","Ethiopia","ETH","39.63505296","8.631223181","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.67711","0.67256","0.66767","0.66506","0.66456","0.6664","0.67029","0.67658","0.68151","0.68515","0.68955","0.68968",2016.0,"0.68968","Country data","Global Surface Water Explorer extraction for UN Environment"
"232","Eritrea","ERI","38.11074289","16.12894644","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.02991","0.03085","0.03175","0.03253","0.03353","0.03441","0.03574","0.03671","0.03777","0.03911","0.04394","0.04706",2016.0,"0.04706","Country data","Global Surface Water Explorer extraction for UN Environment"
"233","Estonia","EST","25.84093481","58.68487172","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.88145","4.88073","4.88215","4.88486","4.88274","4.87728","4.8734","4.86975","4.86819","4.86574","4.86496","4.86613",2016.0,"4.86613","Country data","Global Surface Water Explorer extraction for UN Environment"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07","7.16E-07",2016.0,"7.16E-07","Country data","Global Surface Water Explorer extraction for UN Environment"
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.36154","1.37137","1.38353","1.40591","1.41111","1.40607","1.40409","1.39221","1.39159","1.39146","1.38273","1.36796",2016.0,"1.36796","Country data","Global Surface Water Explorer extraction for UN Environment"
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.4963","2.46083","2.49965","2.51414","2.53844","2.52297","2.55899","2.54561","2.51751","2.50604","2.5865","2.63379",2016.0,"2.63379","Country data","Global Surface Water Explorer extraction for UN Environment"
"246","Finland","FIN","23.308447","61.91586738","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.53708","9.5565","9.59358","9.60791","9.71239","9.6991","9.68679","9.67425","9.66508","9.84291","9.86848","9.90548",2016.0,"9.90548","Country data","Global Surface Water Explorer extraction for UN Environment"
"248","Åland Islands","ALA","19.80945969","60.1544901","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.65536","0.65536","0.65751","0.65807","0.65957","0.65896","0.66291","0.66055","0.65807","0.66362","0.66956","0.67155",2016.0,"0.67155","Country data","Global Surface Water Explorer extraction for UN Environment"
"254","French Guiana","GUF","-53.23619089","3.922673437","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.56447","0.55721","0.54585","0.54548","0.55533","0.55917","0.56372","0.56758","0.56336","0.56485","0.58492","0.59244",2016.0,"0.59244","Country data","Global Surface Water Explorer extraction for UN Environment"
"258","French Polynesia","PYF","-149.4052367","-17.67709294","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.75796","0.56518","0.45207","0.36766","0.35098","1.02183","2.1464","2.11111","2.14508","3.29388","3.97158","4.21407",2016.0,"4.21407","Country data","Global Surface Water Explorer extraction for UN Environment"
"260","French Southern Territories","ATF","69.64849091","-49.6068576","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.6872","0.68484","0.67834","0.67253","0.66753","0.65752","0.649","0.65495","0.65802","0.65432","0.65657","0.65274",2016.0,"0.65274","Country data","Global Surface Water Explorer extraction for UN Environment"
"266","Gabon","GAB","11.78727747","-0.60687619","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.72179","0.71502","0.71295","0.70206","0.69195","0.72277","0.7115","0.70991","0.69966","0.71264","0.74032","0.768",2016.0,"0.768","Country data","Global Surface Water Explorer extraction for UN Environment"
"268","Georgia","GEO","43.3713615","42.04813028","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.43671","0.44297","0.44524","0.44511","0.4427","0.44332","0.43996","0.44346","0.44115","0.4452","0.44415","0.4435",2016.0,"0.4435","Country data","Global Surface Water Explorer extraction for UN Environment"
"270","Gambia","GMB","-15.39944785","13.45295927","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.26792","7.33197","7.32523","7.34617","7.33349","7.33389","7.31989","7.31549","7.32568","7.34624","7.36648","7.33551",2016.0,"7.33551","Country data","Global Surface Water Explorer extraction for UN Environment"
"275","State of Palestine","PSE","35.25694122","31.94347933","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"276","Germany","DEU","10.3806066","51.08862743","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.04767","1.05561","1.06845","1.07282","1.06318","1.06397","1.06664","1.06979","1.07214","1.09098","1.09582","1.09817",2016.0,"1.09817","Country data","Global Surface Water Explorer extraction for UN Environment"
"288","Ghana","GHA","-1.205623522","7.964825185","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.45925","2.44328","2.41117","2.40528","2.46116","2.49505","2.52721","2.59869","2.6772","2.71882","2.70958","2.66295",2016.0,"2.66295","Country data","Global Surface Water Explorer extraction for UN Environment"
"292","Gibraltar","GIB","-5.347561686","36.13895036","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.53173","2.53576","2.54682","2.53148","2.53492","2.54008","2.52773","2.52155","2.5096","2.45465","2.45095","2.44073",2016.0,"2.44073","Country data","Global Surface Water Explorer extraction for UN Environment"
"296","Kiribati","KIR","-157.5643005","1.768837732","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","16.37204","16.46645","16.38779","16.29775","16.04321","15.96031","15.97427","15.93675","15.94241","16.18254","16.45141","16.70829",2016.0,"16.70829","Country data","Global Surface Water Explorer extraction for UN Environment"
"300","Greece","GRC","22.58307827","39.47301873","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.18693","2.18771","2.19984","2.20374","2.19555","2.19337","2.1969","2.20181","2.21211","2.2313","2.24086","2.25232",2016.0,"2.25232","Country data","Global Surface Water Explorer extraction for UN Environment"
"304","Greenland","GRL","-41.39371316","74.75625681","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.1201","8.10048","8.18152","8.2652","8.5418","8.62285","8.73062","8.76383","8.79799","8.81191","8.83719","8.8548",2016.0,"8.8548","Country data","Global Surface Water Explorer extraction for UN Environment"
"308","Grenada","GRD","-61.68248568","12.11238395","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.37241","0.3685","0.3867","0.39323","0.40196","0.40736","0.41762","0.41846","0.42404","0.40909","0.40654","0.39003",2016.0,"0.39003","Country data","Global Surface Water Explorer extraction for UN Environment"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.18378","0.18307","0.18281","0.1828","0.18069","0.18091","0.18253","0.18286","0.18129","0.17793","0.17314","0.16848",2016.0,"0.16848","Country data","Global Surface Water Explorer extraction for UN Environment"
"316","Guam","GUM","144.7029305","13.35485404","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.21837","0.2277","0.21552","0.19972","0.23266","0.23103","0.22727","0.19293","0.20048","0.20506","0.20753","0.22139",2016.0,"0.22139","Country data","Global Surface Water Explorer extraction for UN Environment"
"320","Guatemala","GTM","-91.2312746","15.00273719","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.07781","1.07171","1.06686","1.06423","1.0716","1.07097","1.07584","1.07726","1.08053","1.074","1.07776","1.07648",2016.0,"1.07648","Country data","Global Surface Water Explorer extraction for UN Environment"
"324","Guinea","GIN","-11.28173419","11.00210343","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.05687","0.05989","0.0596","0.06281","0.06628","0.06679","0.06474","0.06508","0.06619","0.06773","0.06837","0.06876",2016.0,"0.06876","Country data","Global Surface Water Explorer extraction for UN Environment"
"328","Guyana","GUY","-58.97322037","4.788012784","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.69489","0.69494","0.69715","0.69446","0.69888","0.70208","0.70149","0.70092","0.70271","0.7012","0.70433","0.70586",2016.0,"0.70586","Country data","Global Surface Water Explorer extraction for UN Environment"
"332","Haiti","HTI","-72.33640958","18.40426539","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.65955","0.66284","0.66554","0.68087","0.69659","0.71063","0.72616","0.74457","0.75073","0.7587","0.77129","0.76992",2016.0,"0.76992","Country data","Global Surface Water Explorer extraction for UN Environment"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0","0","0","0","0","0","0","0","0","0","0","0",2016.0,"0","Country data","Global Surface Water Explorer extraction for UN Environment"
"340","Honduras","HND","-86.59974381","14.82243161","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.74576","0.74637","0.75052","0.74544","0.74956","0.75043","0.74773","0.74324","0.74667","0.74101","0.74284","0.74644",2016.0,"0.74644","Country data","Global Surface Water Explorer extraction for UN Environment"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.29564","11.23191","11.19573","11.18113","11.15299","11.15402","11.18667","11.20346","11.18112","11.18519","11.15377","11.04049",2016.0,"11.04049","Country data","Global Surface Water Explorer extraction for UN Environment"
