series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	36	134.3499412	-25.57717202	AUS	Australia	1	KMSQ	Square kilometers	13581.91882	13054.64655	12439.14446	12233.94261	12308.90518	12171.97169	12266.35689	13197.17117	14029.76584	14309.33603	14532.99031	14511.38981	14116.130632	2016	14511.38981	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	40	14.14172472	47.58704857	AUT	Austria	1	KMSQ	Square kilometers	630.76356	631.59076	632.34397	630.7713	632.60543	632.50931	632.97507	631.77641	632.41883	633.04252	633.81456	633.48585	632.907634	2016	633.48585	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	44	-78.05111663	24.69546597	BHS	Bahamas	1	KMSQ	Square kilometers	992.85523	995.4033	1002.94277	1008.42453	998.39934	999.75231	1003.94248	1002.05044	1020.46334	1026.50292	1053.23246	1076.81201	1035.812234	2016	1076.81201	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	48	50.5490754	26.04407747	BHR	Bahrain	1	KMSQ	Square kilometers	55.00717	54.68884	54.98676	55.4553	54.27772	53.53308	52.95059	52.78851	52.05308	51.93554	52.17058	52.38316	52.266174	2016	52.38316	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	50	89.17660788	22.86961622	BGD	Bangladesh	1	KMSQ	Square kilometers	4523.88248	4566.60595	4573.92395	4634.64224	4681.15918	4632.56123	4651.7841	4694.43879	4668.92413	4646.67538	4698.30618	4681.36444	4677.941784	2016	4681.36444	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	51	44.93839317	40.29499741	ARM	Armenia	1	KMSQ	Square kilometers	1308.78591	1314.19099	1319.17713	1323.01694	1324.31534	1326.59001	1328.61322	1331.65216	1331.46908	1333.31999	1332.75657	1333.45418	1332.530396	2016	1333.45418	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	52	-59.5346489	13.13648273	BRB	Barbados	1	KMSQ	Square kilometers	0.2315	0.22525	0.23336	0.23961	0.24245	0.23953	0.24478	0.2491	0.25084	0.23466	0.2164	0.20312	0.230824	2016	0.20312	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	56	4.660976456	50.64104975	BEL	Belgium	1	KMSQ	Square kilometers	154.61125	153.49404	154.47958	154.473	155.59128	154.40099	155.99168	156.53542	156.38026	156.28273	157.81137	157.94881	156.991718	2016	157.94881	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	60	-64.78155012	32.27881922	BMU	Bermuda	1	KMSQ	Square kilometers	26.71582	26.71718	26.72287	26.74088	26.72574	26.72381	26.73492	26.745	26.71821	26.71989	26.7206	26.71547	26.723834	2016	26.71547	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	64	90.45098484	27.39598568	BTN	Bhutan	1	KMSQ	Square kilometers	76.49682	76.64861	76.78404	76.43589	76.5572	76.2584	76.10678	76.22383	76.60473	76.50051	76.43328	75.43269	76.239008	2016	75.43269	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	KMSQ	Square kilometers	12626.11603	12711.54562	12399.32431	12007.95425	12067.53217	11916.36994	11414.62667	11100.06597	11555.69417	11551.88208	11536.44745	12019.7981	11552.777554	2016	12019.7981	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	KMSQ	Square kilometers	196.80235	199.24025	198.62089	195.98749	196.7554	195.98072	194.37387	192.71676	191.53901	194.15648	196.93276	197.81674	194.63235	2016	197.81674	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	72	23.81380223	-22.18810073	BWA	Botswana	1	KMSQ	Square kilometers	146.40371	111.06652	129.23518	130.49137	158.68276	151.84844	161.37716	147.23354	199.32478	246.67883	326.38488	383.65489	260.655384	2016	383.65489	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	KMSQ	Square kilometers																	
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	76	-53.08432878	-10.77668561	BRA	Brazil	1	KMSQ	Square kilometers	102050.7503	102782.8608	104026.8927	104797.6721	105342.4152	105655.7828	105730.4657	106115.8645	105872.14	105833.0257	105190.6747	104863.4682	105575.03462	2016	104863.4682	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	84	-88.70199554	17.19965901	BLZ	Belize	1	KMSQ	Square kilometers	278.63034	278.42642	280.83012	282.87524	283.99374	282.75921	287.16209	285.03172	284.5564	280.94192	282.94615	281.47659	282.990556	2016	281.47659	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	KMSQ	Square kilometers																	
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	KMSQ	Square kilometers	303.68592	304.63051	305.10369	304.81828	303.69593	303.47672	302.41234	301.91633	301.69415	301.76336	305.32841	309.67067	304.074584	2016	309.67067	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	KMSQ	Square kilometers	5.4852	5.5601	5.45699	5.37918	5.29911	5.28856	5.37315	5.45075	5.44843	5.39784	5.47496	5.48281	5.450958	2016	5.48281	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	KMSQ	Square kilometers	62.30464	61.98057	62.16362	62.49851	62.14204	62.18642	62.72745	62.93175	62.92932	62.88071	62.87818	62.36587	62.797166	2016	62.36587	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	100	25.23763153	42.75731323	BGR	Bulgaria	1	KMSQ	Square kilometers	1010.2149	1021.0406	1031.39203	1032.92174	1037.33728	1035.83183	1034.76573	1027.56949	1027.08541	1030.514	1034.2587	1028.14773	1029.515066	2016	1028.14773	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	104	96.51752295	21.19332882	MMR	Myanmar	1	KMSQ	Square kilometers	5889.72266	6024.54775	6113.67033	6266.68638	6431.02721	6499.47679	6461.94438	6543.59423	6525.15743	6438.12431	6499.62398	6533.37795	6507.97558	2016	6533.37795	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	108	29.89080992	-3.366387428	BDI	Burundi	1	KMSQ	Square kilometers	1954.05678	1953.70817	1952.97311	1952.66966	1952.29924	1951.92588	1951.86838	1952.20479	1952.76011	1953.39959	1954.34725	1955.15245	1953.572838	2016	1955.15245	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	112	28.04940161	53.54193075	BLR	Belarus	1	KMSQ	Square kilometers	1781.43363	1784.34565	1799.5848	1803.60254	1804.44929	1805.40984	1802.12645	1799.24898	1798.41891	1804.46691	1807.53778	1804.60054	1802.854624	2016	1804.60054	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	116	104.922836	12.71163737	KHM	Cambodia	1	KMSQ	Square kilometers	3607.11951	3542.77789	3530.2639	3534.6508	3542.83345	3578.78533	3613.5557	3625.22887	3640.3376	3597.44372	3595.06552	3431.13664	3577.84247	2016	3431.13664	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	120	12.7419827	5.692387031	CMR	Cameroon	1	KMSQ	Square kilometers	1898.07704	1907.26119	1915.34363	1923.44912	1929.55241	1930.61951	1922.72456	1923.77587	1915.06423	1910.96265	1890.27334	1875.93757	1903.202732	2016	1875.93757	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	124	-101.6575058	57.72360191	CAN	Canada	1	KMSQ	Square kilometers	694492.5709	695683.7866	696604.1777	696948.4923	697313.2899	697189.9394	696434.2899	696770.3598	695062.9186	695715.4736	696610.7321	698030.27	696437.95082	2016	698030.27	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	KMSQ	Square kilometers	281.70044	281.76371	281.58692	281.11505	281.1525	281.04639	281.15482	281.4836	281.8576	281.47959	281.11571	280.67318	281.321936	2016	280.67318	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	KMSQ	Square kilometers	3.92066	4.3311	4.52319	4.59583	4.6555	4.69137	4.63549	4.64062	4.74134	4.72536	4.65592	4.66033	4.684714	2016	4.66033	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	140	20.93559492	7.003720791	CAF	Central African Republic	1	KMSQ	Square kilometers	434.42593	434.39902	433.12364	434.65329	435.24191	439.44872	438.14056	436.57486	435.31341	434.32888	433.12925	431.45728	434.160736	2016	431.45728	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	KMSQ	Square kilometers	963.18274	964.43699	962.40214	987.12653	986.75848	986.2658	993.0461	998.20866	997.45978	1002.36944	1014.83061	1025.45793	1007.665284	2016	1025.45793	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	148	18.66618401	15.36279341	TCD	Chad	1	KMSQ	Square kilometers	1382.97289	1372.70246	1352.57953	1335.00617	1339.46368	1328.45276	1317.13723	1330.91682	1333.35649	1321.90922	1338.54164	1360.09212	1336.963258	2016	1360.09212	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	152	-71.23029019	-35.2652885	CHL	Chile	1	KMSQ	Square kilometers	12165.32988	12185.21587	12218.383	12245.08854	12232.44491	12230.71775	12218.58715	12186.2387	12173.86985	12149.57138	12123.94729	12106.64734	12148.054912	2016	12106.64734	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	156	104.1403375	32.30955217	CHN	China	1	KMSQ	Square kilometers	103092.8373	104093.7934	105587.1394	107023.352	106890.6191	107307.6054	108234.1573	108735.3398	109928.5903	111143.7729	111771.3603	111859.0566	110687.62398	2016	111859.0566	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	KMSQ	Square kilometers																	
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	KMSQ	Square kilometers																	
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	170	-73.07446751	3.888209046	COL	Colombia	1	KMSQ	Square kilometers	9066.22466	9024.63189	9341.22822	9599.75078	9836.9481	10024.73577	9986.01516	10046.29778	10080.60286	9919.4547	9639.90099	9438.5149	9824.954246	2016	9438.5149	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	174	43.34234565	-11.66121732	COM	Comoros	1	KMSQ	Square kilometers	5.97917	6.05326	6.05588	6.0404	6.02338	5.95985	5.91343	5.9066	5.892	5.84129	5.57877	5.61248	5.766228	2016	5.61248	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	175	45.14015057	-12.82217691	MYT	Mayotte	1	KMSQ	Square kilometers	2.52631	2.66146	2.68917	2.75528	2.79524	2.97667	2.94107	2.96038	2.91986	2.89459	2.84466	2.81644	2.887186	2016	2.81644	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	178	15.22052612	-0.840544119	COG	Congo	1	KMSQ	Square kilometers	1660.71623	1659.35869	1666.35091	1694.94516	1697.03887	1698.60727	1701.18834	1708.60122	1713.67875	1706.16977	1689.32566	1675.34776	1698.624632	2016	1675.34776	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	KMSQ	Square kilometers	36083.03235	36048.92626	36013.65946	36053.56259	36050.57766	36163.98045	36207.22309	36219.70246	36193.96718	36046.22202	35926.3489	35865.04999	36050.25811	2016	35865.04999	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	KMSQ	Square kilometers	1.27865	1.28053	1.27103	1.26734	1.25283	1.28793	1.30242	1.31192	1.31561	1.3665	1.32672	1.31236	1.326622	2016	1.31236	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	KMSQ	Square kilometers	176.59933	176.36285	176.41907	176.66406	176.90158	175.04264	174.4931	173.29917	172.16834	170.79744	170.36601	170.38072	171.402336	2016	170.38072	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	191	17.95874553	45.45172212	HRV	Croatia	1	KMSQ	Square kilometers	626.05645	630.52665	630.78572	625.79878	629.54147	626.9536	624.53198	620.37224	618.57292	622.76686	628.28119	630.15295	624.029232	2016	630.15295	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	192	-79.54460144	22.10030366	CUB	Cuba	1	KMSQ	Square kilometers	2432.97654	2442.13274	2455.37527	2461.33249	2447.36779	2503.97873	2529.28669	2536.19653	2546.1666	2537.83198	2547.50192	2543.53738	2542.246882	2016	2543.53738	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	196	33.22285964	35.05659437	CYP	Cyprus	1	KMSQ	Square kilometers	10.95983	12.14731	12.80811	12.469	11.30132	10.48444	10.03651	10.41527	11.37861	12.87004	13.08416	13.36731	12.223078	2016	13.36731	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	203	15.33151382	49.73913871	CZE	Czechia	1	KMSQ	Square kilometers	484.98225	493.90795	498.01508	496.47549	500.49172	501.74795	503.97309	501.58607	503.06278	506.73617	505.88246	503.69877	504.19325	2016	503.69877	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	204	2.339933594	9.65401646	BEN	Benin	1	KMSQ	Square kilometers	121.41562	121.9686	121.4566	121.73445	120.34488	120.71675	120.57337	120.64061	120.56971	120.71556	120.18517	119.81231	120.384672	2016	119.81231	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	208	9.326571283	56.03829721	DNK	Denmark	1	KMSQ	Square kilometers	2385.03476	2388.22259	2393.9624	2399.06602	2398.73509	2398.51538	2400.55797	2401.84756	2402.14436	2408.298	2412.70373	2416.51572	2408.301874	2016	2416.51572	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	212	-61.3493756	15.43391378	DMA	Dominica	1	KMSQ	Square kilometers	0.39071	0.38835	0.38474	0.37299	0.3566	0.3563	0.35671	0.35458	0.34815	0.34343	0.33079	0.32072	0.339534	2016	0.32072	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	KMSQ	Square kilometers	322.21776	320.18635	328.56094	344.49306	369.98938	398.42683	423.63723	446.38188	466.05562	478.45236	481.13457	478.48864	470.102614	2016	478.48864	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	KMSQ	Square kilometers	2034.21012	2060.69952	2080.4744	2088.33752	2111.38206	2121.15156	2131.79578	2130.94874	2134.58332	2120.02713	2121.43376	2121.1035	2125.61929	2016	2121.1035	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	222	-88.86862995	13.73603564	SLV	El Salvador	1	KMSQ	Square kilometers	346.3304	347.30156	347.3172	349.5967	344.76778	345.40426	350.02109	348.0539	347.92335	346.41099	346.08412	340.0726	345.708992	2016	340.0726	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	KMSQ	Square kilometers	113.80977	113.56672	113.01536	112.36462	111.82394	111.7594	111.65549	111.94001	112.29273	112.50541	112.84689	112.82406	112.48182	2016	112.82406	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	231	39.63505296	8.631223181	ETH	Ethiopia	1	KMSQ	Square kilometers	6771.66048	6726.04365	6677.05703	6650.92913	6645.92001	6664.15777	6703.05809	6765.87958	6815.20817	6851.52323	6895.50779	6896.88718	6845.00119	2016	6896.88718	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	232	38.11074289	16.12894644	ERI	Eritrea	1	KMSQ	Square kilometers	30.47538	31.4288	32.32273	32.90225	33.88807	34.76987	36.11806	37.08558	38.15851	39.50613	44.38071	47.536	41.333386	2016	47.536	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	233	25.84093481	58.68487172	EST	Estonia	1	KMSQ	Square kilometers	2070.11033	2069.32359	2069.89486	2071.11698	2071.35504	2069.24375	2067.59499	2066.05321	2065.56674	2063.36018	2062.60864	2063.14136	2064.146026	2016	2063.14136	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	KMSQ	Square kilometers	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	KMSQ	Square kilometers	169.12787	168.88033	170.41481	173.67075	174.25522	174.29632	174.68217	173.82764	173.59343	173.46363	171.73224	170.61563	172.646514	2016	170.61563	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	KMSQ	Square kilometers																	
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	242	177.9660884	-17.83301566	FJI	Fiji	1	KMSQ	Square kilometers	523.37458	522.72229	522.33469	522.36864	521.4098	522.80594	522.42087	523.62067	523.68027	523.28696	523.90541	525.87769	524.0742	2016	525.87769	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	246	23.308447	61.91586738	FIN	Finland	1	KMSQ	Square kilometers	29845.21011	29900.60418	30003.68472	30046.68797	29965.74045	29919.83344	29851.53336	29811.45629	29778.68141	29943.13451	30020.43661	30116.19999	29933.981762	2016	30116.19999	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	248	19.80945969	60.1544901	ALA	Åland Islands	1	KMSQ	Square kilometers																	
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	250	2.457288129	46.62660861	FRA	France	1	KMSQ	Square kilometers	3604.16177	3613.37619	3627.28693	3641.57708	3665.20856	3660.28741	3674.00741	3662.8493	3643.82474	3656.67518	3683.63727	3689.83848	3667.364994	2016	3689.83848	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	254	-53.23619089	3.922673437	GUF	French Guiana	1	KMSQ	Square kilometers	493.54674	491.53167	491.77641	494.37982	495.74629	500.13418	504.47887	507.73903	507.10796	512.19457	517.68229	519.53171	512.851112	2016	519.53171	Global Surface Water Explorer extraction for UN Environment	C
2018.Q2.G.01	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	KMSQ	Square kilometers	266.66507	266.70705	267.45	268.27596	268.25985	267.76345	265.93303	266.07894	265.93989	264.5044	263.75304	264.99309	265.053872	2016	264.99309	Global Surface Water Explorer extraction for UN Environment	C
