GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,818,Egypt,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",EGY,29.77468534,26.57438204
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,222,El Salvador,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",SLV,-88.86862995,13.73603564
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,226,Equatorial Guinea,2017.0,,0,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GNQ,10.46535826,1.565792376
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,232,Eritrea,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",ERI,38.11074289,16.12894644
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,233,Estonia,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",EST,25.84093481,58.68487172
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,748,Eswatini,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",SWZ,31.50149288,-26.56471011
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,231,Ethiopia,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",ETH,39.63505296,8.631223181
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,242,Fiji,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",FJI,177.9660884,-17.83301566
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,246,Finland,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",FIN,23.308447,61.91586738
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,250,France,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",FRA,2.457288129,46.62660861
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,266,Gabon,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GAB,11.78727747,-0.60687619
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,270,Gambia,2017.0,,0,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GMB,-15.39944785,13.45295927
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,268,Georgia,2017.0,,0,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GEO,43.3713615,42.04813028
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,276,Germany,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",DEU,10.3806066,51.08862743
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,288,Ghana,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GHA,-1.205623522,7.964825185
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,300,Greece,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GRC,22.58307827,39.47301873
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,308,Grenada,2017.0,,0,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GRD,-61.68248568,12.11238395
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,320,Guatemala,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GTM,-91.2312746,15.00273719
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,324,Guinea,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GIN,-11.28173419,11.00210343
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,624,Guinea-Bissau,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GNB,-14.40182514,12.11760394
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,328,Guyana,2017.0,,1,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",GUY,-58.97322037,4.788012784
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.6,"Promote fair and equitable sharing of the benefits arising from the utilization of genetic resources and promote appropriate access to such resources, as internationally agreed",15.6.1,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits",1,ER_CBD_PTYPGRFA,Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO),2019.Q1.G.01,G,Global,NA,Data nature not available,NUMBER,Number,332,Haiti,2017.0,,0,Float,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,","Parties  refers to Contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture that have ratified, accepted, approved or acceded this instrument, including those for which the Treaty has not yet entered into force following the 90 days period set out in Article 28.1  of the Treaty. For values:  TRUE = 1.0; FALSE = 0.0.  Data as of 1 January 2017.",HTI,-72.33640958,18.40426539
