series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	162	105.6426067	-10.4882473	CXR	Christmas Island	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	16	-170.7187269	-14.30587306	ASM	American Samoa	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	296	-157.5643005	1.768837732	KIR	Kiribati	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	20	1.576257417	42.54548611	AND	Andorra	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	300	22.58307827	39.47301873	GRC	Greece	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	170	-73.07446751	3.888209046	COL	Colombia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	24	17.57817062	-12.33724746	AGO	Angola	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	304	-41.39371316	74.75625681	GRL	Greenland	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	174	43.34234565	-11.66121732	COM	Comoros	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	308	-61.68248568	12.11238395	GRD	Grenada	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	175	45.14015057	-12.82217691	MYT	Mayotte	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	31	50.01064725	40.39229544	AZE	Azerbaijan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	178	15.22052612	-0.840544119	COG	Congo	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	32	-65.14563274	-35.19446255	ARG	Argentina	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	316	144.7029305	13.35485404	GUM	Guam	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	36	134.3499412	-25.57717202	AUS	Australia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	320	-91.2312746	15.00273719	GTM	Guatemala	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	184	-159.7711391	-21.22696458	COK	Cook Islands	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	40	14.14172472	47.58704857	AUT	Austria	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	324	-11.28173419	11.00210343	GIN	Guinea	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	188	-84.19712782	9.970998683	CRI	Costa Rica	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	44	-78.05111663	24.69546597	BHS	Bahamas	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	328	-58.97322037	4.788012784	GUY	Guyana	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	191	17.95874553	45.45172212	HRV	Croatia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	48	50.5490754	26.04407747	BHR	Bahrain	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	332	-72.33640958	18.40426539	HTI	Haiti	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	192	-79.54460144	22.10030366	CUB	Cuba	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	50	89.17660788	22.86961622	BGD	Bangladesh	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	196	33.22285964	35.05659437	CYP	Cyprus	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	51	44.93839317	40.29499741	ARM	Armenia	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	336	12.45315803	41.90343751	VAT	Holy See	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	203	15.33151382	49.73913871	CZE	Czechia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	52	-59.5346489	13.13648273	BRB	Barbados	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	340	-86.59974381	14.82243161	HND	Honduras	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	204	2.339933594	9.65401646	BEN	Benin	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	56	4.660976456	50.64104975	BEL	Belgium	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	208	9.326571283	56.03829721	DNK	Denmark	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	60	-64.78155012	32.27881922	BMU	Bermuda	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	348	19.41221519	47.1651448	HUN	Hungary	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	212	-61.3493756	15.43391378	DMA	Dominica	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	64	90.45098484	27.39598568	BTN	Bhutan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	352	-19.02116966	64.79134763	ISL	Iceland	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	356	79.3608464	22.34642074	IND	India	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	218	-78.37005241	-1.447785891	ECU	Ecuador	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	360	113.9174	-0.994582204	IDN	Indonesia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	222	-88.86862995	13.73603564	SLV	El Salvador	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	72	23.81380223	-22.18810073	BWA	Botswana	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	368	43.76606267	33.05013795	IRQ	Iraq	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	231	39.63505296	8.631223181	ETH	Ethiopia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	76	-53.08432878	-10.77668561	BRA	Brazil	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	372	-7.121425272	53.25274054	IRL	Ireland	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	232	38.11074289	16.12894644	ERI	Eritrea	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	84	-88.70199554	17.19965901	BLZ	Belize	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	376	34.62277992	31.06164552	ISR	Israel	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	233	25.84093481	58.68487172	EST	Estonia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	380	12.57022427	42.79917282	ITA	Italy	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	388	-77.31068409	18.15616857	JAM	Jamaica	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	392	139.2716103	36.6554539	JPN	Japan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	242	177.9660884	-17.83301566	FJI	Fiji	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	100	25.23763153	42.75731323	BGR	Bulgaria	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	246	23.308447	61.91586738	FIN	Finland	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	104	96.51752295	21.19332882	MMR	Myanmar	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	400	37.13024774	30.65365973	JOR	Jordan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	248	19.80945969	60.1544901	ALA	Åland Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	108	29.89080992	-3.366387428	BDI	Burundi	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	404	37.86096816	0.534797278	KEN	Kenya	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	250	2.457288129	46.62660861	FRA	France	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	112	28.04940161	53.54193075	BLR	Belarus	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	254	-53.23619089	3.922673437	GUF	French Guiana	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	116	104.922836	12.71163737	KHM	Cambodia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	410	127.8610254	36.45201023	KOR	Republic of Korea	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	120	12.7419827	5.692387031	CMR	Cameroon	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	414	47.49305029	29.53949468	KWT	Kuwait	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	124	-101.6575058	57.72360191	CAN	Canada	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	262	42.18274707	11.56004161	DJI	Djibouti	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	266	11.78727747	-0.60687619	GAB	Gabon	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	422	35.89391711	33.92152458	LBN	Lebanon	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	268	43.3713615	42.04813028	GEO	Georgia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	140	20.93559492	7.003720791	CAF	Central African Republic	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	426	28.25362195	-29.58041814	LSO	Lesotho	1	AIR	P_KM	air transport	passenger kilometres	2016					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	270	-15.39944785	13.45295927	GMB	Gambia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	144	80.70489654	7.614693343	LKA	Sri Lanka	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	428	26.42461876	56.64196636	LVA	Latvia	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	704	105.802499	10.09643079	VNM	Viet Nam	1	AIR	P_KM	air transport	passenger kilometres	2016		Float		International Civil Aviation Organization (ICAO)	
