ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_1990,Footnotes_1991,Footnotes_1992,Footnotes_1993,Footnotes_1994,Footnotes_1995,Footnotes_1996,Footnotes_1997,Footnotes_1998,Footnotes_1999,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Footnotes_2017,Footnotes_2018,Nature_Code_1990,Nature_Code_1991,Nature_Code_1992,Nature_Code_1993,Nature_Code_1994,Nature_Code_1995,Nature_Code_1996,Nature_Code_1997,Nature_Code_1998,Nature_Code_1999,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Nature_Code_2017,Nature_Code_2018,Source_1990,Source_1991,Source_1992,Source_1993,Source_1994,Source_1995,Source_1996,Source_1997,Source_1998,Source_1999,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,Source_2017,Source_2018,TimeDetail_1990,TimeDetail_1991,TimeDetail_1992,TimeDetail_1993,TimeDetail_1994,TimeDetail_1995,TimeDetail_1996,TimeDetail_1997,TimeDetail_1998,TimeDetail_1999,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,TimeDetail_2017,TimeDetail_2018,Value_1990,Value_1991,Value_1992,Value_1993,Value_1994,Value_1995,Value_1996,Value_1997,Value_1998,Value_1999,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Value_2017,Value_2018,Latest_Year,Latest_Value
,,,1,World,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.2,"Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction",1,ER_RSK_LBREDN,Local breeds classified as known being not at risk (number),2019.Q1.G.01,G,Global,NUMBER,Number,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,180,193,213,212,212,237,241,246,261,295,302,316,317,327,326,332,320,357,389,434,466,481,505,542,543,539,554,509,2018.0,509
BGR,25.23763153,42.75731323,100,Bulgaria,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.2,"Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction",1,ER_RSK_LBREDN,Local breeds classified as known being not at risk (number),2019.Q1.G.01,G,Global,NUMBER,Number,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,7,5,4,5,12,9,5,12,12,2018.0,12
MMR,96.51752295,21.19332882,104,Myanmar,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.2,"Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction",1,ER_RSK_LBREDN,Local breeds classified as known being not at risk (number),2019.Q1.G.01,G,Global,NUMBER,Number,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,0
BDI,29.89080992,-3.366387428,108,Burundi,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.2,"Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction",1,ER_RSK_LBREDN,Local breeds classified as known being not at risk (number),2019.Q1.G.01,G,Global,NUMBER,Number,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2018.0,4
,,,11,Western Africa,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.2,"Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction",1,ER_RSK_LBREDN,Local breeds classified as known being not at risk (number),2019.Q1.G.01,G,Global,NUMBER,Number,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,4,4,4,4,5,5,4,4,4,5,13,14,14,15,15,15,15,16,16,16,16,17,17,17,2018.0,17
BLR,28.04940161,53.54193075,112,Belarus,2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",2.5.2,"Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction",1,ER_RSK_LBREDN,Local breeds classified as known being not at risk (number),2019.Q1.G.01,G,Global,NUMBER,Number,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,Observation value corresponds to the date/year when risk status was calculated based on most up to date information available. ,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,DAD-IS 2018 http://www.fao.org/dad-is/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,0
