"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Latest_Year","Latest_Value"
"","","","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","14","","","","","13.5","","","","","9.6","","","8.6",2013.0,"8.6"
"","","","515","Developing regions","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","19","","","","","20","","","","","19.8","","","19.3",2013.0,"19.3"
"NAM","17.21907885","-22.13817068","516","Namibia","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","21.6","22","22.1","22.2","21.9","21.8","21.7","21.7","21.7","21.8","21.8","24.6","23.9","23.9",2013.0,"23.9"
"","","","518","Eastern Asia (excluding Japan)","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","18.2","","","","","20.8","","","","","19.8","","","18.5",2013.0,"18.5"
"BRB","-59.5346489","13.13648273","52","Barbados","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","15","8.6","11.5","11.8","16.9","8.8","7.6","9.8","5.8","8.6","8.9","11","10.2","6.7",2013.0,"6.7"
"NRU","166.92313","-0.528742623","520","Nauru","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","19.9","19.9","19.9","19.8","19.8","19.8","19.8","19.8","19.9","19.9","20","20","19.9","19.9",2013.0,"19.9"
"NPL","83.94678863","28.25866332","524","Nepal","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","16.9","17","17.3","17.2","17.8","17.8","17.6","17.8","17.8","18","18","17.9","16.9","17",2013.0,"17"
"NLD","5.331480568","51.86728884","528","Netherlands","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","7.4","6.8","6.7","6.7","5.4","5","5","4.8","4.5","4.3","3.9","4","4","3.4",2013.0,"3.4"
"","","","53","Australia and New Zealand","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","9.9","","","","","8.5","","","","","6.9","","","5.5",2013.0,"5.5"
"","","","543","Oceania (exc. Australia and New Zealand)","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","","","","","E","","","","","E","","","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","16.3","","","","","16.3","","","","","16.4","","","15.5",2013.0,"15.5"
"VUT","167.0679779","-15.34445547","548","Vanuatu","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","15.7","15.8","16","16.1","15.7","15.8","15.8","15.9","16","16","16.1","16.5","16.6","16.6",2013.0,"16.6"
"NZL","170.4755673","-43.98721568","554","New Zealand","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","12.1","11.9","11.3","12.2","11.2","10.3","10.1","10.5","9.2","9.6","9.3","6.9","7.4","6",2013.0,"6"
"NIC","-85.03060315","12.84210839","558","Nicaragua","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","17.4","17.6","17.5","17.5","17.5","17.6","17.6","16","16.1","16.2","16.3","16.4","15.3","15.3",2013.0,"15.3"
"BEL","4.660976456","50.64104975","56","Belgium","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","14.8","14.9","13","12","11.4","11","10.5","10.8","9.4","9.4","8.1","8.4","7.4","6.7",2013.0,"6.7"
"NER","9.400167877","17.42143036","562","Niger","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","25.8","26","26.4","26.5","26.9","27.1","27","27.3","27.2","27.4","27.5","27.6","26.3","26.4",2013.0,"26.4"
