"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"1","World","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","",""
"2","Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","",""
"5","South America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","2926.5368050390630",2017.0,"2926.5368050390630","Estimated data","Food and Agriculture Organisation of United Nations ( FAO)","Pending validation"
"9","Oceania","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","",""
"11","Western Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","160.9308717968750",2017.0,"160.9308717968750","Estimated data","Food and Agriculture Organisation of United Nations ( FAO)","Pending validation"
"13","Central America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1134.6582502929687",2017.0,"1134.6582502929687","Estimated data","Food and Agriculture Organisation of United Nations ( FAO)","Pending validation"
"14","Eastern Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1516.2236108105470",2017.0,"1516.2236108105470","Estimated data","Food and Agriculture Organisation of United Nations ( FAO)","Pending validation"
"15","Northern Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","272.5116566210937",2017.0,"272.5116566210937","Estimated data","Food and Agriculture Organisation of United Nations ( FAO)","Pending validation"
"17","Middle Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","560.7305247363281",2017.0,"560.7305247363281","Estimated data","Food and Agriculture Organisation of United Nations ( FAO)","Pending validation"
"18","Southern Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.4","By 2030, ensure the conservation of mountain ecosystems, including their biodiversity, in order to enhance their capacity to provide benefits that are essential for sustainable development","15.4.2","Mountain Green Cover Index","1","ER_MTN_GRNCOV","Mountain green cover area (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","478.9401119726563",2017.0,"478.9401119726563","Estimated data","Food and Agriculture Organisation of United Nations ( FAO)","Pending validation"
