"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"28","Antigua and Barbuda","ATG","-61.7999755","17.07761471","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","18.0357952117920",2016.0,"18.0357952117920","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"31","Azerbaijan","AZE","50.01064725","40.39229544","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","18.2009506225586",2016.0,"18.2009506225586","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"31","Azerbaijan","AZE","50.01064725","40.39229544","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","18.5091876983643",2016.0,"18.5091876983643","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"32","Argentina","ARG","-65.14563274","-35.19446255","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","11.8304634094238",2016.0,"11.8304634094238","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"32","Argentina","ARG","-65.14563274","-35.19446255","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","11.6762857437134",2016.0,"11.6762857437134","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"36","Australia","AUS","134.3499412","-25.57717202","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","7.1862335205078",2016.0,"7.1862335205078","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"36","Australia","AUS","134.3499412","-25.57717202","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","7.3022446632385",2016.0,"7.3022446632385","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"40","Austria","AUT","14.14172472","47.58704857","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","13.0955114364624",2016.0,"13.0955114364624","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"40","Austria","AUT","14.14172472","47.58704857","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","12.4257211685181",2016.0,"12.4257211685181","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"44","Bahamas","BHS","-78.05111663","24.69546597","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","17.5625343322754",2016.0,"17.5625343322754","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"44","Bahamas","BHS","-78.05111663","24.69546597","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","18.9941425323486",2016.0,"18.9941425323486","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"48","Bahrain","BHR","50.5490754","26.04407747","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","69.0448684692383",2016.0,"69.0448684692383","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"48","Bahrain","BHR","50.5490754","26.04407747","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","69.0054168701172",2016.0,"69.0054168701172","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"50","Bangladesh","BGD","89.17660788","22.86961622","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","58.6150550842285",2016.0,"58.6150550842285","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"50","Bangladesh","BGD","89.17660788","22.86961622","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","58.3345603942871",2016.0,"58.3345603942871","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"51","Armenia","ARM","44.93839317","40.29499741","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","30.4817638397217",2016.0,"30.4817638397217","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"51","Armenia","ARM","44.93839317","40.29499741","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","32.8559188842773",2016.0,"32.8559188842773","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"52","Barbados","BRB","-59.5346489","13.13648273","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","22.3532619476318",2016.0,"22.3532619476318","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"52","Barbados","BRB","-59.5346489","13.13648273","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","22.2354164123535",2016.0,"22.2354164123535","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"56","Belgium","BEL","4.660976456","50.64104975","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","12.9769601821899",2016.0,"12.9769601821899","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"56","Belgium","BEL","4.660976456","50.64104975","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","12.8761425018311",2016.0,"12.8761425018311","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"60","Bermuda","BMU","-64.78155012","32.27881922","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","35.3224220275879",2016.0,"35.3224220275879","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"64","Bhutan","BTN","90.45098484","27.39598568","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","35.4492225646973",2016.0,"35.4492225646973","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","23.3321475982666",2016.0,"23.3321475982666","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","20.2352504730225",2016.0,"20.2352504730225","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","27.2516880035400",2016.0,"27.2516880035400","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","29.7395954132080",2016.0,"29.7395954132080","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"72","Botswana","BWA","23.81380223","-22.18810073","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","21.2351284027100",2016.0,"21.2351284027100","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"72","Botswana","BWA","23.81380223","-22.18810073","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","URBAN","Urban","G","Global","20.8782348632813",2016.0,"20.8782348632813","Estimated data","http://apps.who.int/gho/data/node.sdg.11-6"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","11","Make cities and human settlements inclusive, safe, resilient and sustainable","11.6","By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management","11.6.2","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","1","EN_ATM_PM25","Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)","2019.Q1.G.01","mgr/m^3","Micrograms per cubic meter","ALLAREA","All areas","G","Global","","","","",""
