"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2005","Footnotes_2010","Footnotes_2015","Nature_Code_2000","Nature_Code_2005","Nature_Code_2010","Nature_Code_2015","Source_2000","Source_2005","Source_2010","Source_2015","TimeDetail_2000","TimeDetail_2005","TimeDetail_2010","TimeDetail_2015","Value_2000","Value_2005","Value_2010","Value_2015","Latest_Year","Latest_Value"
"NER","9.400167877","17.42143036","562","Niger","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","68","65","61","57",2015.0,"57"
"NGA","8.097363256","9.585789025","566","Nigeria","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","2660","2261","1861","1462",2015.0,"1462"
"","","","57","Micronesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","59.907","60.148","60.088","60.028",2015.0,"60.028"
"NOR","11.47846389","61.34311134","578","Norway","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","585","638","691","744",2015.0,"744"
"MNP","145.7582114","15.19099517","580","Northern Mariana Islands","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","5.047","4.918","4.788","4.658",2015.0,"4.658"
"FSM","158.225216","6.880670092","583","Micronesia (Federated States of)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","31.95","32.02","32.09","32.16",2015.0,"32.16"
"MHL","171.0839119","7.110213497","584","Marshall Islands","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","3.63","3.63","3.63","3.63",2015.0,"3.63"
"PLW","134.5733878","7.502307591","585","Palau","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","16.48","16.78","16.78","16.78",2015.0,"16.78"
"PAK","68.80479684","29.36491634","586","Pakistan","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","426","382","334","272",2015.0,"272"
"PAN","-81.26616623","8.450965746","591","Panama","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","1029","1011","993","976",2015.0,"976"
"PNG","145.8587761","-6.756057077","598","Papua New Guinea","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","10080","10076","10072","10068",2015.0,"10068"
"PER","-71.82093277","-13.58939705","604","Peru","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","14950","14848","14686","16004",2015.0,"16004"
"PHL","120.8601418","14.16591706","608","Philippines","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","1114","1087.7","1018.8","1160",2015.0,"1160"
"","","","61","Polynesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","6.152","6.122","6.082","6.065",2015.0,"6.065"
"POL","19.40660158","52.1226733","616","Poland","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","968","1064","1360","1458",2015.0,"1458"
"","","","62","Central and Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","5489.61","5692.73","5873.01","5510.62",2015.0,"5510.62"
"GNB","-14.40182514","12.11760394","624","Guinea-Bissau","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","179","175","171","165",2015.0,"165"
"PRI","-66.47591017","18.22753799","630","Puerto Rico","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","28.69","31.86","36.87","41.89",2015.0,"41.89"
"QAT","51.19152467","25.28355379","634","Qatar","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","0","0","0","0",2015.0,"0"
"REU","55.53171398","-21.13183266","638","Réunion","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","10.5","10.3","10.6","10.6",2015.0,"10.6"
"BTN","90.45098484","27.39598568","64","Bhutan","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","431.1","440.5","446.5","454.8",2015.0,"454.8"
"ROU","24.98481009","45.83893563","642","Romania","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","684","687","700","1102",2015.0,"1102"
"RUS","99.01404926","61.61899849","643","Russian Federation","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","51471.1","51573.5","52000","52400",2015.0,"52400"
"RWA","29.92310194","-1.999842114","646","Rwanda","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","30.3","59.4","67.9","73",2015.0,"73"
"BLM","-62.83173536","17.89513362","652","Saint Barthélemy","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","0","0","0","0",2015.0,"0"
"SMR","12.46329038","43.93841766","674","San Marino","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","0","0","0","0",2015.0,"0"
"STP","6.609772265","0.241554875","678","Sao Tome and Principe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","13.7","13.7","12.9","12.9",2015.0,"12.9"
"BOL","-64.66224284","-16.71273412","68","Bolivia (Plurinational State of)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","8007","7827","7622","7426",2015.0,"7426"
"SAU","44.54763347","24.12594211","682","Saudi Arabia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","9.85","9.85","9.85","9.85",2015.0,"9.85"
"SEN","-14.46636926","14.35920905","686","Senegal","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","581","566","553","540",2015.0,"540"
"SRB","20.805876","44.03145697","688","Serbia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","227.7","241.7","389.2","394.2",2015.0,"394.2"
"SYC","55.46561591","-4.678053059","690","Seychelles","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","6.12","6.12","6.12","6.12",2015.0,"6.12"
"SLE","-11.78306584","8.568604164","694","Sierra Leone","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","397.39","384.06","370.74","357.44",2015.0,"357.44"
"BIH","17.78584332","44.16845548","70","Bosnia and Herzegovina","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","190.15","190.15","190.15","190.15",2015.0,"190.15"
"SVK","19.48495604","48.70741446","703","Slovakia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","315.3","335.9","350.6","362.2",2015.0,"362.2"
