ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,TypeOfMobileTechnology_Code,TypeOfMobileTechnology_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
AGO,17.57817062,-12.33724746,24,Angola,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,ITU estimate,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,ITU estimate,Angolan Institute of Communications,Angolan Institute of Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,7,8,2016.0,8
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,CTU.,,Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.,Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.,Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.,Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.,NA,"Ministry of Information, Broadcasting and Telecommunications","Telecom Divison/Ministry of Information, Broadcasting, Telecommunications, Science & Technology","Telecom Divison/Ministry of Information, Broadcasting, Telecommunications, Science & Technology","Telecom Divison/Ministry of Telecommunications, Science & Technology","Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology",NA,,"Ministry of Information, Broadcasting, Telecommunications and Information Technology",,,,,,,,,,,,,,,,,,,,85,,100,100,100,100,100,100,100,100,100,100,99,,99,2016.0,99
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,ITU estimate,,,,,,,ITU estimate,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"Ministry of Information, Broadcasting and Telecommunications","Ministry of Information, Broadcasting, Telecommunications, Science & Technology","Telecom Divison/Ministry of Information, Broadcasting, Telecommunications, Science & Technology","Telecom Divison/Ministry of Telecommunications, Science & Technology","Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology","Ministry of Information, Broadcasting, Telecommunications, and Information Technology",ITU estimate,"Ministry of Information, Broadcasting and Telecommunications","Ministry of Information, Broadcasting, Telecommunications, Science & Technology","Telecom Divison/Ministry of Information, Broadcasting, Telecommunications, Science & Technology","Telecom Divison/Ministry of Telecommunications, Science & Technology","Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology","Ministry of Information, Broadcasting, Telecommunications, and Information Technology",ITU estimate,ITU estimate.,,,,,,,,,,,,,,,,,,,,0,0,0,98,98,98,98,0,0,0,98,98,98,98,99,2016.0,99
ATG,-61.7999755,17.07761471,28,Antigua and Barbuda,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,ITU estimate,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,ITU estimate,ITU estimate,ITU estimate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,98,99,2016.0,99
AZE,50.01064725,40.39229544,31,Azerbaijan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,Excluding occupied territories of Azerbaijan,Excluding occupied territories of Azerbaijan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ministry of Communications and Information Technologies of the Republic of Azerbaijan,Ministry of Communications and Information Technologies of the Republic of Azerbaijan,Ministry of Communications and Information Technologies of the Republic of Azerbaijan,Ministry of Communications and Information Technologies,Ministry of Communications and Information Technologies (MC&IT),Ministry of Communications and Information Technologies (MC&IT),Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and High Technologies (MC&HT),"Ministry of Transport, Communications and High Technologies (MTC&HT) ",,,,,,,,,,,,,,,,,,93.5,94,95,95,97,99,95,99,99,99.6,100,100,100,100,100,100,100,2016.0,100
AZE,50.01064725,40.39229544,31,Azerbaijan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,Excluding occupied territories of Azerbaijan,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Ministry of Communications and Information Technologies of the Republic of Azerbaijan,Ministry of Communications and Information Technologies,Ministry of Communications and Information Technologies (MC&IT),Ministry of Communications and Information Technologies (MC&IT),Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and Information Technologies of the Republic of Azerbaijan,Ministry of Communications and Information Technologies,Ministry of Communications and Information Technologies (MC&IT),Ministry of Communications and Information Technologies (MC&IT),Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and High Technologies (MC&HT),"Ministry of Transport, Communications and High Technologies (MTC&HT) ",,,,,,,,,,,,,,,,,,,,32.2,69.2,89.3,96.5,96.9,97.1,97.3,32.2,69.2,89.3,96.5,96.9,97.1,97.3,95.5,2016.0,95.5
AZE,50.01064725,40.39229544,31,Azerbaijan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,Excluding occupied territories of Azerbaijan,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,Ministry of Communications and High Technologies (MC&HT),Ministry of Communications and High Technologies (MC&HT),"Ministry of Transport, Communications and High Technologies (MTC&HT) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,50,41,2016.0,41
ARG,-65.14563274,-35.19446255,32,Argentina,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,NA,,,,NA,NA,NA,,,,,,,,NA,NA,,NA,,,,NA,NA,NA,,,,,,,,ITU estimate.,NA,,,,,,,,,,,,,,,,,,,30,,,,94.1,94.1,94.1,,,,,,,,98,0,2016.0,0
ARG,-65.14563274,-35.19446255,32,Argentina,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,ITU estimate,,,,,,,ITU estimate,,,,,,,,,,NA,NA,,,,,,NA,NA,NA,,,,,,,,ITU estimate,ITU estimate.,,,,,,ITU estimate,ITU estimate.,ITU estimate.,,,,,,,,,,,,,,,,,,,,,,,,,80,90,,,,,,80,90,95,2016.0,95
ARG,-65.14563274,-35.19446255,32,Argentina,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,ITU estimate,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,ITU estimate,ITU estimate.,ITU estimate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,85,2016.0,85
AUS,134.3499412,-25.57717202,36,Australia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,Department of Communications and the Arts https://www.communications.gov.au/what-we-do/phone/mobile-services-and-coverage/mobile-phone-towers,Department of Communications and the Arts https://www.communications.gov.au/what-we-do/phone/mobile-services-and-coverage/mobile-phone-towers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telstra.CDMA.,"Australian Department of Broadband, Communications and the Digital Economy (DBCDE).","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).",ACMA.,"Australian Communications and Media Authority, Communications Report 2007-08.","Australian Communications and Media Authority, Communications Report 2008-09","Department of Broadband, Communications and the Digital Economy",ACMA Communications Report 2010-11.,"Department of Broadband, Communications and the Digital Economy",Department of Communications,Department of Communications,Department of Communications and the Arts,Department of Communications and the Arts,,,,,,,,,,,,,,,,,,95.6,96,96,96,96,98,98.1,98.8,98.8,99,99,99,99,99,99,99,99.3,2016.0,99.3
AUS,134.3499412,-25.57717202,36,Australia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,Department of Communications and the Arts https://www.communications.gov.au/what-we-do/phone/mobile-services-and-coverage/mobile-phone-towers,,,,,,,Department of Communications and the Arts https://www.communications.gov.au/what-we-do/phone/mobile-services-and-coverage/mobile-phone-towers,"Coverage of Australia's largest mobile network (Telstra). Source: Telstra (2016), Telstra Annual Report 2016, p.7",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ITU estimate.,ACMA.,"Department of Broadband, Communications and the Digital Economy",ACMA Communications Report 2010-11.,"Department of Broadband, Communications and the Digital Economy",Department of Communications,Department of Communications,Department of Communications and the Arts,ACMA.,"Department of Broadband, Communications and the Digital Economy",ACMA Communications Report 2010-11.,"Department of Broadband, Communications and the Digital Economy",Department of Communications,Department of Communications,Department of Communications and the Arts,Department of Communications and the Arts,,,,,,,,,,,,,,,,,,,98.8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99.3,2016.0,99.3
AUS,134.3499412,-25.57717202,36,Australia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,ITU estimate,> 94% (Telstra's 4G coverage) ACMA Communications Report (p. 19),"Coverage of Australia's largest mobile network (Telstra). Source: Telstra (2016), Telstra Annual Report 2016, p.12",,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,ITU estimate,Department of Communications and the Arts,Department of Communications and the Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,94,98,2016.0,98
AFG,66.02688198,33.83160199,4,Afghanistan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,Over 88%,,,0.892,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,Ministry of Communications & Information Technology,Ministry of Communications & Information Technology,ITU estimate.,ITU estimate.,Ministry of Communications & Information Technology,Afghanistan Telecommunications Regulatory Authority (ATRA),"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology",Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT),Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT),,,,,,,,,,,,,,,,,,,,,,,,,72,75,80,80,85,88,88.6,89,89.2,89.4,2016.0,89.4
AFG,66.02688198,33.83160199,4,Afghanistan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,40%,,,,,,,40%,,,,,,,,NA,NA,NA,,,,,NA,NA,NA,NA,,,,,,,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology",,,,,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology",Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT),,,,,,,,,,,,,,,,,,,,,,,,28,35,40,,,,,28,35,40,40,2016.0,40
AFG,66.02688198,33.83160199,4,Afghanistan,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,ITU estimate,ITU estimate,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,ITU estimate,ITU estimate,ITU estimate. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2016.0,0
AUT,14.14172472,47.58704857,40,Austria,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Federal Ministry for Science and Transport.,Federal Ministry for Science and Transport.,Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).,Estimate from Regulatory Authority for Broadcasting and Telecommunications (Rundfunk und Telekom Regulierungs-GmbH; RTR-GmbH),Regulatory Authority for Broadcasting and Telecommunications (Rundfunk und Telekom Regulierungs-GmbH; RTR-GmbH),Regulatory Authority for Broadcasting and Telecommunications (Rundfunk und Telekom Regulierungs-GmbH; RTR-GmbH),Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Austrian Regulatory Authority for Broadcasting and Telecommunications,Austrian Regulatory Authority for Broadcasting and Telecommunications,Austrian Regulatory Authority for Broadcasting and Telecommunications,Austrian Regulatory Authority for Broadcasting and Telecommunications,,,,,,,,,,,,,,,,,,98,98,98,98,98.5,98.5,98.5,98.5,99,99,99,99,99,99,99,99,99,2016.0,99
AUT,14.14172472,47.58704857,40,Austria,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,3G coverage,3G coverage,3G coverage,3G coverage,,,,3G coverage,3G coverage,3G coverage,3G coverage,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OECD.,,Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Austrian Regulatory Authority for Broadcasting and Telecommunications,ITU estimate.,ITU estimate.,Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Rundfunk und Telekom Regulierungs-GmbH,Austrian Regulatory Authority for Broadcasting and Telecommunications,ITU estimate.,ITU estimate.,Austrian Regulatory Authority for Broadcasting and Telecommunications,,,,,,,,,,,,,,,,,,84,,96,96,96,96,96,97,98,96,96,96,96,96,97,98,98,2016.0,98
