topicId,topicNameEN,topicNameFR,tableCode,tableId,tableName,tableNote,tableStatusId,tbBkCode,tbBkPrint,seriesCode,countryAttributeId,seriesId,seriesName,sourceId,type,parentRegionId,parentRegion_DescEN,refAreaId,refAreaName,dataId,value,year,sourceCode,sourceNameEN,sourceNameFR
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,145,Western Asia,31,Azerbaijan,20193214,0.021,2014,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,145,Western Asia,31,Azerbaijan,20193215,0.018600000000000002,2015,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,145,Western Asia,31,Azerbaijan,20193216,0.04,2016,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193217,0.6549,1975,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193218,0.4829,1985,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193219,0.3425,1995,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193220,0.2737,1996,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193221,0.24760000000000001,2005,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193222,0.29510000000000003,2006,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193223,0.3226,2007,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193224,0.316,2008,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193225,0.2936,2009,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193226,0.32270000000000004,2010,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193227,0.3436,2011,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193228,0.3609,2012,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193229,0.3309,2013,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193230,0.3143,2014,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193231,0.2911,2015,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193232,0.26580000000000004,2016,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,53,Oceania,36,Australia,20193233,0.226,2017,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
19,Development assistance,Aide au développement,odafrmdac,103,Net disbursements of official development assistance from donors,"18 Jul 2018 (Ian)   ""Chinese Taipei"" should be coded to 158.",1,T32 ,Y,assist_%GN,,1608,Net official development assistance to developing countries and multilateral organizations (as % of GNI),22,Area,155,Western Europe,40,Austria,20193234,0.2114,1975,OECD_DAC,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed May 2018.","Organisation de coopération et de développement économiques (OCDE), Paris, base de données du Comité d’aide au développement (CAD) de l’OCDE, dernier accès May 2018."
