topicId,topicNameEN,topicNameFR,tableCode,tableId,tableName,tableNote,tableStatusId,tbBkCode,tbBkPrint,seriesCode,countryAttributeId,seriesId,seriesName,sourceId,type,parentRegionId,parentRegion_DescEN,refAreaId,refAreaName,dataId,value,year,sourceCode,sourceNameEN,sourceNameFR
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775856,121.0,1993,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775857,198.0,1994,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775858,309.0,1995,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775859,213.0,1996,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775860,123.0,1997,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775861,61.0,1998,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775862,29.0,1999,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775863,72.0,2000,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775864,69.0,2001,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775865,64.0,2002,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,39,Southern Europe,8,Albania,10775866,208.0,2003,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775878,38688.0,1980,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775879,38202.0,1981,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775880,45080.0,1982,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775881,51837.0,1983,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775882,53133.0,1984,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775883,83008.0,1985,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775884,81403.0,1986,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775885,79192.0,1987,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775886,81976.0,1988,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775887,83941.0,1989,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,maritimetransport,60,International maritime transport,,9,X97 ,Y,vess_cle,,254,International maritime transport: Vessels cleared (thousand net registered tons),32,Area,15,Northern Africa,12,Algeria,10775888,86693.0,1990,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
