topicId,topicNameEN,topicNameFR,tableCode,tableId,tableName,tableNote,tableStatusId,tbBkCode,tbBkPrint,seriesCode,countryAttributeId,seriesId,seriesName,sourceId,type,parentRegionId,parentRegion_DescEN,refAreaId,refAreaName,dataId,value,year,sourceCode,sourceNameEN,sourceNameFR
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779259,477.0,1980,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779260,517.0,1981,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779261,590.0,1982,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779262,619.0,1983,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779263,636.0,1984,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779264,605.0,1985,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779265,622.0,1986,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779266,629.0,1987,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779267,626.0,1988,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779268,674.0,1989,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,railways,57,Railways: traffic,,9,X99 ,Y,nett_kms,,364,Railway traffic - net ton-kilometers (millions),32,Area,39,Southern Europe,8,Albania,10779269,584.0,1990,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
