topicId,topicNameEN,topicNameFR,tableCode,tableId,tableName,tableNote,tableStatusId,tbBkCode,tbBkPrint,seriesCode,countryAttributeId,seriesId,seriesName,sourceId,type,parentRegionId,parentRegion_DescEN,refAreaId,refAreaName,dataId,value,year,sourceCode,sourceNameEN,sourceNameFR
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787420,28.0,1981,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787421,27.0,1982,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787422,27.0,1983,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787423,26.0,1984,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787424,26.0,1985,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787425,25.0,1986,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787426,25.0,1987,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787427,25.0,1988,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787428,25.0,1989,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
16,International tourism and transport,Tourisme et transport internationaux,motorvehiclesinuse,58,Motor vehicles in use,,9,X98 ,Y,comm_vehs,,300,Motor vehicles in use: Commercial vehicles (thousands),32,Area,34,Southern Asia,4,Afghanistan,10787429,25.0,1990,UNSD_TRANS,"United Nations Statistics Division, New York, transport statistics database.",
