seriesId,newSeriesName,units,multiplier,baseYear,dim_expenditureType,dim_pesonnelType,dim_industry,dim_typeOfSpecies,dim_typeOfODA,dim_location,dim_ageGroup,dim_sex,dim_educationLevel,topicId,topicNameEN,topicNameFR,tableCode,tableId,tableName,tableNote,tableStatusId,tbBkCode,tbBkPrint,seriesCode,countryAttributeId,seriesName,sourceId,type,parentRegionId,parentRegion_DescEN,refAreaId,refAreaName,dataId,value,year,sourceCode,sourceNameEN,sourceNameFR
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,34,Southern Asia,4,Afghanistan,20097540,16.8238,2010,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,34,Southern Asia,4,Afghanistan,20097541,38.5674,2017,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,39,Southern Europe,8,Albania,20097542,8.3418,2010,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,39,Southern Europe,8,Albania,20097543,7.8026,2017,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,15,Northern Africa,12,Algeria,20097544,9.9894,2005,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,15,Northern Africa,12,Algeria,20097545,6.6187000000000005,2010,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,15,Northern Africa,12,Algeria,20097546,12.592,2017,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,39,Southern Europe,20,Andorra,20097549,15.3387,2017,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,17,Middle Africa,24,Angola,20097550,0.0128,2005,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
12,Major trading partner 2 (% of exports),Percent,,,,,,,,,,,,15,International merchandise trade,Commerce international des marchandises,majtradepa,14,Major trading partners,,1,T22 ,Y,mjtradexp2,14.0,Major trading partner 2 (% of exports),95,Area,17,Middle Africa,24,Angola,20097551,9.7275,2010,UNSD_COMTRADE,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2018.  ","Organisation des Nations Unies, Division de statistique, New York, Comtrade base de données de l'ONU, dernier accès juin 2018."
